Area,Time,Industry,Direction,Trade value
MK09 South Karelia,201912,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Imports by countries of origin,2121110.060209002
MK09 South Karelia,201912,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Exports by countries of destination,8793420.84015779
MK09 South Karelia,201912,"17, 18 Paper industry; Printing",Imports by countries of origin,67793490.04590648
MK09 South Karelia,201912,"17, 18 Paper industry; Printing",Exports by countries of destination,281049389.8359824
MK09 South Karelia,201912,19-22 Chemical industry,Imports by countries of origin,18785300.698978063
MK09 South Karelia,201912,19-22 Chemical industry,Exports by countries of destination,77877644.23631458
MK09 South Karelia,201912,23 Manufacture of other non-metallic mineral products,Imports by countries of origin,3480495.513160627
MK09 South Karelia,201912,23 Manufacture of other non-metallic mineral products,Exports by countries of destination,14428983.367551733
MK09 South Karelia,201912,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Imports by countries of origin,8355532.999607835
MK09 South Karelia,201912,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Exports by countries of destination,34639276.569240354
MK09 South Karelia,201912,"26, 27 Manufacture of electrical and electronic products",Imports by countries of origin,1582043.4150730122
MK09 South Karelia,201912,"26, 27 Manufacture of electrical and electronic products",Exports by countries of destination,6558628.803432606
MK09 South Karelia,201912,28 Manufacture of machinery and equipment n.e.c.,Imports by countries of origin,9222727.16787008
MK09 South Karelia,201912,28 Manufacture of machinery and equipment n.e.c.,Exports by countries of destination,38234376.80223305
MK09 South Karelia,201912,"29, 30 Manufacture of transport equipment",Imports by countries of origin,199220.28189808302
MK09 South Karelia,201912,"29, 30 Manufacture of transport equipment",Exports by countries of destination,825901.4048766984
MK09 South Karelia,201912,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Imports by countries of origin,6937553.34609795
MK09 South Karelia,201912,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Exports by countries of destination,28760801.8639415
MK09 South Karelia,201912,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,18117326.8126139
MK09 South Karelia,201912,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,75108445.40819858
MK09 South Karelia,201912,F Construction (41-43),Imports by countries of origin,30937737.89476113
MK09 South Karelia,201912,F Construction (41-43),Exports by countries of destination,128257629.93379319
MK09 South Karelia,201912,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,41765946.15792752
MK09 South Karelia,201912,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,173147800.41062078
MK09 South Karelia,201912,H Transportation and storage (49-53),Imports by countries of origin,22160326.651133824
MK09 South Karelia,201912,H Transportation and storage (49-53),Exports by countries of destination,91869385.68363747
MK09 South Karelia,201912,I Accommodation and food service activities (55-56),Imports by countries of origin,8097718.517151491
MK09 South Karelia,201912,I Accommodation and food service activities (55-56),Exports by countries of destination,33570462.98645874
MK09 South Karelia,201912,J Information and communication (58-63),Imports by countries of origin,11531338.669865511
MK09 South Karelia,201912,J Information and communication (58-63),Exports by countries of destination,47805116.61168655
MK09 South Karelia,201912,K Financial and insurance activities (64-66),Imports by countries of origin,5414104.131583198
MK09 South Karelia,201912,K Financial and insurance activities (64-66),Exports by countries of destination,22445085.238413807
MK09 South Karelia,201912,"681, 68209, 683 Other real estate activities",Imports by countries of origin,8285219.9589379225
MK09 South Karelia,201912,"681, 68209, 683 Other real estate activities",Exports by countries of destination,34347781.95575446
MK09 South Karelia,201912,"68201, 68202 Letting and operation of dwellings",Imports by countries of origin,58418417.95658493
MK09 South Karelia,201912,"68201, 68202 Letting and operation of dwellings",Exports by countries of destination,242183441.3711966
MK09 South Karelia,201912,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,12925880.643152092
MK09 South Karelia,201912,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,53586426.44582343
MK09 South Karelia,201912,N Administrative and support service activities (77-82),Imports by countries of origin,14402454.497220237
MK09 South Karelia,201912,N Administrative and support service activities (77-82),Exports by countries of destination,59707813.329027206
MK09 South Karelia,201912,O Public administration and defence; compulsory social security (84),Imports by countries of origin,40371404.18464094
MK09 South Karelia,201912,O Public administration and defence; compulsory social security (84),Exports by countries of destination,167366490.5764839
MK09 South Karelia,201912,P Education (85),Imports by countries of origin,27668181.503610235
MK09 South Karelia,201912,P Education (85),Exports by countries of destination,114703130.40669914
MK09 South Karelia,201912,Q Human health and social work activities (86-88),Imports by countries of origin,50672264.64278299
MK09 South Karelia,201912,Q Human health and social work activities (86-88),Exports by countries of destination,210070451.4521673
MK09 South Karelia,201912,"R, S Other service activities (90-96)",Imports by countries of origin,10711019.862049876
MK09 South Karelia,201912,"R, S Other service activities (90-96)",Exports by countries of destination,44404346.12101779
MK09 South Karelia,201912,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,679692.7264758127
MK09 South Karelia,201912,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,2817781.2636969713
MK09 South Karelia,202012,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,18681835.711531043
MK09 South Karelia,202012,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,79469340.53220206
MK09 South Karelia,202012,B Mining and quarrying (05-09),Imports by countries of origin,1531117.431546471
MK09 South Karelia,202012,B Mining and quarrying (05-09),Exports by countries of destination,6513112.22522175
MK09 South Karelia,202012,10-12 Food industry etc.,Imports by countries of origin,7270053.991515619
MK09 South Karelia,202012,10-12 Food industry etc.,Exports by countries of destination,30925568.83918241
MK09 South Karelia,202012,"13-15 Textile, clothing and leather industry",Imports by countries of origin,209289.43308908597
MK09 South Karelia,202012,"13-15 Textile, clothing and leather industry",Exports by countries of destination,890281.5271885846
MK09 South Karelia,202012,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Imports by countries of origin,3062234.863092942
MK09 South Karelia,202012,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Exports by countries of destination,13026224.4504435
MK09 South Karelia,202012,"17, 18 Paper industry; Printing",Imports by countries of origin,48400935.21018125
MK09 South Karelia,202012,"17, 18 Paper industry; Printing",Exports by countries of destination,205889317.39298108
MK09 South Karelia,202012,19-22 Chemical industry,Imports by countries of origin,15795844.581565753
MK09 South Karelia,202012,19-22 Chemical industry,Exports by countries of destination,67192826.84149633
MK09 South Karelia,202012,23 Manufacture of other non-metallic mineral products,Imports by countries of origin,3359646.1627458544
MK09 South Karelia,202012,23 Manufacture of other non-metallic mineral products,Exports by countries of destination,14291361.357500965
MK09 South Karelia,202012,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Imports by countries of origin,7765739.490937138
MK09 South Karelia,202012,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Exports by countries of destination,33034130.35094485
MK09 South Karelia,202012,"26, 27 Manufacture of electrical and electronic products",Imports by countries of origin,528731.199382954
MK09 South Karelia,202012,"26, 27 Manufacture of electrical and electronic products",Exports by countries of destination,2249132.279213266
MK09 South Karelia,202012,28 Manufacture of machinery and equipment n.e.c.,Imports by countries of origin,7633556.691091399
MK09 South Karelia,202012,28 Manufacture of machinery and equipment n.e.c.,Exports by countries of destination,32471847.28114153
MK09 South Karelia,202012,"29, 30 Manufacture of transport equipment",Imports by countries of origin,165228.49980717315
MK09 South Karelia,202012,"29, 30 Manufacture of transport equipment",Exports by countries of destination,702853.8372541458
MK09 South Karelia,202012,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Imports by countries of origin,6741322.792132665
MK09 South Karelia,202012,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Exports by countries of destination,28676436.55996915
MK09 South Karelia,202012,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,14429955.649826456
MK09 South Karelia,202012,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,61382568.45352873
MK09 South Karelia,202012,F Construction (41-43),Imports by countries of origin,29939404.165059775
MK09 South Karelia,202012,F Construction (41-43),Exports by countries of destination,127357115.31045121
MK09 South Karelia,202012,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,31734887.196297728
MK09 South Karelia,202012,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,134994793.67527962
MK09 South Karelia,202012,H Transportation and storage (49-53),Imports by countries of origin,19254627.84419591
MK09 South Karelia,202012,H Transportation and storage (49-53),Exports by countries of destination,81905900.50134979
MK09 South Karelia,202012,I Accommodation and food service activities (55-56),Imports by countries of origin,7325130.158118009
MK09 South Karelia,202012,I Accommodation and food service activities (55-56),Exports by countries of destination,31159853.45160046
MK09 South Karelia,202012,J Information and communication (58-63),Imports by countries of origin,11499903.586579252
MK09 South Karelia,202012,J Information and communication (58-63),Exports by countries of destination,48918627.072888546
MK09 South Karelia,202012,K Financial and insurance activities (64-66),Imports by countries of origin,5518631.893559583
MK09 South Karelia,202012,K Financial and insurance activities (64-66),Exports by countries of destination,23475318.16428847
MK09 South Karelia,202012,"681, 68209, 683 Other real estate activities",Imports by countries of origin,6653200.925568839
MK09 South Karelia,202012,"681, 68209, 683 Other real estate activities",Exports by countries of destination,28301581.180100266
MK09 South Karelia,202012,"68201, 68202 Letting and operation of dwellings",Imports by countries of origin,66388811.22252218
MK09 South Karelia,202012,"68201, 68202 Letting and operation of dwellings",Exports by countries of destination,282406671.80871576
MK09 South Karelia,202012,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,12524320.285383724
MK09 South Karelia,202012,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,53276320.86386424
MK09 South Karelia,202012,N Administrative and support service activities (77-82),Imports by countries of origin,12105741.419205554
MK09 South Karelia,202012,N Administrative and support service activities (77-82),Exports by countries of destination,51495757.80948708
MK09 South Karelia,202012,O Public administration and defence; compulsory social security (84),Imports by countries of origin,33111791.361357503
MK09 South Karelia,202012,O Public administration and defence; compulsory social security (84),Exports by countries of destination,140851908.98573083
MK09 South Karelia,202012,P Education (85),Imports by countries of origin,25984935.4030081
MK09 South Karelia,202012,P Education (85),Exports by countries of destination,110535480.13883533
MK09 South Karelia,202012,Q Human health and social work activities (86-88),Imports by countries of origin,49832915.54184342
MK09 South Karelia,202012,Q Human health and social work activities (86-88),Exports by countries of destination,211980717.31585035
MK09 South Karelia,202012,"R, S Other service activities (90-96)",Imports by countries of origin,9131628.422676437
MK09 South Karelia,202012,"R, S Other service activities (90-96)",Exports by countries of destination,38844388.73891246
MK09 South Karelia,202012,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,418578.86617817194
MK09 South Karelia,202012,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,1780563.054377169
MK10 South Savo,201512,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,26303537.71649019
MK10 South Savo,201512,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,41379955.675941885
MK10 South Savo,201512,B Mining and quarrying (05-09),Imports by countries of origin,673069.0306164327
MK10 South Savo,201512,B Mining and quarrying (05-09),Exports by countries of destination,1058852.499384388
MK10 South Savo,201512,10-12 Food industry etc.,Imports by countries of origin,2974965.1153246327
MK10 South Savo,201512,10-12 Food industry etc.,Exports by countries of destination,4680128.047278996
MK10 South Savo,201512,"13-15 Textile, clothing and leather industry",Imports by countries of origin,673069.0306164327
MK10 South Savo,201512,"13-15 Textile, clothing and leather industry",Exports by countries of destination,1058852.499384388
MK10 South Savo,201512,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Imports by countries of origin,10250841.33628827
MK10 South Savo,201512,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Exports by countries of destination,16126323.56562423
MK10 South Savo,201512,"17, 18 Paper industry; Printing",Imports by countries of origin,1319215.3000082083
MK10 South Savo,201512,"17, 18 Paper industry; Printing",Exports by countries of destination,2075350.8987934007
MK10 South Savo,201512,19-22 Chemical industry,Imports by countries of origin,4448986.292374619
MK10 South Savo,201512,19-22 Chemical industry,Exports by countries of destination,6999015.020930804
MK10 South Savo,201512,23 Manufacture of other non-metallic mineral products,Imports by countries of origin,1958630.8790938195
MK10 South Savo,201512,23 Manufacture of other non-metallic mineral products,Exports by countries of destination,3081260.7732085697
MK10 South Savo,201512,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Imports by countries of origin,2820159.238282853
MK10 South Savo,201512,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Exports by countries of destination,4436591.972420586
MK10 South Savo,201512,"26, 27 Manufacture of electrical and electronic products",Imports by countries of origin,2402856.4393006647
MK10 South Savo,201512,"26, 27 Manufacture of electrical and electronic products",Exports by countries of destination,3780103.4228022653
MK10 South Savo,201512,28 Manufacture of machinery and equipment n.e.c.,Imports by countries of origin,3156693.753591069
MK10 South Savo,201512,28 Manufacture of machinery and equipment n.e.c.,Exports by countries of destination,4966018.2221127795
MK10 South Savo,201512,"29, 30 Manufacture of transport equipment",Imports by countries of origin,437494.8699006813
MK10 South Savo,201512,"29, 30 Manufacture of transport equipment",Exports by countries of destination,688254.1245998522
MK10 South Savo,201512,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Imports by countries of origin,2954773.0444061393
MK10 South Savo,201512,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Exports by countries of destination,4648362.472297464
MK10 South Savo,201512,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,4704752.5240088655
MK10 South Savo,201512,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,7401378.970696873
MK10 South Savo,201512,F Construction (41-43),Imports by countries of origin,16039234.999589594
MK10 South Savo,201512,F Construction (41-43),Exports by countries of destination,25232455.06032997
MK10 South Savo,201512,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,17526717.557251908
MK10 South Savo,201512,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,27572519.083969466
MK10 South Savo,201512,H Transportation and storage (49-53),Imports by countries of origin,10055651.317409504
MK10 South Savo,201512,H Transportation and storage (49-53),Exports by countries of destination,15819256.340802757
MK10 South Savo,201512,I Accommodation and food service activities (55-56),Imports by countries of origin,4650907.00155955
MK10 South Savo,201512,I Accommodation and food service activities (55-56),Exports by countries of destination,7316670.770746121
MK10 South Savo,201512,J Information and communication (58-63),Imports by countries of origin,4092259.706147911
MK10 South Savo,201512,J Information and communication (58-63),Exports by countries of destination,6437823.19625708
MK10 South Savo,201512,K Financial and insurance activities (64-66),Imports by countries of origin,4179758.6801280477
MK10 South Savo,201512,K Financial and insurance activities (64-66),Exports by countries of destination,6575474.021177051
MK10 South Savo,201512,"681, 68209, 683 Other real estate activities",Imports by countries of origin,3129770.992366412
MK10 South Savo,201512,"681, 68209, 683 Other real estate activities",Exports by countries of destination,4923664.122137404
MK10 South Savo,201512,"68201, 68202 Letting and operation of dwellings",Imports by countries of origin,34010178.117048346
MK10 South Savo,201512,"68201, 68202 Letting and operation of dwellings",Exports by countries of destination,53503816.79389312
MK10 South Savo,201512,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,9328736.764343757
MK10 South Savo,201512,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,14675695.641467618
MK10 South Savo,201512,N Administrative and support service activities (77-82),Imports by countries of origin,4448986.292374619
MK10 South Savo,201512,N Administrative and support service activities (77-82),Exports by countries of destination,6999015.020930804
MK10 South Savo,201512,O Public administration and defence; compulsory social security (84),Imports by countries of origin,15460395.63325946
MK10 South Savo,201512,O Public administration and defence; compulsory social security (84),Exports by countries of destination,24321841.910859395
MK10 South Savo,201512,P Education (85),Imports by countries of origin,13939259.624066321
MK10 South Savo,201512,P Education (85),Exports by countries of destination,21928835.262250677
MK10 South Savo,201512,Q Human health and social work activities (86-88),Imports by countries of origin,33875564.31092506
MK10 South Savo,201512,Q Human health and social work activities (86-88),Exports by countries of destination,53292046.29401625
MK10 South Savo,201512,"R, S Other service activities (90-96)",Imports by countries of origin,9315275.383731429
MK10 South Savo,201512,"R, S Other service activities (90-96)",Exports by countries of destination,14654518.591479931
MK10 South Savo,201512,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,881720.4301075268
MK10 South Savo,201512,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,1387096.7741935484
MK10 South Savo,201612,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,29368724.631488997
MK10 South Savo,201612,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,47667699.2095706
MK10 South Savo,201612,B Mining and quarrying (05-09),Imports by countries of origin,472121.3415936765
MK10 South Savo,201612,B Mining and quarrying (05-09),Exports by countries of destination,766289.2544328134
MK10 South Savo,201612,10-12 Food industry etc.,Imports by countries of origin,3214590.899380474
MK10 South Savo,201612,10-12 Food industry etc.,Exports by countries of destination,5217528.305917539
MK10 South Savo,201612,"13-15 Textile, clothing and leather industry",Imports by countries of origin,617923.5206152531
MK10 South Savo,201612,"13-15 Textile, clothing and leather industry",Exports by countries of destination,1002937.4065370648
MK10 South Savo,201612,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Imports by countries of origin,10789361.247596668
MK10 South Savo,201612,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Exports by countries of destination,17511963.25571459
MK10 South Savo,201612,"17, 18 Paper industry; Printing",Imports by countries of origin,1173360.393078402
MK10 South Savo,201612,"17, 18 Paper industry; Printing",Exports by countries of destination,1904454.1764580214
MK10 South Savo,201612,19-22 Chemical industry,Imports by countries of origin,4964217.047639393
MK10 South Savo,201612,19-22 Chemical industry,Exports by countries of destination,8057306.131168553
MK10 South Savo,201612,23 Manufacture of other non-metallic mineral products,Imports by countries of origin,2082888.2717368084
MK10 South Savo,201612,23 Manufacture of other non-metallic mineral products,Exports by countries of destination,3380687.8872035886
MK10 South Savo,201612,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Imports by countries of origin,3978316.599017304
MK10 South Savo,201612,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Exports by countries of destination,6457113.864558854
MK10 South Savo,201612,"26, 27 Manufacture of electrical and electronic products",Imports by countries of origin,1950972.0145268105
MK10 South Savo,201612,"26, 27 Manufacture of electrical and electronic products",Exports by countries of destination,3166577.6543473615
MK10 South Savo,201612,28 Manufacture of machinery and equipment n.e.c.,Imports by countries of origin,3124332.4076052126
MK10 South Savo,201612,28 Manufacture of machinery and equipment n.e.c.,Exports by countries of destination,5071031.830805384
MK10 South Savo,201612,"29, 30 Manufacture of transport equipment",Imports by countries of origin,548493.9115573595
MK10 South Savo,201612,"29, 30 Manufacture of transport equipment",Exports by countries of destination,890247.810296945
MK10 South Savo,201612,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Imports by countries of origin,3450651.570177313
MK10 South Savo,201612,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Exports by countries of destination,5600672.933133946
MK10 South Savo,201612,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,6783272.804956206
MK10 South Savo,201612,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,11009773.552659689
MK10 South Savo,201612,F Construction (41-43),Imports by countries of origin,17704550.30976287
MK10 South Savo,201612,F Construction (41-43),Exports by countries of destination,28735847.041230503
MK10 South Savo,201612,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,18454390.08758812
MK10 South Savo,201612,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,29952894.680623796
MK10 South Savo,201612,H Transportation and storage (49-53),Imports by countries of origin,10379726.554155095
MK10 South Savo,201612,H Transportation and storage (49-53),Exports by countries of destination,16847094.637897883
MK10 South Savo,201612,I Accommodation and food service activities (55-56),Imports by countries of origin,5228049.5620593885
MK10 South Savo,201612,I Accommodation and food service activities (55-56),Exports by countries of destination,8485526.596881008
MK10 South Savo,201612,J Information and communication (58-63),Imports by countries of origin,4325464.644306771
MK10 South Savo,201612,J Information and communication (58-63),Exports by countries of destination,7020561.845759452
MK10 South Savo,201612,K Financial and insurance activities (64-66),Imports by countries of origin,3749198.889126255
MK10 South Savo,201612,K Financial and insurance activities (64-66),Exports by countries of destination,6085238.19696646
MK10 South Savo,201612,"681, 68209, 683 Other real estate activities",Imports by countries of origin,2950758.3849604786
MK10 South Savo,201612,"681, 68209, 683 Other real estate activities",Exports by countries of destination,4789307.8402050845
MK10 South Savo,201612,"68201, 68202 Letting and operation of dwellings",Imports by countries of origin,36228370.006408885
MK10 South Savo,201612,"68201, 68202 Letting and operation of dwellings",Exports by countries of destination,58801431.31809442
MK10 South Savo,201612,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,8859218.115787225
MK10 South Savo,201612,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,14379192.480239263
MK10 South Savo,201612,N Administrative and support service activities (77-82),Imports by countries of origin,4485152.745139927
MK10 South Savo,201612,N Administrative and support service activities (77-82),Exports by countries of destination,7279747.917111727
MK10 South Savo,201612,O Public administration and defence; compulsory social security (84),Imports by countries of origin,14309442.426831873
MK10 South Savo,201612,O Public administration and defence; compulsory social security (84),Exports by countries of destination,23225325.785088655
MK10 South Savo,201612,P Education (85),Imports by countries of origin,15934095.278786585
MK10 South Savo,201612,P Education (85),Exports by countries of destination,25862262.337107457
MK10 South Savo,201612,Q Human health and social work activities (86-88),Imports by countries of origin,36401944.02905362
MK10 South Savo,201612,Q Human health and social work activities (86-88),Exports by countries of destination,59083155.30869472
MK10 South Savo,201612,"R, S Other service activities (90-96)",Imports by countries of origin,7595599.230933561
MK10 South Savo,201612,"R, S Other service activities (90-96)",Exports by countries of destination,12328241.828669088
MK10 South Savo,201612,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,874813.0741294594
MK10 South Savo,201612,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,1419888.9126255072
MK10 South Savo,201712,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,32040422.80421758
MK10 South Savo,201712,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,47424452.52609822
MK10 South Savo,201712,B Mining and quarrying (05-09),Imports by countries of origin,471076.1099918893
MK10 South Savo,201712,B Mining and quarrying (05-09),Exports by countries of destination,697260.6682190419
MK10 South Savo,201712,10-12 Food industry etc.,Imports by countries of origin,2667015.515031004
MK10 South Savo,201712,10-12 Food industry etc.,Exports by countries of destination,3947568.090840114
MK10 South Savo,201712,"13-15 Textile, clothing and leather industry",Imports by countries of origin,789958.3998325529
MK10 South Savo,201712,"13-15 Textile, clothing and leather industry",Exports by countries of destination,1169252.5051673166
MK10 South Savo,201712,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Imports by countries of origin,12168258.287328955
MK10 South Savo,201712,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Exports by countries of destination,18010779.41445802
MK10 South Savo,201712,"17, 18 Paper industry; Printing",Imports by countries of origin,1101593.36490411
MK10 South Savo,201712,"17, 18 Paper industry; Printing",Exports by countries of destination,1630517.2549122209
MK10 South Savo,201712,19-22 Chemical industry,Imports by countries of origin,5609429.371288036
MK10 South Savo,201712,19-22 Chemical industry,Exports by countries of destination,8302765.4954082845
MK10 South Savo,201712,23 Manufacture of other non-metallic mineral products,Imports by countries of origin,2949661.181026138
MK10 South Savo,201712,23 Manufacture of other non-metallic mineral products,Exports by countries of destination,4365924.49177154
MK10 South Savo,201712,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Imports by countries of origin,4101985.8193139895
MK10 South Savo,201712,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Exports by countries of destination,6071531.35710735
MK10 South Savo,201712,"26, 27 Manufacture of electrical and electronic products",Imports by countries of origin,2116218.8325789487
MK10 South Savo,201712,"26, 27 Manufacture of electrical and electronic products",Exports by countries of destination,3132309.4633840034
MK10 South Savo,201712,28 Manufacture of machinery and equipment n.e.c.,Imports by countries of origin,3254048.8213285888
MK10 South Savo,201712,28 Manufacture of machinery and equipment n.e.c.,Exports by countries of destination,4816462.1543130735
MK10 South Savo,201712,"29, 30 Manufacture of transport equipment",Imports by countries of origin,572538.6567593731
MK10 South Savo,201712,"29, 30 Manufacture of transport equipment",Exports by countries of destination,847439.8890662201
MK10 South Savo,201712,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Imports by countries of origin,3797598.179011538
MK10 South Savo,201712,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Exports by countries of destination,5620993.694565815
MK10 South Savo,201712,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,7674916.9304832425
MK10 South Savo,201712,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,11359985.348368699
MK10 South Savo,201712,F Construction (41-43),Imports by countries of origin,18219774.469532456
MK10 South Savo,201712,F Construction (41-43),Exports by countries of destination,26967897.229271866
MK10 South Savo,201712,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,19582271.526124384
MK10 South Savo,201712,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,28984589.623505406
MK10 South Savo,201712,H Transportation and storage (49-53),Imports by countries of origin,10573846.838125639
MK10 South Savo,201712,H Transportation and storage (49-53),Exports by countries of destination,15650820.229716647
MK10 South Savo,201712,I Accommodation and food service activities (55-56),Imports by countries of origin,5363020.329138432
MK10 South Savo,201712,I Accommodation and food service activities (55-56),Exports by countries of destination,7938044.530493707
MK10 South Savo,201712,J Information and communication (58-63),Imports by countries of origin,4239684.989927004
MK10 South Savo,201712,J Information and communication (58-63),Exports by countries of destination,6275346.013971377
MK10 South Savo,201712,K Financial and insurance activities (64-66),Imports by countries of origin,4312158.237618064
MK10 South Savo,201712,K Financial and insurance activities (64-66),Exports by countries of destination,6382616.886005076
MK10 South Savo,201712,"681, 68209, 683 Other real estate activities",Imports by countries of origin,3558436.4616310406
MK10 South Savo,201712,"681, 68209, 683 Other real estate activities",Exports by countries of destination,5266999.816854608
MK10 South Savo,201712,"68201, 68202 Letting and operation of dwellings",Imports by countries of origin,38432563.25056906
MK10 South Savo,201712,"68201, 68202 Letting and operation of dwellings",Exports by countries of destination,56885743.43947045
MK10 South Savo,201712,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,10269459.197823185
MK10 South Savo,201712,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,15200282.567175113
MK10 South Savo,201712,N Administrative and support service activities (77-82),Imports by countries of origin,4464352.057769289
MK10 South Savo,201712,N Administrative and support service activities (77-82),Exports by countries of destination,6607885.717275843
MK10 South Savo,201712,O Public administration and defence; compulsory social security (84),Imports by countries of origin,20205541.4562675
MK10 South Savo,201712,O Public administration and defence; compulsory social security (84),Exports by countries of destination,29907119.122995213
MK10 South Savo,201712,P Education (85),Imports by countries of origin,13849637.633761544
