Area,Time,Industry,Direction,Trade value
MK07 Päijät-Häme,201812,"681, 68209, 683 Other real estate activities",Exports by countries of destination,30209828.525044817
MK07 Päijät-Häme,201812,"68201, 68202 Letting and operation of dwellings",Imports by countries of origin,165891686.67771503
MK07 Päijät-Häme,201812,"68201, 68202 Letting and operation of dwellings",Exports by countries of destination,262246321.9129435
MK07 Päijät-Häme,201812,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,36346704.095782466
MK07 Päijät-Häme,201812,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,57457909.1554774
MK07 Päijät-Häme,201812,N Administrative and support service activities (77-82),Imports by countries of origin,45756045.591368765
MK07 Päijät-Häme,201812,N Administrative and support service activities (77-82),Exports by countries of destination,72332465.24841885
MK07 Päijät-Häme,201812,O Public administration and defence; compulsory social security (84),Imports by countries of origin,49898653.90469104
MK07 Päijät-Häme,201812,O Public administration and defence; compulsory social security (84),Exports by countries of destination,78881218.92650591
MK07 Päijät-Häme,201812,P Education (85),Imports by countries of origin,48753711.90854669
MK07 Päijät-Häme,201812,P Education (85),Exports by countries of destination,77071261.87979843
MK07 Päijät-Häme,201812,Q Human health and social work activities (86-88),Imports by countries of origin,132417746.13589476
MK07 Päijät-Häme,201812,Q Human health and social work activities (86-88),Exports by countries of destination,209329759.52920488
MK07 Päijät-Häme,201812,"R, S Other service activities (90-96)",Imports by countries of origin,34389894.13873576
MK07 Päijät-Häme,201812,"R, S Other service activities (90-96)",Exports by countries of destination,54364528.02110461
MK07 Päijät-Häme,201812,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,1436381.776981094
MK07 Päijät-Häme,201812,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,2270673.3858693815
MK07 Päijät-Häme,201912,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,39746979.22108563
MK07 Päijät-Häme,201912,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,61955644.68561992
MK07 Päijät-Häme,201912,B Mining and quarrying (05-09),Imports by countries of origin,1702270.007920592
MK07 Päijät-Häme,201912,B Mining and quarrying (05-09),Exports by countries of destination,2653415.123274744
MK07 Päijät-Häme,201912,10-12 Food industry etc.,Imports by countries of origin,43582214.05820793
MK07 Päijät-Häme,201912,10-12 Food industry etc.,Exports by countries of destination,67933820.92721482
MK07 Päijät-Häme,201912,"13-15 Textile, clothing and leather industry",Imports by countries of origin,3712179.1738991225
MK07 Päijät-Häme,201912,"13-15 Textile, clothing and leather industry",Exports by countries of destination,5786363.100153358
MK07 Päijät-Häme,201912,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Imports by countries of origin,24980299.63430459
MK07 Päijät-Häme,201912,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Exports by countries of destination,38938067.71263419
MK07 Päijät-Häme,201912,"17, 18 Paper industry; Printing",Imports by countries of origin,6562968.705236017
MK07 Päijät-Häme,201912,"17, 18 Paper industry; Printing",Exports by countries of destination,10230034.21021588
MK07 Päijät-Häme,201912,19-22 Chemical industry,Imports by countries of origin,23113955.408753097
MK07 Päijät-Häme,201912,19-22 Chemical industry,Exports by countries of destination,36028901.734104045
MK07 Päijät-Häme,201912,23 Manufacture of other non-metallic mineral products,Imports by countries of origin,10172601.493115826
MK07 Päijät-Häme,201912,23 Manufacture of other non-metallic mineral products,Exports by countries of destination,15856553.02583461
MK07 Päijät-Häme,201912,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Imports by countries of origin,27831089.165641483
MK07 Päijät-Häme,201912,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Exports by countries of destination,43381738.82269671
MK07 Päijät-Häme,201912,"26, 27 Manufacture of electrical and electronic products",Imports by countries of origin,21821870.94490976
MK07 Päijät-Häme,201912,"26, 27 Manufacture of electrical and electronic products",Exports by countries of destination,34014863.7489678
MK07 Päijät-Häme,201912,28 Manufacture of machinery and equipment n.e.c.,Imports by countries of origin,48299347.81509632
MK07 Päijät-Häme,201912,28 Manufacture of machinery and equipment n.e.c.,Exports by countries of destination,75286658.01580748
MK07 Päijät-Häme,201912,"29, 30 Manufacture of transport equipment",Imports by countries of origin,9024081.969699522
MK07 Päijät-Häme,201912,"29, 30 Manufacture of transport equipment",Exports by countries of destination,14066297.039046833
MK07 Päijät-Häme,201912,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Imports by countries of origin,24877753.24828528
MK07 Päijät-Häme,201912,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Exports by countries of destination,38778223.428099565
MK07 Päijät-Häme,201912,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,44259020.205935396
MK07 Päijät-Häme,201912,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,68988793.20514335
MK07 Päijät-Häme,201912,F Construction (41-43),Imports by countries of origin,110750096.90085778
MK07 Päijät-Häme,201912,F Construction (41-43),Exports by countries of destination,172631827.29739293
MK07 Päijät-Häme,201912,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,112616441.12640929
MK07 Päijät-Häme,201912,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,175540993.2759231
MK07 Päijät-Häme,201912,H Transportation and storage (49-53),Imports by countries of origin,44423094.42356629
MK07 Päijät-Häme,201912,H Transportation and storage (49-53),Exports by countries of destination,69244544.06039873
MK07 Päijät-Häme,201912,I Accommodation and food service activities (55-56),Imports by countries of origin,24241965.654965542
MK07 Päijät-Häme,201912,I Accommodation and food service activities (55-56),Exports by countries of destination,37787188.863984905
MK07 Päijät-Häme,201912,J Information and communication (58-63),Imports by countries of origin,38126746.321980484
MK07 Päijät-Häme,201912,J Information and communication (58-63),Exports by countries of destination,59430104.989972875
MK07 Päijät-Häme,201912,K Financial and insurance activities (64-66),Imports by countries of origin,16161310.436643692
MK07 Päijät-Häme,201912,K Financial and insurance activities (64-66),Exports by countries of destination,25191459.242656603
MK07 Päijät-Häme,201912,"681, 68209, 683 Other real estate activities",Imports by countries of origin,20263165.877416205
MK07 Päijät-Häme,201912,"681, 68209, 683 Other real estate activities",Exports by countries of destination,31585230.624041528
MK07 Päijät-Häme,201912,"68201, 68202 Letting and operation of dwellings",Imports by countries of origin,166699405.11299485
MK07 Päijät-Häme,201912,"68201, 68202 Letting and operation of dwellings",Exports by countries of destination,259842868.93948334
MK07 Päijät-Häme,201912,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,37778088.609514825
MK07 Päijät-Häme,201912,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,58886634.42255515
MK07 Päijät-Häme,201912,N Administrative and support service activities (77-82),Imports by countries of origin,45387030.452147834
MK07 Päijät-Häme,201912,N Administrative and support service activities (77-82),Exports by countries of destination,70747080.3350242
MK07 Päijät-Häme,201912,O Public administration and defence; compulsory social security (84),Imports by countries of origin,49242774.56647399
MK07 Päijät-Häme,201912,O Public administration and defence; compulsory social security (84),Exports by countries of destination,76757225.43352601
MK07 Päijät-Häme,201912,P Education (85),Imports by countries of origin,50022127.10022077
MK07 Päijät-Häme,201912,P Education (85),Exports by countries of destination,77972041.99598914
MK07 Päijät-Häme,201912,Q Human health and social work activities (86-88),Imports by countries of origin,136058544.97042418
MK07 Päijät-Häme,201912,Q Human health and social work activities (86-88),Exports by countries of destination,212081396.72053793
MK07 Päijät-Häme,201912,"R, S Other service activities (90-96)",Imports by countries of origin,34229983.653246604
MK07 Päijät-Häme,201912,"R, S Other service activities (90-96)",Exports by countries of destination,53356022.177657194
MK07 Päijät-Häme,201912,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,1333103.0182510659
MK07 Päijät-Häme,201912,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,2077975.6989501002
MK07 Päijät-Häme,202012,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,38800084.674005084
MK07 Päijät-Häme,202012,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,55845012.70110077
MK07 Päijät-Häme,202012,B Mining and quarrying (05-09),Imports by countries of origin,1493056.731583404
MK07 Päijät-Häme,202012,B Mining and quarrying (05-09),Exports by countries of destination,2148958.5097375107
MK07 Päijät-Häme,202012,10-12 Food industry etc.,Imports by countries of origin,40041066.89246401
MK07 Päijät-Häme,202012,10-12 Food industry etc.,Exports by countries of destination,57631160.0338696
MK07 Päijät-Häme,202012,"13-15 Textile, clothing and leather industry",Imports by countries of origin,4886367.48518205
MK07 Päijät-Häme,202012,"13-15 Textile, clothing and leather industry",Exports by countries of destination,7032955.122777307
MK07 Päijät-Häme,202012,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Imports by countries of origin,19681202.370872144
MK07 Päijät-Häme,202012,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Exports by countries of destination,28327180.355630822
MK07 Päijät-Häme,202012,"17, 18 Paper industry; Printing",Imports by countries of origin,15279593.564775612
MK07 Päijät-Häme,202012,"17, 18 Paper industry; Printing",Exports by countries of destination,21991939.03471634
MK07 Päijät-Häme,202012,19-22 Chemical industry,Imports by countries of origin,24024640.135478407
MK07 Päijät-Häme,202012,19-22 Chemical industry,Exports by countries of destination,34578696.020321764
MK07 Päijät-Häme,202012,23 Manufacture of other non-metallic mineral products,Imports by countries of origin,8260287.891617274
MK07 Päijät-Häme,202012,23 Manufacture of other non-metallic mineral products,Exports by countries of destination,11889043.183742592
MK07 Päijät-Häme,202012,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Imports by countries of origin,26273920.406435225
MK07 Päijät-Häme,202012,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Exports by countries of destination,37816088.060965285
MK07 Päijät-Häme,202012,"26, 27 Manufacture of electrical and electronic products",Imports by countries of origin,18052413.209144793
MK07 Päijät-Häme,202012,"26, 27 Manufacture of electrical and electronic products",Exports by countries of destination,25982861.98137172
MK07 Päijät-Häme,202012,28 Manufacture of machinery and equipment n.e.c.,Imports by countries of origin,41301439.458086364
MK07 Päijät-Häme,202012,28 Manufacture of machinery and equipment n.e.c.,Exports by countries of destination,59445215.91871295
MK07 Päijät-Häme,202012,"29, 30 Manufacture of transport equipment",Imports by countries of origin,6243691.786621508
MK07 Päijät-Häme,202012,"29, 30 Manufacture of transport equipment",Exports by countries of destination,8986553.767993227
MK07 Päijät-Häme,202012,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Imports by countries of origin,24315495.34292972
MK07 Päijät-Häme,202012,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Exports by countries of destination,34997324.30143946
MK07 Päijät-Häme,202012,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,43744623.200677395
MK07 Päijät-Häme,202012,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,62961693.48010161
MK07 Päijät-Häme,202012,F Construction (41-43),Imports by countries of origin,102749449.61896697
MK07 Päijät-Häme,202012,F Construction (41-43),Exports by countries of destination,147887417.44284505
MK07 Päijät-Häme,202012,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,104048602.87891617
MK07 Päijät-Häme,202012,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,149757290.43183744
MK07 Päijät-Häme,202012,H Transportation and storage (49-53),Imports by countries of origin,39226672.31160034
MK07 Päijät-Häme,202012,H Transportation and storage (49-53),Exports by countries of destination,56459000.84674005
MK07 Päijät-Häme,202012,I Accommodation and food service activities (55-56),Imports by countries of origin,20999745.977984756
MK07 Päijät-Häme,202012,I Accommodation and food service activities (55-56),Exports by countries of destination,30224961.89669771
MK07 Päijät-Häme,202012,J Information and communication (58-63),Imports by countries of origin,34514817.95088908
MK07 Päijät-Häme,202012,J Information and communication (58-63),Exports by countries of destination,49677222.69263336
MK07 Päijät-Häme,202012,K Financial and insurance activities (64-66),Imports by countries of origin,15997036.409822185
MK07 Päijät-Häme,202012,K Financial and insurance activities (64-66),Exports by countries of destination,23024555.461473327
MK07 Päijät-Häme,202012,"681, 68209, 683 Other real estate activities",Imports by countries of origin,18304487.722269263
MK07 Päijät-Häme,202012,"681, 68209, 683 Other real estate activities",Exports by countries of destination,26345673.15834039
MK07 Päijät-Häme,202012,"68201, 68202 Letting and operation of dwellings",Imports by countries of origin,165322099.915326
MK07 Päijät-Häme,202012,"68201, 68202 Letting and operation of dwellings",Exports by countries of destination,237948314.9872989
MK07 Päijät-Häme,202012,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,38024470.78746825
MK07 Päijät-Häme,202012,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,54728670.61812024
MK07 Päijät-Häme,202012,N Administrative and support service activities (77-82),Imports by countries of origin,38586790.85520745
MK07 Päijät-Häme,202012,N Administrative and support service activities (77-82),Exports by countries of destination,55538018.62828112
MK07 Päijät-Häme,202012,O Public administration and defence; compulsory social security (84),Imports by countries of origin,47040982.21845893
MK07 Päijät-Häme,202012,O Public administration and defence; compulsory social security (84),Exports by countries of destination,67706147.33276884
MK07 Päijät-Häme,202012,P Education (85),Imports by countries of origin,50201608.806096524
MK07 Päijät-Häme,202012,P Education (85),Exports by countries of destination,72255241.32091448
MK07 Päijät-Häme,202012,Q Human health and social work activities (86-88),Imports by countries of origin,126192379.33954275
MK07 Päijät-Häme,202012,Q Human health and social work activities (86-88),Exports by countries of destination,181628856.9009314
MK07 Päijät-Häme,202012,"R, S Other service activities (90-96)",Imports by countries of origin,29822353.93734124
MK07 Päijät-Häme,202012,"R, S Other service activities (90-96)",Exports by countries of destination,42923353.09060119
MK07 Päijät-Häme,202012,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,1609398.814563929
MK07 Päijät-Häme,202012,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,2316409.8221845897
MK08 Kymenlaakso,201512,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,23290024.536114093
MK08 Kymenlaakso,201512,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,123608303.94111332
MK08 Kymenlaakso,201512,B Mining and quarrying (05-09),Imports by countries of origin,2254983.8981751264
MK08 Kymenlaakso,201512,B Mining and quarrying (05-09),Exports by countries of destination,11967988.038644379
MK08 Kymenlaakso,201512,10-12 Food industry etc.,Imports by countries of origin,12032318.662781782
MK08 Kymenlaakso,201512,10-12 Food industry etc.,Exports by countries of destination,63859722.435209334
MK08 Kymenlaakso,201512,"13-15 Textile, clothing and leather industry",Imports by countries of origin,1101671.5227725809
MK08 Kymenlaakso,201512,"13-15 Textile, clothing and leather industry",Exports by countries of destination,5846955.9883453455
MK08 Kymenlaakso,201512,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Imports by countries of origin,5112444.410366508
MK08 Kymenlaakso,201512,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Exports by countries of destination,27133530.13341512
MK08 Kymenlaakso,201512,"17, 18 Paper industry; Printing",Imports by countries of origin,67649516.94525379
MK08 Kymenlaakso,201512,"17, 18 Paper industry; Printing",Exports by countries of destination,359039641.1593314
MK08 Kymenlaakso,201512,19-22 Chemical industry,Imports by countries of origin,23135101.9782242
MK08 Kymenlaakso,201512,19-22 Chemical industry,Exports by countries of destination,122786075.75525226
MK08 Kymenlaakso,201512,23 Manufacture of other non-metallic mineral products,Imports by countries of origin,5594425.701579512
MK08 Kymenlaakso,201512,23 Manufacture of other non-metallic mineral products,Exports by countries of destination,29691573.37831621
MK08 Kymenlaakso,201512,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Imports by countries of origin,11257705.873332312
MK08 Kymenlaakso,201512,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Exports by countries of destination,59748581.505904004
MK08 Kymenlaakso,201512,"26, 27 Manufacture of electrical and electronic products",Imports by countries of origin,2564829.0139549146
MK08 Kymenlaakso,201512,"26, 27 Manufacture of electrical and electronic products",Exports by countries of destination,13612444.410366507
MK08 Kymenlaakso,201512,28 Manufacture of machinery and equipment n.e.c.,Imports by countries of origin,16439004.753872104
MK08 Kymenlaakso,201512,28 Manufacture of machinery and equipment n.e.c.,Exports by countries of destination,87247546.3885907
MK08 Kymenlaakso,201512,"29, 30 Manufacture of transport equipment",Imports by countries of origin,533622.1438429689
MK08 Kymenlaakso,201512,"29, 30 Manufacture of transport equipment",Exports by countries of destination,2832119.3068547766
MK08 Kymenlaakso,201512,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Imports by countries of origin,14597147.676736696
MK08 Kymenlaakso,201512,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Exports by countries of destination,77472166.84557582
MK08 Kymenlaakso,201512,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,39883951.847876094
MK08 Kymenlaakso,201512,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,211678078.5155651
MK08 Kymenlaakso,201512,F Construction (41-43),Imports by countries of origin,60419797.57705873
MK08 Kymenlaakso,201512,F Construction (41-43),Exports by countries of destination,320668992.48581505
MK08 Kymenlaakso,201512,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,62709208.7103205
MK08 Kymenlaakso,201512,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,332819697.89909524
MK08 Kymenlaakso,201512,H Transportation and storage (49-53),Imports by countries of origin,73674283.08541635
MK08 Kymenlaakso,201512,H Transportation and storage (49-53),Exports by countries of destination,391015181.720595
MK08 Kymenlaakso,201512,I Accommodation and food service activities (55-56),Imports by countries of origin,12634795.276798038
MK08 Kymenlaakso,201512,I Accommodation and food service activities (55-56),Exports by countries of destination,67057276.49133568
MK08 Kymenlaakso,201512,J Information and communication (58-63),Imports by countries of origin,42689771.50743751
MK08 Kymenlaakso,201512,J Information and communication (58-63),Exports by countries of destination,226569544.54838216
MK08 Kymenlaakso,201512,K Financial and insurance activities (64-66),Imports by countries of origin,11756900.782088637
MK08 Kymenlaakso,201512,K Financial and insurance activities (64-66),Exports by countries of destination,62397983.43812299
MK08 Kymenlaakso,201512,"681, 68209, 683 Other real estate activities",Imports by countries of origin,7728914.2769513875
MK08 Kymenlaakso,201512,"681, 68209, 683 Other real estate activities",Exports by countries of destination,41020050.60573532
MK08 Kymenlaakso,201512,"68201, 68202 Letting and operation of dwellings",Imports by countries of origin,104727649.13356847
MK08 Kymenlaakso,201512,"68201, 68202 Letting and operation of dwellings",Exports by countries of destination,555826253.6420794
MK08 Kymenlaakso,201512,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,27713924.244747736
MK08 Kymenlaakso,201512,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,147087486.5818126
MK08 Kymenlaakso,201512,N Administrative and support service activities (77-82),Imports by countries of origin,24202346.265910134
MK08 Kymenlaakso,201512,N Administrative and support service activities (77-82),Exports by countries of destination,128450314.3689618
MK08 Kymenlaakso,201512,O Public administration and defence; compulsory social security (84),Imports by countries of origin,85947592.39380462
MK08 Kymenlaakso,201512,O Public administration and defence; compulsory social security (84),Exports by countries of destination,456153925.77825487
MK08 Kymenlaakso,201512,P Education (85),Imports by countries of origin,39333116.0864898
MK08 Kymenlaakso,201512,P Education (85),Exports by countries of destination,208754600.5213924
MK08 Kymenlaakso,201512,Q Human health and social work activities (86-88),Imports by countries of origin,95225732.24965496
MK08 Kymenlaakso,201512,Q Human health and social work activities (86-88),Exports by countries of destination,505396258.24260086
MK08 Kymenlaakso,201512,"R, S Other service activities (90-96)",Imports by countries of origin,23203956.448397487
MK08 Kymenlaakso,201512,"R, S Other service activities (90-96)",Exports by countries of destination,123151510.50452386
MK08 Kymenlaakso,201512,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,568049.378929612
MK08 Kymenlaakso,201512,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,3014836.681490569
MK08 Kymenlaakso,201612,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,24645361.662603043
MK08 Kymenlaakso,201612,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,132493691.7063354
MK08 Kymenlaakso,201612,B Mining and quarrying (05-09),Imports by countries of origin,2399106.0025542784
MK08 Kymenlaakso,201612,B Mining and quarrying (05-09),Exports by countries of destination,12897616.006811408
MK08 Kymenlaakso,201612,10-12 Food industry etc.,Imports by countries of origin,9529316.150005804
MK08 Kymenlaakso,201612,10-12 Food industry etc.,Exports by countries of destination,51229691.55153063
MK08 Kymenlaakso,201612,"13-15 Textile, clothing and leather industry",Imports by countries of origin,1476372.9246487867
MK08 Kymenlaakso,201612,"13-15 Textile, clothing and leather industry",Exports by countries of destination,7936994.465730098
MK08 Kymenlaakso,201612,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Imports by countries of origin,4311680.01857657
MK08 Kymenlaakso,201612,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Exports by countries of destination,23179631.564689036
MK08 Kymenlaakso,201612,"17, 18 Paper industry; Printing",Imports by countries of origin,58669046.78973644
MK08 Kymenlaakso,201612,"17, 18 Paper industry; Printing",Exports by countries of destination,315405336.89384264
MK08 Kymenlaakso,201612,19-22 Chemical industry,Imports by countries of origin,22363694.415418554
MK08 Kymenlaakso,201612,19-22 Chemical industry,Exports by countries of destination,120227427.53202523
MK08 Kymenlaakso,201612,23 Manufacture of other non-metallic mineral products,Imports by countries of origin,5351851.851851852
MK08 Kymenlaakso,201612,23 Manufacture of other non-metallic mineral products,Exports by countries of destination,28771604.938271604
MK08 Kymenlaakso,201612,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Imports by countries of origin,11190235.690235691
MK08 Kymenlaakso,201612,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Exports by countries of destination,60158810.325477
MK08 Kymenlaakso,201612,"26, 27 Manufacture of electrical and electronic products",Imports by countries of origin,2482990.827818414
MK08 Kymenlaakso,201612,"26, 27 Manufacture of electrical and electronic products",Exports by countries of destination,13348581.601455165
MK08 Kymenlaakso,201612,28 Manufacture of machinery and equipment n.e.c.,Imports by countries of origin,19293509.81075119
MK08 Kymenlaakso,201612,28 Manufacture of machinery and equipment n.e.c.,Exports by countries of destination,103722086.76806377
MK08 Kymenlaakso,201612,"29, 30 Manufacture of transport equipment",Imports by countries of origin,436201.0913735051
MK08 Kymenlaakso,201612,"29, 30 Manufacture of transport equipment",Exports by countries of destination,2345021.0921475287
MK08 Kymenlaakso,201612,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Imports by countries of origin,14243643.329850227
MK08 Kymenlaakso,201612,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Exports by countries of destination,76573957.9705097
MK08 Kymenlaakso,201612,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,32027226.285846975
MK08 Kymenlaakso,201612,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,172178664.03498587
MK08 Kymenlaakso,201612,F Construction (41-43),Imports by countries of origin,53015209.56693371
MK08 Kymenlaakso,201612,F Construction (41-43),Exports by countries of destination,285010255.8148535
MK08 Kymenlaakso,201612,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,58836816.44026472
MK08 Kymenlaakso,201612,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,316307268.0831301
MK08 Kymenlaakso,201612,H Transportation and storage (49-53),Imports by countries of origin,72275165.44757925
MK08 Kymenlaakso,201612,H Transportation and storage (49-53),Exports by countries of destination,388551956.3450598
MK08 Kymenlaakso,201612,I Accommodation and food service activities (55-56),Imports by countries of origin,12280738.418669453
MK08 Kymenlaakso,201612,I Accommodation and food service activities (55-56),Exports by countries of destination,66021363.05584581
MK08 Kymenlaakso,201612,J Information and communication (58-63),Imports by countries of origin,49391385.11552304
MK08 Kymenlaakso,201612,J Information and communication (58-63),Exports by countries of destination,265528542.12624323
MK08 Kymenlaakso,201612,K Financial and insurance activities (64-66),Imports by countries of origin,9797747.590851039
MK08 Kymenlaakso,201612,K Financial and insurance activities (64-66),Exports by countries of destination,52672781.454390645
MK08 Kymenlaakso,201612,"681, 68209, 683 Other real estate activities",Imports by countries of origin,7750957.85440613
MK08 Kymenlaakso,201612,"681, 68209, 683 Other real estate activities",Exports by countries of destination,41669220.945083015
MK08 Kymenlaakso,201612,"68201, 68202 Letting and operation of dwellings",Imports by countries of origin,106164634.85429001
MK08 Kymenlaakso,201612,"68201, 68202 Letting and operation of dwellings",Exports by countries of destination,570742056.581137
MK08 Kymenlaakso,201612,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,26876698.014629047
MK08 Kymenlaakso,201612,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,144489376.52385926
MK08 Kymenlaakso,201612,N Administrative and support service activities (77-82),Imports by countries of origin,24343376.29165215
MK08 Kymenlaakso,201612,N Administrative and support service activities (77-82),Exports by countries of destination,130870215.56561784
MK08 Kymenlaakso,201612,O Public administration and defence; compulsory social security (84),Imports by countries of origin,81485719.26158133
MK08 Kymenlaakso,201612,O Public administration and defence; compulsory social security (84),Exports by countries of destination,438067978.6369442
MK08 Kymenlaakso,201612,P Education (85),Imports by countries of origin,37429409.03285731
MK08 Kymenlaakso,201612,P Education (85),Exports by countries of destination,201220848.33004373
MK08 Kymenlaakso,201612,Q Human health and social work activities (86-88),Imports by countries of origin,94823406.4785789
MK08 Kymenlaakso,201612,Q Human health and social work activities (86-88),Exports by countries of destination,509771508.1853013
MK08 Kymenlaakso,201612,"R, S Other service activities (90-96)",Imports by countries of origin,23403866.24869383
MK08 Kymenlaakso,201612,"R, S Other service activities (90-96)",Exports by countries of destination,125819400.90560779
MK08 Kymenlaakso,201612,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,637524.6720074306
MK08 Kymenlaakso,201612,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,3427338.519292542
MK08 Kymenlaakso,201712,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,53853444.84269215
MK08 Kymenlaakso,201712,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,91109699.14195721
MK08 Kymenlaakso,201712,B Mining and quarrying (05-09),Imports by countries of origin,3587813.620071685
MK08 Kymenlaakso,201712,B Mining and quarrying (05-09),Exports by countries of destination,6069892.47311828
MK08 Kymenlaakso,201712,10-12 Food industry etc.,Imports by countries of origin,23085225.009956192
MK08 Kymenlaakso,201712,10-12 Food industry etc.,Exports by countries of destination,39055772.78157923
MK08 Kymenlaakso,201712,"13-15 Textile, clothing and leather industry",Imports by countries of origin,2899243.3293508566
MK08 Kymenlaakso,201712,"13-15 Textile, clothing and leather industry",Exports by countries of destination,4904963.614641034
MK08 Kymenlaakso,201712,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Imports by countries of origin,13300278.773397055
