Time,Area,Industry,Direction,Trade value
201612,MK01 Uusimaa,P Education (85),Imports by countries of origin,2010026501.145372
201612,MK01 Uusimaa,P Education (85),Exports by countries of destination,925028891.2387604
201612,MK01 Uusimaa,Q Human health and social work activities (86-88),Imports by countries of origin,4566658130.9995
201612,MK01 Uusimaa,Q Human health and social work activities (86-88),Exports by countries of destination,2101609458.9687312
201612,MK01 Uusimaa,"R, S Other service activities (90-96)",Imports by countries of origin,1959487748.0592625
201612,MK01 Uusimaa,"R, S Other service activities (90-96)",Exports by countries of destination,901770587.5769957
201612,MK01 Uusimaa,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,106858982.20619439
201612,MK01 Uusimaa,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,49177284.8630464
201612,MK02 Southwest Finland,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,126421941.7813533
201612,MK02 Southwest Finland,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,166728574.71988565
201612,MK02 Southwest Finland,B Mining and quarrying (05-09),Imports by countries of origin,5190929.138004805
201612,MK02 Southwest Finland,B Mining and quarrying (05-09),Exports by countries of destination,6845933.581279004
201612,MK02 Southwest Finland,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,17298343.528570957
201612,MK02 Southwest Finland,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,22813509.434317123
201612,MK02 Southwest Finland,F Construction (41-43),Imports by countries of origin,264124171.88183242
201612,MK02 Southwest Finland,F Construction (41-43),Exports by countries of destination,348333889.72216606
201612,MK02 Southwest Finland,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,338251780.8360878
201612,MK02 Southwest Finland,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,446095325.86361736
201612,MK02 Southwest Finland,H Transportation and storage (49-53),Imports by countries of origin,178816100.16879737
201612,MK02 Southwest Finland,H Transportation and storage (49-53),Exports by countries of destination,235827365.86719075
201612,MK02 Southwest Finland,I Accommodation and food service activities (55-56),Imports by countries of origin,109665508.4375191
201612,MK02 Southwest Finland,I Accommodation and food service activities (55-56),Exports by countries of destination,144629750.6594383
201612,MK02 Southwest Finland,J Information and communication (58-63),Imports by countries of origin,74712301.52199772
201612,MK02 Southwest Finland,J Information and communication (58-63),Exports by countries of destination,98532544.04483709
201612,MK02 Southwest Finland,K Financial and insurance activities (64-66),Imports by countries of origin,45976800.93661399
201612,MK02 Southwest Finland,K Financial and insurance activities (64-66),Exports by countries of destination,60635411.71989976
201612,MK02 Southwest Finland,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,166651642.60089052
201612,MK02 Southwest Finland,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,219784559.97479793
201612,MK02 Southwest Finland,N Administrative and support service activities (77-82),Imports by countries of origin,197469219.15921023
201612,MK02 Southwest Finland,N Administrative and support service activities (77-82),Exports by countries of destination,260427588.73618233
201612,MK02 Southwest Finland,O Public administration and defence; compulsory social security (84),Imports by countries of origin,155499701.4307813
201612,MK02 Southwest Finland,O Public administration and defence; compulsory social security (84),Exports by countries of destination,205077087.2809513
201612,MK02 Southwest Finland,P Education (85),Imports by countries of origin,196984352.15181422
201612,MK02 Southwest Finland,P Education (85),Exports by countries of destination,259788133.4016673
201612,MK02 Southwest Finland,Q Human health and social work activities (86-88),Imports by countries of origin,518936045.0627936
201612,MK02 Southwest Finland,Q Human health and social work activities (86-88),Exports by countries of destination,684386475.519675
201612,MK02 Southwest Finland,"R, S Other service activities (90-96)",Imports by countries of origin,129331143.82572962
201612,MK02 Southwest Finland,"R, S Other service activities (90-96)",Exports by countries of destination,170565306.7269761
201612,MK02 Southwest Finland,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,16471217.457130633
201612,MK02 Southwest Finland,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,21722673.863673765
201612,MK04 Satakunta,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,55605520.46550952
201612,MK04 Satakunta,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,138144268.16531557
201612,MK04 Satakunta,B Mining and quarrying (05-09),Imports by countries of origin,4279255.980504302
201612,MK04 Satakunta,B Mining and quarrying (05-09),Exports by countries of destination,10631222.957179092
201612,MK04 Satakunta,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,24497190.03332173
201612,MK04 Satakunta,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,60859899.53747451
201612,MK04 Satakunta,F Construction (41-43),Imports by countries of origin,110504033.42119661
201612,MK04 Satakunta,F Construction (41-43),Exports by countries of destination,274532073.40727115
201612,MK04 Satakunta,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,122932481.22544387
201612,MK04 Satakunta,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,305408842.69159997
201612,MK04 Satakunta,H Transportation and storage (49-53),Imports by countries of origin,76418829.2634406
201612,MK04 Satakunta,H Transportation and storage (49-53),Exports by countries of destination,189852071.41791415
201612,MK04 Satakunta,I Accommodation and food service activities (55-56),Imports by countries of origin,34320873.32769682
201612,MK04 Satakunta,I Accommodation and food service activities (55-56),Exports by countries of destination,85265489.63047695
201612,MK04 Satakunta,J Information and communication (58-63),Imports by countries of origin,17439518.57562043
201612,MK04 Satakunta,J Information and communication (58-63),Exports by countries of destination,43326085.442880586
201612,MK04 Satakunta,K Financial and insurance activities (64-66),Imports by countries of origin,11820669.418610435
201612,MK04 Satakunta,K Financial and insurance activities (64-66),Exports by countries of destination,29366827.473019347
201612,MK04 Satakunta,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,42333625.10568459
201612,MK04 Satakunta,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,105172069.42855723
201612,MK04 Satakunta,N Administrative and support service activities (77-82),Imports by countries of origin,65019883.62261899
201612,MK04 Satakunta,N Administrative and support service activities (77-82),Exports by countries of destination,161532958.67110956
201612,MK04 Satakunta,O Public administration and defence; compulsory social security (84),Imports by countries of origin,105244889.83935942
201612,MK04 Satakunta,O Public administration and defence; compulsory social security (84),Exports by countries of destination,261466454.468593
201612,MK04 Satakunta,P Education (85),Imports by countries of origin,65937753.021335855
201612,MK04 Satakunta,P Education (85),Exports by countries of destination,163813278.95757696
201612,MK04 Satakunta,Q Human health and social work activities (86-88),Imports by countries of origin,202030496.84189588
201612,MK04 Satakunta,Q Human health and social work activities (86-88),Exports by countries of destination,501916984.13487846
201612,MK04 Satakunta,"R, S Other service activities (90-96)",Imports by countries of origin,49875038.54379072
201612,MK04 Satakunta,"R, S Other service activities (90-96)",Exports by countries of destination,123907673.94439746
201612,MK04 Satakunta,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,8236017.307405382
201612,MK04 Satakunta,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,20461252.300193965
201612,MK05 Kanta-Häme,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,31294475.309057157
201612,MK05 Kanta-Häme,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,58843944.632023565
201612,MK05 Kanta-Häme,B Mining and quarrying (05-09),Imports by countries of origin,1007290.9240102771
201612,MK05 Kanta-Häme,B Mining and quarrying (05-09),Exports by countries of destination,1894039.4678432585
201612,MK05 Kanta-Häme,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,10845491.59929512
201612,MK05 Kanta-Häme,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,20393104.561535668
201612,MK05 Kanta-Häme,F Construction (41-43),Imports by countries of origin,56388732.69750736
201612,MK05 Kanta-Häme,F Construction (41-43),Exports by countries of destination,106029432.73382746
201612,MK05 Kanta-Häme,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,93717174.0270921
201612,MK05 Kanta-Häme,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,176219225.44021308
201612,MK05 Kanta-Häme,H Transportation and storage (49-53),Imports by countries of origin,33367734.298282195
201612,MK05 Kanta-Häme,H Transportation and storage (49-53),Exports by countries of destination,62742355.963895135
201612,MK05 Kanta-Häme,I Accommodation and food service activities (55-56),Imports by countries of origin,21456274.633772314
201612,MK05 Kanta-Häme,I Accommodation and food service activities (55-56),Exports by countries of destination,40344879.53833116
201612,MK05 Kanta-Häme,J Information and communication (58-63),Imports by countries of origin,12781837.259043034
201612,MK05 Kanta-Häme,J Information and communication (58-63),Exports by countries of destination,24034073.635642126
201612,MK05 Kanta-Häme,K Financial and insurance activities (64-66),Imports by countries of origin,7588910.262446362
201612,MK05 Kanta-Häme,K Financial and insurance activities (64-66),Exports by countries of destination,14269656.573265716
201612,MK05 Kanta-Häme,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,30619688.185205612
201612,MK05 Kanta-Häme,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,57575122.075895555
201612,MK05 Kanta-Häme,N Administrative and support service activities (77-82),Imports by countries of origin,36438504.68798343
201612,MK05 Kanta-Häme,N Administrative and support service activities (77-82),Exports by countries of destination,68516418.03091244
201612,MK05 Kanta-Häme,O Public administration and defence; compulsory social security (84),Imports by countries of origin,72847670.80536461
201612,MK05 Kanta-Häme,O Public administration and defence; compulsory social security (84),Exports by countries of destination,136977669.86373237
201612,MK05 Kanta-Häme,P Education (85),Imports by countries of origin,40888187.89598999
201612,MK05 Kanta-Häme,P Education (85),Exports by countries of destination,76883291.40827829
201612,MK05 Kanta-Häme,Q Human health and social work activities (86-88),Imports by countries of origin,111809292.56514077
201612,MK05 Kanta-Häme,Q Human health and social work activities (86-88),Exports by countries of destination,210238380.9306017
201612,MK05 Kanta-Häme,"R, S Other service activities (90-96)",Imports by countries of origin,34932458.06373505
201612,MK05 Kanta-Häme,"R, S Other service activities (90-96)",Exports by countries of destination,65684553.195496306
201612,MK05 Kanta-Häme,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,3618423.707609734
201612,MK05 Kanta-Häme,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,6803831.098077726
201612,MK06 Pirkanmaa,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,95103341.51713182
201612,MK06 Pirkanmaa,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,118606879.80647725
201612,MK06 Pirkanmaa,B Mining and quarrying (05-09),Imports by countries of origin,4372567.426075025
201612,MK06 Pirkanmaa,B Mining and quarrying (05-09),Exports by countries of destination,5453189.876159873
201612,MK06 Pirkanmaa,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,24168917.21125032
201612,MK06 Pirkanmaa,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,30141946.78123985
201612,MK06 Pirkanmaa,F Construction (41-43),Imports by countries of origin,254447485.28721523
201612,MK06 Pirkanmaa,F Construction (41-43),Exports by countries of destination,317330830.05379647
201612,MK06 Pirkanmaa,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,368823067.48023254
201612,MK06 Pirkanmaa,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,459972830.9925263
201612,MK06 Pirkanmaa,H Transportation and storage (49-53),Imports by countries of origin,160392361.98866305
201612,MK06 Pirkanmaa,H Transportation and storage (49-53),Exports by countries of destination,200031221.79297397
201612,MK06 Pirkanmaa,I Accommodation and food service activities (55-56),Imports by countries of origin,109299211.10589597
201612,MK06 Pirkanmaa,I Accommodation and food service activities (55-56),Exports by countries of destination,136311071.59620178
201612,MK06 Pirkanmaa,J Information and communication (58-63),Imports by countries of origin,151871845.32620862
201612,MK06 Pirkanmaa,J Information and communication (58-63),Exports by countries of destination,189404971.65758026
201612,MK06 Pirkanmaa,K Financial and insurance activities (64-66),Imports by countries of origin,39862241.39798534
201612,MK06 Pirkanmaa,K Financial and insurance activities (64-66),Exports by countries of destination,49713669.35047117
201612,MK06 Pirkanmaa,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,202905098.0250569
201612,MK06 Pirkanmaa,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,253050420.62317222
201612,MK06 Pirkanmaa,N Administrative and support service activities (77-82),Imports by countries of origin,213881440.22818357
201612,MK06 Pirkanmaa,N Administrative and support service activities (77-82),Exports by countries of destination,266739421.2369571
201612,MK06 Pirkanmaa,O Public administration and defence; compulsory social security (84),Imports by countries of origin,159958100.15525147
201612,MK06 Pirkanmaa,O Public administration and defence; compulsory social security (84),Exports by countries of destination,199489637.866917
201612,MK06 Pirkanmaa,P Education (85),Imports by countries of origin,218014414.91858324
201612,MK06 Pirkanmaa,P Education (85),Exports by countries of destination,271893806.18839586
201612,MK06 Pirkanmaa,Q Human health and social work activities (86-88),Imports by countries of origin,563387343.3945915
201612,MK06 Pirkanmaa,Q Human health and social work activities (86-88),Exports by countries of destination,702621105.1738455
201612,MK06 Pirkanmaa,"R, S Other service activities (90-96)",Imports by countries of origin,152815241.72293028
201612,MK06 Pirkanmaa,"R, S Other service activities (90-96)",Exports by countries of destination,190581516.04866955
201612,MK06 Pirkanmaa,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,13791556.847311985
201612,MK06 Pirkanmaa,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,17199958.479257684
201612,MK07 Päijät-Häme,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,42110181.508791834
201612,MK07 Päijät-Häme,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,65478587.63471356
201612,MK07 Päijät-Häme,B Mining and quarrying (05-09),Imports by countries of origin,520348.83720930235
201612,MK07 Päijät-Häme,B Mining and quarrying (05-09),Exports by countries of destination,809108.5271317831
201612,MK07 Päijät-Häme,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,13110252.410663642
201612,MK07 Päijät-Häme,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,20385588.01285687
201612,MK07 Päijät-Häme,F Construction (41-43),Imports by countries of origin,96873723.76630744
201612,MK07 Päijät-Häme,F Construction (41-43),Exports by countries of destination,150632326.52675366
201612,MK07 Päijät-Häme,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,127092030.62960863
201612,MK07 Päijät-Häme,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,197619824.1633579
201612,MK07 Päijät-Häme,H Transportation and storage (49-53),Imports by countries of origin,55715399.886557005
201612,MK07 Päijät-Häme,H Transportation and storage (49-53),Exports by countries of destination,86633815.46606164
201612,MK07 Päijät-Häme,I Accommodation and food service activities (55-56),Imports by countries of origin,36906693.136698805
201612,MK07 Päijät-Häme,I Accommodation and food service activities (55-56),Exports by countries of destination,57387502.36339573
201612,MK07 Päijät-Häme,J Information and communication (58-63),Imports by countries of origin,20268221.781055022
201612,MK07 Päijät-Häme,J Information and communication (58-63),Exports by countries of destination,31515763.84949896
201612,MK07 Päijät-Häme,K Financial and insurance activities (64-66),Imports by countries of origin,10178530.91321611
201612,MK07 Päijät-Häme,K Financial and insurance activities (64-66),Exports by countries of destination,15826952.16487049
201612,MK07 Päijät-Häme,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,49585436.75553035
201612,MK07 Päijät-Häme,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,77102122.32936284
201612,MK07 Päijät-Häme,N Administrative and support service activities (77-82),Imports by countries of origin,61350397.05048213
201612,MK07 Päijät-Häme,N Administrative and support service activities (77-82),Exports by countries of destination,95395868.78426924
201612,MK07 Päijät-Häme,O Public administration and defence; compulsory social security (84),Imports by countries of origin,37262053.3182076
201612,MK07 Päijät-Häme,O Public administration and defence; compulsory social security (84),Exports by countries of destination,57940064.28436377
201612,MK07 Päijät-Häme,P Education (85),Imports by countries of origin,59192853.09132161
201612,MK07 Päijät-Häme,P Education (85),Exports by countries of destination,92041028.54982038
201612,MK07 Päijät-Häme,Q Human health and social work activities (86-88),Imports by countries of origin,193252481.56551334
201612,MK07 Päijät-Häme,Q Human health and social work activities (86-88),Exports by countries of destination,300495013.23501605
201612,MK07 Päijät-Häme,"R, S Other service activities (90-96)",Imports by countries of origin,48823950.65229722
201612,MK07 Päijät-Häme,"R, S Other service activities (90-96)",Exports by countries of destination,75918061.07014559
201612,MK07 Päijät-Häme,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,4353162.2234827
201612,MK07 Päijät-Häme,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,6768883.531858575
201612,MK08 Kymenlaakso,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,30115107.209750917
201612,MK08 Kymenlaakso,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,161899094.2383495
201612,MK08 Kymenlaakso,B Mining and quarrying (05-09),Imports by countries of origin,1829932.0678762125
201612,MK08 Kymenlaakso,B Mining and quarrying (05-09),Exports by countries of destination,9837731.682088843
201612,MK08 Kymenlaakso,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,12203586.704313548
201612,MK08 Kymenlaakso,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,65606594.727572605
201612,MK08 Kymenlaakso,F Construction (41-43),Imports by countries of origin,65150429.118559726
201612,MK08 Kymenlaakso,F Construction (41-43),Exports by countries of destination,350249308.0987392
201612,MK08 Kymenlaakso,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,89993877.72217718
201612,MK08 Kymenlaakso,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,483807917.0277599
201612,MK08 Kymenlaakso,H Transportation and storage (49-53),Imports by countries of origin,66253235.861452006
201612,MK08 Kymenlaakso,H Transportation and storage (49-53),Exports by countries of destination,356178007.3243689
201612,MK08 Kymenlaakso,I Accommodation and food service activities (55-56),Imports by countries of origin,24685904.78320427
201612,MK08 Kymenlaakso,I Accommodation and food service activities (55-56),Exports by countries of destination,132711651.89678788
201612,MK08 Kymenlaakso,J Information and communication (58-63),Imports by countries of origin,10543317.21226692
201612,MK08 Kymenlaakso,J Information and communication (58-63),Exports by countries of destination,56680970.618657574
201612,MK08 Kymenlaakso,K Financial and insurance activities (64-66),Imports by countries of origin,6338109.082776551
201612,MK08 Kymenlaakso,K Financial and insurance activities (64-66),Exports by countries of destination,34073732.912135534
201612,MK08 Kymenlaakso,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,36610760.11294065
201612,MK08 Kymenlaakso,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,196819784.18271783
201612,MK08 Kymenlaakso,N Administrative and support service activities (77-82),Imports by countries of origin,43057937.99446479
201612,MK08 Kymenlaakso,N Administrative and support service activities (77-82),Exports by countries of destination,231479871.96332225
201612,MK08 Kymenlaakso,O Public administration and defence; compulsory social security (84),Imports by countries of origin,123974867.90975931
201612,MK08 Kymenlaakso,O Public administration and defence; compulsory social security (84),Exports by countries of destination,666490033.8262839
201612,MK08 Kymenlaakso,P Education (85),Imports by countries of origin,43276075.59195997
201612,MK08 Kymenlaakso,P Education (85),Exports by countries of destination,232652581.70025998
201612,MK08 Kymenlaakso,Q Human health and social work activities (86-88),Imports by countries of origin,148369922.56296998
201612,MK08 Kymenlaakso,Q Human health and social work activities (86-88),Exports by countries of destination,797638072.740488
201612,MK08 Kymenlaakso,"R, S Other service activities (90-96)",Imports by countries of origin,41918774.98532331
201612,MK08 Kymenlaakso,"R, S Other service activities (90-96)",Exports by countries of destination,225355721.1148696
201612,MK08 Kymenlaakso,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,1902644.600374605
201612,MK08 Kymenlaakso,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,10228634.927734757
201612,MK09 South Karelia,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,15315876.79984743
201612,MK09 South Karelia,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,63302603.22303804
201612,MK09 South Karelia,B Mining and quarrying (05-09),Imports by countries of origin,941127.1097549347
201612,MK09 South Karelia,B Mining and quarrying (05-09),Exports by countries of destination,3889806.427004863
201612,MK09 South Karelia,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,2887842.090206923
201612,MK09 South Karelia,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,11935844.37875465
201612,MK09 South Karelia,F Construction (41-43),Imports by countries of origin,29071803.184895582
201612,MK09 South Karelia,F Construction (41-43),Exports by countries of destination,120157719.08076665
201612,MK09 South Karelia,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,39056775.05482979
201612,MK09 South Karelia,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,161426966.7207018
201612,MK09 South Karelia,H Transportation and storage (49-53),Imports by countries of origin,20730580.718985412
201612,MK09 South Karelia,H Transportation and storage (49-53),Exports by countries of destination,85682311.43320301
201612,MK09 South Karelia,I Accommodation and food service activities (55-56),Imports by countries of origin,12634309.144655287
201612,MK09 South Karelia,I Accommodation and food service activities (55-56),Exports by countries of destination,52219319.157051586
201612,MK09 South Karelia,J Information and communication (58-63),Imports by countries of origin,6736149.518451415
201612,MK09 South Karelia,J Information and communication (58-63),Exports by countries of destination,27841422.713836174
201612,MK09 South Karelia,K Financial and insurance activities (64-66),Imports by countries of origin,3229484.1232001525
201612,MK09 South Karelia,K Financial and insurance activities (64-66),Exports by countries of destination,13347897.396776961
201612,MK09 South Karelia,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,13723696.004577095
201612,MK09 South Karelia,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,56721903.30885858
201612,MK09 South Karelia,N Administrative and support service activities (77-82),Imports by countries of origin,19344674.358729854
201612,MK09 South Karelia,N Administrative and support service activities (77-82),Exports by countries of destination,79954171.83179173
201612,MK09 South Karelia,O Public administration and defence; compulsory social security (84),Imports by countries of origin,24295260.79908458
201612,MK09 South Karelia,O Public administration and defence; compulsory social security (84),Exports by countries of destination,100415619.33822829
201612,MK09 South Karelia,P Education (85),Imports by countries of origin,22271192.90550205
201612,MK09 South Karelia,P Education (85),Exports by countries of destination,92049871.26919043
201612,MK09 South Karelia,Q Human health and social work activities (86-88),Imports by countries of origin,53051206.255363785
201612,MK09 South Karelia,Q Human health and social work activities (86-88),Exports by countries of destination,219267855.44006866
201612,MK09 South Karelia,"R, S Other service activities (90-96)",Imports by countries of origin,14903327.929817868
201612,MK09 South Karelia,"R, S Other service activities (90-96)",Exports by countries of destination,61597482.597501665
201612,MK09 South Karelia,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,1282769.1427481645
201612,MK09 South Karelia,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,5301859.445027176
201612,MK10 South Savo,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,19684897.591717307
201612,MK10 South Savo,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,31950103.014248863
201612,MK10 South Savo,B Mining and quarrying (05-09),Imports by countries of origin,369119.96398829616
201612,MK10 South Savo,B Mining and quarrying (05-09),Exports by countries of destination,599110.0953963884
201612,MK10 South Savo,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,2210218.32095431
201612,MK10 South Savo,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,3587354.3517027646
201612,MK10 South Savo,F Construction (41-43),Imports by countries of origin,21210893.540400628
201612,MK10 South Savo,F Construction (41-43),Exports by countries of destination,34426911.823265634
201612,MK10 South Savo,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,27499437.317128066
201612,MK10 South Savo,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,44633702.107030936
201612,MK10 South Savo,H Transportation and storage (49-53),Imports by countries of origin,12766148.998424487
201612,MK10 South Savo,H Transportation and storage (49-53),Exports by countries of destination,20720441.83590436
201612,MK10 South Savo,I Accommodation and food service activities (55-56),Imports by countries of origin,9489083.952284493
201612,MK10 South Savo,I Accommodation and food service activities (55-56),Exports by countries of destination,15401513.184092524
201612,MK10 South Savo,J Information and communication (58-63),Imports by countries of origin,4096331.3076749947
201612,MK10 South Savo,J Information and communication (58-63),Exports by countries of destination,6648660.8147648
201612,MK10 South Savo,K Financial and insurance activities (64-66),Imports by countries of origin,2336259.284267387
201612,MK10 South Savo,K Financial and insurance activities (64-66),Exports by countries of destination,3791928.530618605
201612,MK10 South Savo,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,10006752.194463199
201612,MK10 South Savo,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,16241728.561782578
201612,MK10 South Savo,N Administrative and support service activities (77-82),Imports by countries of origin,8516767.949583614
201612,MK10 South Savo,N Administrative and support service activities (77-82),Exports by countries of destination,13823369.518170327
201612,MK10 South Savo,O Public administration and defence; compulsory social security (84),Imports by countries of origin,16470853.027233848
201612,MK10 South Savo,O Public administration and defence; compulsory social security (84),Exports by countries of destination,26733461.45189494
201612,MK10 South Savo,P Education (85),Imports by countries of origin,17299122.214719784
201612,MK10 South Savo,P Education (85),Exports by countries of destination,28077806.056199033
201612,MK10 South Savo,Q Human health and social work activities (86-88),Imports by countries of origin,53679945.982444294
201612,MK10 South Savo,Q Human health and social work activities (86-88),Exports by countries of destination,87126681.55612113
201612,MK10 South Savo,"R, S Other service activities (90-96)",Imports by countries of origin,12397029.03443619
201612,MK10 South Savo,"R, S Other service activities (90-96)",Exports by countries of destination,20121331.74050797
201612,MK10 South Savo,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,2322754.8953409856
201612,MK10 South Savo,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,3770009.8685919074
201612,MK11 North Savo,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,38365621.52761003
201612,MK11 North Savo,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,87682206.8698971
201612,MK11 North Savo,B Mining and quarrying (05-09),Imports by countries of origin,1701821.3440262815
201612,MK11 North Savo,B Mining and quarrying (05-09),Exports by countries of destination,3889405.285279482
201612,MK11 North Savo,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,4468525.0495193
201612,MK11 North Savo,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,10212532.00637712
201612,MK11 North Savo,F Construction (41-43),Imports by countries of origin,44152809.31445963
201612,MK11 North Savo,F Construction (41-43),Exports by countries of destination,100908459.3458621
201612,MK11 North Savo,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,55319145.85245664
