Business_ID,business_line_code
2081477-3,46770
2293294-1,68209
2376425-7,46189
2442066-7,74901
2400516-4,33200
2290264-6,50201
2372280-7,80100
2419447-9,59130
2366742-2,47783
0719115-3,10200
2273332-8,47990
2419527-9,81100
2388204-2,43910
2417048-5,63990
2365188-5,71202
2341153-1,80100
2417158-4,45191
2361343-2,46189
2362311-2,70220
1748683-6,33200
2363526-0,56210
0789217-9,22290
2365413-8,70220
2415741-6,73112
2365555-2,47599
2365580-0,45201
2388237-6,41200
1098149-8,43220
2326434-0,41200
2414430-8,47761
0549284-1,81291
2301951-3,43120
2276471-4,43120
2364936-3,78200
2282627-6,81210
2297944-0,45201
2285681-1,81210
2313050-2,47540
2366097-6,96022
2318142-2,32999
2319747-5,46491
2328124-7,56102
2358731-8,47599
2356797-4,66220
2441880-7,47799
0710950-0,66190
2376951-7,47770
1957367-7,56101
2396042-6,73111
0460401-2,77390
2266775-4,47789
2365627-2,78200
2099349-2,87901
0959175-9,13922
2365799-6,45112
2365801-6,45112
0712374-0,47591
0711767-4,64990
2299015-6,45112
2480126-7,96030
2352521-3,70220
2398982-7,41200
2407035-3,46499
0790981-5,55903
2468505-9,41200
2365927-0,56302
2468324-8,42220
0109712-3,28220
2417246-4,68310
2465108-6,77330
2377246-8,46190
2365616-8,41200
0953833-3,71124
2366185-6,73120
1491717-8,16100
2449753-3,41200
2419534-0,71129
2409620-3,82990
2285819-8,46189
2289493-0,47540
2418663-9,56290
2418550-5,73111
2418438-5,41200
2377148-1,81210
2418431-8,07290
1085909-7,68202
2352143-1,68209
2348503-9,82200
2278539-8,46150
2418411-5,46692
2285453-3,43210
2406061-4,62010
0628935-1,31010
2406208-9,41200
2282469-2,41200
0950356-0,18120
2277038-0,47785
2366437-9,45201
2060207-6,46496
0948007-1,69201
2418330-7,56102
2283862-1,43220
2418706-8,64990
2367651-3,62010
2412578-0,46190
2320888-3,41200
2398873-6,46390
0647215-6,46732
2300677-1,70220
2209820-5,93110
2377200-3,63110
2276662-1,46160
2260689-8,71129
2419028-3,62010
2297495-7,47783
2395647-8,46190
2285476-0,73111
2288156-6,64990
2419670-6,33200
2284573-3,20410
2418963-7,70220
2379380-8,41200
2449841-3,45201
2394667-5,71126
2367556-1,79900
2366496-9,47792
2332213-3,46160
2382226-9,81100
2297605-5,64990
2345826-8,79900
2389866-9,56101
2399878-2,97000
2419016-0,41200
0631204-8,46480
2202523-3,56102
2287067-2,43220
2367949-0,62010
0905228-8,74201
2379340-2,81210
2418961-0,56101
2398861-3,41200
2368125-9,41200
2323272-8,39000
2284464-2,61200
2367067-2,43220
2419559-4,47610
0889259-2,41200
2399128-1,41200
2367059-2,41200
2348500-4,82200
2297029-4,62020
2419490-3,45201
2296725-5,78200
2376577-8,70220
2419478-6,49410
2367272-3,68310
2290594-3,82990
2405884-8,56101
2297268-7,70220
2376868-8,86230
1008143-0,71127
2382231-4,28990
2392729-8,41200
0200444-3,56101
2333444-1,43120
2399617-0,41200
2332815-6,68209
2035032-3,46190
2331681-7,77320
2452974-2,43120
2367094-7,64990
2396667-6,85600
2419535-9,96022
2329767-9,81210
2419539-1,41200
0970979-6,66190
2147695-6,43999
2418792-2,74901
1082253-4,70220
2376289-2,46699
2366406-1,68209
2340699-4,47713
2377109-4,56101
2221836-9,43220
2418724-4,82110
2299549-1,46130
2405438-8,71123
2283835-7,68320
2368228-6,81210
2284571-7,46630
0748154-8,46470
2363769-6,56101
2360924-9,41200
2367247-5,28250
2366497-7,41200
2141728-6,02200
2360410-6,46441
2337499-6,45201
2283146-2,64990
2288869-6,56101
2419494-6,64990
0840480-0,68209
2290700-9,56102
2367097-1,43210
1099065-0,46692
2419524-4,41200
2290681-5,43220
2419496-2,64990
2321189-8,47789
2287923-9,46130
2280918-5,24200
2418186-2,55101
2366170-9,58110
0483654-2,28920
0720289-5,68209
2433292-3,71124
2228882-6,70220
2336883-6,47711
2326728-5,93210
2366180-5,41200
2418102-9,47241
2377194-0,46742
2228816-4,81210
2377178-0,81210
2302840-1,41200
2418165-1,58190
2315772-1,43210
2417597-2,43210
0731947-9,43220
2407220-1,16240
1887387-0,72193
2302511-2,41200
2377171-3,46699
0991724-5,70220
2418231-2,62020
2336981-2,16231
2304342-5,70210
0704060-3,66120
2346655-9,47529
2311900-4,41200
1967028-2,46189
2329842-8,41200
2414701-5,69201
0598717-4,46190
2438611-2,38320
2435045-1,68209
2366178-4,81100
2319910-4,68201
2434007-7,78200
2319907-5,46699
2409419-5,96022
2165116-0,47641
2433676-4,26400
2318213-4,46770
2408985-5,41200
2417667-6,43220
2366174-1,43120
0594438-5,69202
2417552-6,74109
1791762-4,46240
2439121-0,58141
0905598-0,49320
2444579-2,63110
0881572-2,46412
2449736-5,93110
0828974-2,55909
2457030-7,96022
2417486-5,41200
2458219-9,70220
2377206-2,70220
2331552-3,41100
2330611-7,41200
0873391-1,43120
2414367-1,56102
2330679-0,78200
2217273-5,49410
0114494-6,66120
1820862-7,50300
2393630-3,81100
2417306-1,33150
2383828-7,56102
2439273-1,52221
2439269-4,46130
2368183-0,70220
2417285-1,70210
2470004-4,47764
2076110-6,79900
2368852-2,43210
2369484-2,81210
2369760-5,41200
1837069-1,93190
2366117-8,70210
1024903-7,85599
2423780-3,47990
2427844-5,49410
1033913-9,47594
2471912-4,01620
2433644-9,46140
2373450-9,56102
2473950-4,43220
2475057-8,70210
2438986-6,56102
2403151-4,56102
2366152-2,45201
2429892-1,90020
1002181-7,46462
2272927-3,47242
0928180-6,01191
2434425-4,47529
1769384-3,41200
2408474-7,68310
2417935-9,46480
2305465-0,46462
0626962-5,56301
2384897-9,85530
1808452-1,77390
0935748-7,71123
0939077-0,16100
0940352-7,46770
2358492-6,46741
1796032-3,47719
0573990-4,46610
2228559-6,68320
0804229-9,47719
1839150-5,49320
2420036-5,62020
2417301-0,03110
2031636-0,78200
2417296-6,41200
2386142-8,52291
2442853-8,81100
2457342-8,46160
2417297-4,64990
1881997-0,41200
2388126-9,46909
1871775-5,71127
2366136-2,62010
2107169-2,47199
2412013-8,41200
0218351-7,69201
2417890-3,56103
2417724-9,41100
2362701-7,46421
2416922-2,69201
2416454-4,41200
2377567-7,56101
2362373-7,70220
2377559-7,41200
2089599-9,24440
2362562-8,81100
0863677-5,64990
2362576-7,71123
2362969-6,43341
2198808-9,43210
0164494-0,49410
0876407-2,46742
2362664-7,56101
2362750-0,47789
2362571-6,47230
2416631-2,56101
0897703-5,71125
2416497-4,45201
1773006-9,43999
2058637-9,78300
0972705-4,66190
2302212-2,43120
2352225-8,93120
2362288-1,43299
2417090-1,62010
1541167-0,56101
2294579-3,56102
0283396-2,43341
2416300-7,41200
2364940-0,68209
2323164-5,41200
2313581-3,46901
2280360-5,56101
2345027-4,43299
2366102-0,85599
2316261-9,47113
2347524-4,25620
2341703-6,41200
0573122-4,46692
2414121-1,79900
2288324-6,41200
2414415-6,49410
2366065-0,41200
2299980-4,41200
2289120-3,62010
2427836-5,96040
1090822-3,71127
2251007-9,32999
2366081-0,56103
2310444-3,62010
2307745-7,55209
0551225-9,81210
2366086-1,77110
2278787-9,45112
2300452-2,56301
2293204-4,56301
0604728-0,70220
2289487-7,73111
2366089-6,41200
2412932-7,81210
2351257-8,46731
1989559-6,25110
2362305-9,96040
1946743-6,24440
2377436-7,62010
2364264-7,41200
2326047-0,72193
0634522-9,64990
0872054-7,69102
2363040-0,47299
1496333-4,92000
2263035-3,79900
2416835-0,93130
2477363-0,87204
1968586-3,70220
2265255-2,47719
2318862-4,74909
0874817-9,18130
2415856-6,45112
2363534-0,70220
2466761-9,41200
2466532-2,43120
2323729-7,55101
2325063-5,49410
2363888-3,41200
2377231-0,96022
2366111-9,45111
2320053-1,56101
2325674-6,41100
1845077-1,46741
2377204-6,52291
0973503-8,47523
2350508-7,79900
2008102-0,73111
2415858-2,82300
2217001-9,49320
1574873-2,86901
1003579-2,71126
2415924-3,46140
0705164-4,69201
1700069-9,52291
0738452-9,68201
0942370-4,62090
2466879-3,49410
2364464-2,74901
2327725-6,86901
2364299-7,56101
2334791-2,80100
2364337-5,73119
2364409-5,47919
2364425-5,85510
2339352-1,88911
2416094-9,43210
2416798-0,41200
2343099-4,73111
1029814-6,47599
2020893-3,43120
2364883-8,41200
2346076-3,47594
0621491-5,74901
2369289-8,78200
2257962-3,47919
1762597-1,72193
2327394-1,33200
2330663-5,62020
2456392-4,61900
0891245-0,68202
2397981-3,56101
2331451-2,71126
2353830-5,78300
0507742-9,68201
0782157-3,41200
2408781-7,35111
2405497-8,68209
0144875-5,46660
2331186-4,56101
2331126-6,41200
0782158-1,64990
1855650-9,87101
2349001-4,41200
2433203-4,46382
2398137-4,46390
2398148-9,41200
2433134-9,70220
2353840-1,41200
2398152-6,70220
2246562-6,43220
2432578-2,49320
2353847-9,43220
2273823-3,41200
2385905-3,43120
2298976-1,46699
2386068-7,62010
2430700-7,46510
2331005-2,68310
2271003-8,46140
2399339-1,56101
0955668-9,82920
2401289-0,63110
2401296-2,11070
1718138-9,69202
2355049-4,85510
1771899-1,86220
0105945-0,49410
2399921-6,81210
2399861-9,47912
2457185-2,90020
2259777-6,52291
2334727-7,49410
2303634-8,41200
2255468-8,45201
2330969-2,81100
2255752-0,66220
2269256-2,52291
0589821-9,42910
2275356-4,46442
2398275-6,69201
2258642-8,28210
2255311-6,56102
2251207-4,46630
2330809-1,41200
2264745-4,33121
2266243-5,47781
2398289-5,70210
2398457-5,74909
2330694-2,62020
2398467-1,56290
2216813-8,93120
2399326-0,93130
2399366-6,66190
0197968-7,81100
2350087-6,41200
2430984-6,62020
2399123-0,41200
2287286-2,81100
2287812-1,64990
2329726-5,45112
2353850-8,62030
2399127-3,56101
2291846-1,63990
2277983-6,78200
2340349-4,86909
2186821-2,47791
2286439-5,78200
2347393-5,49410
1451413-3,47230
2399096-7,59200
2350098-0,43320
2173530-5,70210
2347387-1,81100
2357029-2,78200
2347386-3,43330
2347384-7,49410
2354118-4,68320
2353145-3,46190
2347381-2,41200
2352075-4,95210
2351722-1,41200
2445772-6,56101
2431160-4,45111
2399231-3,70210
2292601-5,55101
2399645-3,47761
2456769-3,46901
2293431-4,93299
2297987-0,86909
2399450-3,77390
2388754-8,82200
2230798-6,66190
2399509-8,41200
2303249-4,41200
2198146-9,70220
2457175-6,66190
2305894-2,47410
2307325-3,33129
2399595-2,45201
2322255-4,41200
2379383-2,08120
2399054-5,43220
2353919-9,70220
2400525-2,70220
2353848-7,81210
2353849-5,41200
2398511-3,56102
2274316-3,93130
2398542-0,45112
2278236-5,79900
2398810-3,32400
2281531-5,46630
2456462-8,41200
2409719-3,46691
2431795-0,41200
2329963-1,49410
2479366-6,74102
2401215-3,56101
2454475-8,80100
2336658-2,43220
2463072-8,41200
2336308-2,46382
2336302-3,81100
2397837-8,46170
2403566-2,45112
2402131-6,47599
2397857-0,46909
2385885-1,41200
1909826-3,47410
2354424-6,81210
2400596-5,70220
2334327-6,56101
2335541-0,56301
1904077-4,68209
2457921-3,23700
2396870-0,78200
2385883-5,41200
2354653-2,73111
2354672-7,45201
2339507-6,43120
2326092-1,16239
2400806-6,41100
2400808-2,58190
2354817-5,46390
2385881-9,45111
1900621-8,46909
2329570-2,45201
2466093-5,70220
2400904-2,82910
2336319-7,47594
2327740-8,70220
2396871-9,46732
2387323-4,63120
2352916-9,47719
2335389-6,31090
1857068-5,52291
2335149-5,63990
1607012-6,49320
2396942-0,71121
2334728-5,79110
2454513-6,78200
2336264-5,43210
2336301-5,61200
2388017-8,74909
2337070-9,70220
2396865-5,41200
2327425-8,52291
2436114-2,33121
2291850-9,46731
2257874-3,46732
2387987-1,41200
2449976-6,70220
2396677-2,63120
2336913-4,46120
2396739-6,46422
2396848-7,41200
2387673-4,81100
1026399-8,46491
2336547-5,66120
2396864-7,41200
2400522-8,59200
2327164-7,43120
2354948-5,81210
2355057-4,46699
2491927-3,46770
2329151-7,68310
2493503-8,70220
2480560-4,43110
2495517-8,93190
2355341-7,46901
2355494-6,46340
0883450-1,43999
2402091-1,73111
2496547-2,52291
2402111-3,46739
2499384-4,43120
2355496-2,47990
2499916-2,16100
2401462-6,62010
2469412-3,70220
2478619-1,47230
2470891-9,43120
2354850-3,64920
2400961-6,70220
2400966-7,41200
2400987-8,68310
2470894-3,62010
2329203-4,93120
2458384-5,43999
2474128-4,63990
2362606-5,43120
2401069-2,62010
2401383-4,43999
2258286-5,59110
2248189-6,02200
2400308-9,70220
2317530-5,56102
2311163-5,71126
2354050-1,47299
1926044-3,46189
2385903-7,41200
2385896-6,02200
2312949-9,66220
2385893-1,64990
2354199-3,85599
2385892-3,49410
2385891-5,70220
2313261-2,49410
2400498-9,46742
2400368-7,62010
2385889-4,41200
2385888-6,43120
2329152-5,46170
2400422-5,62020
2400426-8,74909
2385887-8,81100
2457372-7,18200
2379288-0,70220
2354373-7,62010
2375137-6,49410
2400930-9,46499
2468327-2,73111
2401948-6,70220
2481351-6,81220
1836248-0,71110
2484762-8,64200
2353857-5,10710
2264088-5,45112
2250494-7,43220
2350155-3,96040
2392594-6,45311
2348908-0,62020
2432951-3,52291
2440859-6,56301
2390582-2,33200
2433768-7,46499
2277190-6,80100
2389671-9,73111
2377814-9,46130
2349920-3,70220
2348701-8,70220
2287827-9,41200
2440212-7,79900
2392651-9,41200
2390563-8,47799
2328598-5,63120
2351535-7,70220
2169100-7,46742
2395430-9,85600
2395447-2,62010
2342711-1,70220
2351536-5,47641
2395516-8,69101
0735568-0,69201
2351735-2,41200
2388425-9,41200
1793707-8,59200
0840876-4,66120
2349028-4,41200
2395669-7,56101
2375953-8,70220
2275675-7,74901
2348696-3,64990
2268111-8,49410
2444260-4,88101
2348693-9,46510
2446203-1,47990
2445369-6,59200
2448547-9,85599
2449145-7,47764
2449425-2,49410
2450249-4,47642
2389647-9,68201
2452456-2,56101
1849768-4,45111
2453931-8,41200
2426438-5,63110
2371832-2,68209
2371539-1,56101
2389646-0,33130
1877785-4,46170
2348520-7,47719
2457875-5,28990
2270547-4,41200
2441267-5,41200
2349055-9,41200
2295655-6,25990
2302759-9,45401
2378584-0,41200
2378582-4,41200
0184314-9,10310
2351979-6,74909
2342450-0,41200
2347156-9,45112
0980826-8,36000
2343441-8,96022
1552679-3,77120
2341725-5,33123
1596233-3,46190
2352512-5,43120
2084192-3,47783
2341100-5,50101
2396095-2,68100
2340915-9,41200
2456321-1,46742
2388123-4,56102
2347351-3,46480
2396192-0,46421
2342005-9,41200
2440437-6,02200
2437462-1,52291
2433069-6,52291
0737767-9,46610
2388121-8,46493
2014814-1,46140
2420107-7,46731
2340455-0,56101
2396060-2,56102
1583760-4,68209
2341864-5,70220
2341735-1,96021
2395767-3,41200
2341823-1,41200
2341887-2,18200
2342944-0,86909
1787342-2,70220
2343166-3,71123
2342346-0,50201
2342167-6,52291
2352025-2,16231
2285257-0,46160
1785913-7,41200
2440145-8,41200
2342943-2,64990
0768572-7,55109
2352248-5,46412
2351318-3,81220
2394670-4,70220
2343204-1,47990
2205335-7,43210
2183763-5,45112
2343116-1,56101
0868161-3,02100
0939168-5,71110
2342967-8,47789
1814469-4,46901
2394915-5,64990
1016987-0,46381
2351532-2,62020
2441863-9,47630
2394965-7,56102
0686921-7,66190
2394973-7,41200
2351321-2,41200
2388429-1,14130
2447885-0,64990
2351489-9,66120
2450113-3,41200
2369439-1,90010
2420487-6,81210
2392395-9,59110
2391882-6,68320
2218064-7,56101
0721492-5,71127
2346091-5,46462
2391984-5,46462
2392046-7,62010
2392077-4,73111
2392084-6,41200
2336166-9,41200
2333125-9,46699
2345888-2,49410
2345772-4,47791
2392156-6,74909
2388774-0,41200
2392460-1,69201
2391757-5,56101
2392468-7,73111
2392526-8,74901
2392577-8,66120
2346163-5,59110
2446598-8,63120
2347049-4,33150
0972684-4,00000
2244141-3,43220
2391380-6,81100
2346903-9,41200
2174749-6,68320
2345864-7,81210
2346810-8,90020
2341360-9,46412
2391829-5,56101
2335615-7,88101
2419770-9,94999
2363623-9,49410
2347155-0,56101
2347395-1,43999
2444605-8,56101
2347401-4,70220
2347912-2,46510
2348156-4,43910
2268935-5,80100
2348154-8,78200
2262892-3,41200
2348117-7,62010
2348116-9,41200
2332806-8,02200
2388984-2,73111
2348052-9,70220
2347712-7,30300
2392081-1,93190
2347437-2,47114
2390752-9,69201
2363613-2,47220
0206527-0,45112
2362569-5,41200
2347678-1,41200
2257549-7,43120
2349937-7,56102
2359066-4,45201
2347579-7,43220
2255227-9,16240
2347153-4,70220
2347109-1,47529
2346707-6,56302
2346783-4,46691
2346697-0,74101
1013258-4,47301
2401262-0,78200
2418373-7,59110
2349056-7,79120
2418407-8,52291
2419099-6,52291
2390142-6,70220
2409933-2,41200
2420482-5,81210
2402205-2,63110
2483174-9,52291
2349724-0,85599
2349554-4,93120
2349372-5,31090
2389946-9,62010
2349352-2,52291
2392978-7,52219
0972655-3,70220
2401669-9,52291
2401859-8,56102
2349250-3,43999
2390102-0,70220
1070720-2,25610
2405260-6,41200
2407898-8,41200
2349229-8,41200
2390071-4,61900
2349227-1,62010
2409840-1,52291
2391993-3,46421
2390031-9,52291
2387666-2,71123
2418076-3,46495
2381061-2,41200
2417430-4,41200
2335616-5,68209
2391712-9,59110
2388870-0,66120
2391417-1,81100
0684169-5,71127
2182627-4,43220
2391458-5,62010
2391648-4,50300
2346276-9,52100
2175557-6,93299
0706441-0,82910
2389105-3,62010
2369246-8,66190
2348191-9,41200
2390447-5,18200
2411849-2,33121
2382739-3,79110
2464475-9,72110
2382321-0,33110
2412424-3,47299
2219982-3,46760
1110344-3,23610
2389754-3,70220
2349829-4,82300
2390424-8,41200
2460025-4,46422
2410729-1,86220
1840684-2,66120
2348996-1,46909
2387361-3,46493
2335817-9,47599
2369290-0,41200
2228812-1,62010
2266006-9,81210
2422278-3,62010
2375344-3,70220
2118287-8,68310
2500424-3,73111
2422383-1,47299
2370045-6,28300
2422387-4,82990
0699079-7,43210
2498149-9,45201
2422116-6,68320
2422110-7,70220
2406796-3,47782
2467097-3,71126
2375385-7,71110
2174081-7,41200
2369900-2,82910
2421761-8,45112
2421846-9,46390
2235163-7,08990
2421896-0,56101
2328743-8,47410
0724141-3,56101
2419186-8,49392
2421951-7,43210
2369905-3,81100
2263626-1,70220
2421985-9,45112
2421987-5,56101
2422205-4,62010
2415479-2,23990
2462936-4,70220
2397551-3,38320
2248601-3,86230
2397602-2,46462
2368558-3,71122
2248309-0,47990
1045531-6,71127
2275571-1,45112
1935003-5,66290
2246601-2,52240
0112637-7,68209
2419948-0,41200
2368565-5,43120
2419970-4,64990
2368566-3,47521
2368569-8,64990
0426962-1,28220
2254922-1,86220
2372008-6,52100
2265429-1,43210
2375355-8,69102
2422154-5,74109
2104133-8,56102
2375351-5,46431
2422182-8,73111
2238945-9,53200
0931562-3,73111
2264860-9,45201
2238703-1,82990
2390345-6,41200
2264468-3,47641
2390595-3,41200
0639671-2,43120
2493586-3,96040
2370156-3,70220
2338359-3,93130
2361482-2,95250
2414139-3,25120
0694672-9,56103
2422504-4,68209
2389444-9,78200
2413430-2,43220
2495266-3,78200
2486325-7,52229
2402932-6,47299
2422582-9,62020
2428875-8,33121
2140139-9,68100
2370178-2,41200
2491394-7,71126
2140845-1,55209
2422623-1,62010
2266891-7,32999
2490427-4,46699
2429986-0,41200
9213957-8,47621
2422717-0,01430
2390758-8,56102
2487543-4,82910
2401533-8,49410
2314530-9,41200
2303936-2,56101
2421123-2,70220
2488829-4,46381
2486225-4,43210
2030629-3,35301
2302715-0,56102
2414652-2,41200
2268793-1,66190
2101858-4,74201
2476365-1,45201
2421850-6,41200
2375619-3,56101
2422979-0,62010
2267168-1,47764
2482143-6,43220
0649420-8,71127
2422793-9,46189
2422831-7,47641
2267269-2,45112
2370373-7,62010
2157628-7,41200
2388148-8,62010
2422971-5,70220
2480438-8,70220
2313840-8,43210
2389557-2,56290
2375326-7,61200
2423007-0,43330
2474831-2,41200
2388273-9,71125
2423054-8,46909
2370552-1,46691
2423062-8,56101
2267815-4,45201
2468221-0,41200
2155267-2,46739
2248721-9,47591
2249930-8,45311
2387383-2,41200
2262960-0,70220
1856796-1,70220
2254504-4,47784
1713079-2,69202
1717982-8,87901
2396034-6,49410
2281233-3,41200
1719548-1,69109
2481041-1,68209
2479609-0,56302
2368906-6,46432
2272991-9,73111
2368903-1,78200
2368372-1,41200
0834140-8,68209
2262478-9,62010
2262824-5,62010
2262266-0,41200
2368360-9,85510
2297952-0,70220
2261425-7,74901
2261204-0,47599
2368362-5,70220
2261153-1,56101
2278914-5,33150
1068032-9,71127
1023209-1,82910
2278568-9,47299
2259852-5,62030
2257468-9,56102
2399169-5,43210
2396267-5,45402
2259532-4,86909
2369303-0,81100
1768382-1,25110
2290249-4,46130
2469889-6,47799
2375814-8,96012
2183799-3,68209
2290630-5,46692
2191584-0,47789
2270458-6,74909
1807204-5,43120
2364909-9,74300
2259458-3,56101
2259445-2,73111
2071954-9,46699
2265524-3,79900
2263472-5,62010
2257213-0,47592
2256545-9,41200
1733004-9,87909
2476209-3,46510
2252846-3,81220
1535289-3,13921
2265589-2,46431
2369283-9,41200
2273081-3,85599
2487490-9,70220
2263882-2,47420
2280368-0,73119
2263542-9,70220
2259578-9,64200
2256610-1,66190
2419806-6,71123
2368682-6,43341
2448580-7,46699
1090581-5,47591
2445381-3,59110
2420187-8,47523
2444164-4,63110
2249726-5,70210
2443457-5,56302
2250154-3,46190
2163523-2,70210
2368586-6,70210
2349176-2,58190
2164475-3,70210
2368660-7,73111
2350661-0,43210
2420291-8,49410
2368551-6,43220
2360373-6,43910
2274819-1,46491
2261828-2,33150
2273578-8,70210
2250188-5,69201
2377776-0,43999
1739735-8,43220
2375969-3,64990
2347728-2,43320
2368552-4,41200
2064359-9,56102
2254400-9,46170
2252660-1,49320
2249434-7,81210
1875874-1,41200
1027989-3,68209
2368337-7,56101
2255518-9,62020
2276242-8,56290
2255464-5,47301
2264586-2,70220
2368341-4,47784
2265161-3,41200
2397654-0,01110
2273211-4,46470
2368300-0,47114
2272570-7,62010
2272476-3,56290
2272117-5,96022
2282618-8,60100
2270789-1,79120
0983626-9,45112
2254592-5,46510
2368339-3,43120
2269625-6,93190
2402816-3,43341
2376193-7,95230
2397752-7,46140
2269400-7,41200
2282355-0,56101
2268335-9,45112
2376172-6,46742
2268013-1,71125
2281727-3,82910
2266244-3,46190
2358679-6,68209
2293158-6,41200
2480420-6,56101
2286328-8,74901
2333065-1,90010
2353644-9,46699
2331607-5,81100
2331509-9,78100
2386253-5,71123
2455480-9,62010
2397784-2,41200
2397820-4,71121
2157839-7,47641
2194536-1,74901
1001775-4,29200
2386701-0,64990
1057809-2,71127
2397347-0,45201
2397225-9,43220
1458724-4,71124
2386700-2,45201
1080942-8,43342
2076686-3,45192
1447123-3,60100
1049516-6,25620
1045925-3,32300
2397311-2,32120
1104602-0,85510
2397397-2,49410
2397771-1,43220
2397526-5,81210
2397558-0,46422
2386710-9,64990
2397651-6,33150
2220222-8,78200
2294633-1,71127
2397783-4,41200
2332814-8,70220
2397151-2,46720
2331182-1,47783
2290167-8,43330
2313453-8,41200
2386998-0,73111
2310129-3,47650
2294281-6,47621
2334277-5,46340
2256975-9,66190
2334547-4,43220
2353346-7,56101
2249923-6,46493
2435662-6,85599
2397149-1,41200
2397154-7,46699
2386611-4,62020
2334369-8,46412
2333174-2,73120
2333080-3,46189
2386597-1,41200
2397775-4,46733
2434411-5,42999
2332644-1,45201
2386695-8,64990
2386690-7,45201
2332030-6,41200
2397777-0,43120
0819829-3,81210
2434039-2,49410
2333012-5,66190
2332790-3,71123
2259719-4,41200
2338817-5,82110
2286985-8,43999
2287015-4,41200
2388102-3,47430
2137315-6,70220
2340021-8,66190
2396279-8,46140
2339672-2,64990
2391479-6,62020
2394633-3,81210
2187884-0,43320
2339670-6,41200
0967810-9,41200
2339503-3,47789
2388100-7,64990
2340253-9,70220
2338729-5,64990
2338361-4,62010
2187893-9,47789
2396595-6,46521
1550394-6,16100
2490230-8,96040
2352800-0,70220
2387452-8,74109
2336263-7,41200
2336262-9,46522
2251914-5,71127
1781405-1,69201
2167358-9,41200
2448241-1,78200
2396274-7,64990
2287855-1,46230
2368252-6,82110
2191898-8,70220
2454518-7,46691
2287327-5,47799
2097090-1,86220
2344760-6,46421
2386204-1,56101
2337982-6,43999
2337888-2,81100
2352581-1,47990
2388094-4,45201
2436895-0,61200
2378107-3,71127
2337885-8,70220
1934065-4,47540
2352595-0,64990
2339673-0,70220
2337861-2,46189
1932688-7,68209
2396396-9,45201
2352597-7,41200
2352659-0,41200
2337859-1,78200
2448251-8,70220
2396579-6,41200
2352661-1,85599
2337507-5,71126
2338090-7,47789
2388460-3,56101
2337310-9,46499
2142359-8,31020
2353275-5,33150
2461742-7,49410
2275617-5,45201
2295830-8,85510
2259192-1,46190
2295910-8,79900
2299519-2,49392
2302102-3,69201
2319058-0,68209
2369455-1,56101
1897416-1,96021
2421095-0,96040
2390359-5,69102
2302897-0,64990
2335180-7,74909
2340451-8,49320
2369543-1,85599
2483292-8,74109
2293883-3,96022
2281891-1,46190
2369874-7,74109
2375548-1,62010
2245800-4,52291
2164902-8,62030
2484602-7,45201
2244424-3,56101
2369881-9,46739
2487530-3,02200
2369887-8,81100
2305976-9,02200
2498092-0,47761
2262900-2,41200
2468873-5,43210
2317011-7,47711
2317405-4,16290
1827940-9,52291
2284520-7,86901
2375614-2,56101
2393081-7,70220
2465009-1,41200
2310223-7,72110
2313418-3,43999
2421199-6,71123
2485213-6,43299
2421219-8,56101
2252437-4,41200
2422947-5,52230
2332564-1,46450
1957253-5,46732
2421888-0,56101
2276916-0,47292
2322603-7,43991
2369487-7,41200
2273130-6,81300
1912265-7,43120
2475854-5,43991
2421121-6,41200
1903599-1,41200
2043108-6,41200
2330840-3,68209
2289584-5,41200
2421085-4,16290
2307991-1,43120
2274202-1,43341
2316337-1,25990
2324051-7,77340
2401502-0,41200
2498896-5,95240
2369892-3,63120
2454836-1,62020
2367540-6,46499
2397856-2,62010
2093152-3,02200
2397157-1,64990
2353450-7,70220
2355621-2,74901
2353465-4,56102
2386979-6,71127
1638502-1,43210
2333713-2,79120
2435614-0,70210
1818376-5,31090
1584068-6,49410
2179559-4,26300
2421513-7,62020
2333307-8,69201
2353562-2,77220
2380422-0,71121
2353584-1,41200
2435511-3,80100
2434471-3,47761
2193062-9,47113
2397192-6,70220
2191807-2,70220
2334092-1,47299
2293499-8,47912
0144968-6,71123
2295994-1,66120
2121466-5,87901
0906921-5,43220
2354767-4,68209
0700084-7,41200
2479920-8,72193
2421564-7,41200
2474614-9,41200
2263212-1,43220
2263363-4,49420
2249820-9,79900
2249965-8,47750
2341928-5,73111
2250031-3,68209
0852322-8,47291
2396218-1,68209
2421331-8,79900
2344876-4,73111
2421374-8,46731
2454710-7,46189
2400354-8,47799
2267707-1,43991
2421710-8,71121
2421377-2,18200
2369727-7,47990
2421483-9,47199
2263916-3,79900
2392715-9,46901
2263233-2,68100
2261130-4,41200
2369729-3,64990
2420337-1,56102
2255853-1,45112
2417991-4,41200
2475692-9,56102
2500684-7,46390
2424949-2,52100
2420626-5,62010
1861357-7,42110
2440083-4,62010
1596249-9,43120
2438668-1,46732
2437452-5,62020
2436224-1,46521
2435194-8,79120
1735926-3,56101
2431649-9,62010
2431369-3,45201
2427792-8,46732
2423135-6,47711
2419578-9,47594
2422052-6,46442
2421597-0,49392
2540021-1,02200
2409920-1,74102
2576574-7,55902
1941038-4,41200
1751541-4,02200
0115272-7,46692
0115308-4,49410
2410510-6,41200
2414550-3,77390
9080839-5,49410
2413978-7,32300
2137208-1,52299
0775842-0,68209
2004530-2,41200
0739524-4,93120
1858428-6,71123
0717797-6,70220
