Business_ID,business_line_code
1025925-1,93120
1025915-5,70220
1024829-6,77110
0986595-9,93120
0985290-4,69202
1035384-6,46692
1066225-1,45322
1063277-3,70220
1060786-9,64200
1059358-3,62010
1059216-9,63120
1057767-1,64200
1056637-4,47783
1054309-2,93120
1046666-4,62020
1045497-0,74102
1043583-3,45201
1039317-8,71127
1066395-9,71129
0983650-9,62010
0979935-7,70220
0978443-8,95220
1065593-2,74909
1066668-2,64200
1036221-6,46692
0984176-2,47529
1038063-3,59200
1038949-4,56102
1086074-1,68202
1085111-6,69201
1084355-4,62010
1082661-5,49399
1082133-9,62010
1078557-7,66190
1077788-4,62010
1072139-7,73111
1071630-1,43220
1068884-9,46909
1067875-5,70220
1067367-1,56101
0685853-4,68209
0685896-4,64990
0690239-8,73111
0844473-0,68209
0857708-2,70220
0891909-7,82990
0773398-7,68310
0765137-5,66190
0662594-1,59200
0660402-4,46431
0658626-8,68202
0656410-6,68201
0653460-1,00000
0651122-3,68209
0646192-4,68320
0643838-8,70220
0639596-3,62010
0631109-6,66190
0841786-3,70220
0845749-4,62010
0627972-7,41200
0846545-1,71123
0864624-4,46189
0863421-9,16100
0863167-5,41200
0862770-5,71110
0860964-6,68209
0857478-9,46140
0855920-4,43341
0852329-5,46190
0852261-2,71122
0851030-4,71110
0851010-1,81100
0848038-7,68209
0847677-5,45111
0847277-4,71126
0629002-9,46160
0612888-1,62010
0699329-3,70220
0759900-1,68209
0749616-8,74909
0747711-9,62020
0739269-2,62020
0738255-8,00000
0734997-7,46421
0734375-1,62010
0733369-2,46692
0731069-3,18130
0730319-4,74909
0725629-5,70220
0768470-8,55903
0714944-9,71127
0708225-6,47913
0707478-2,71125
0702932-4,70220
0756973-4,69201
0762225-9,45311
0600959-1,20410
0674642-8,68202
0598144-2,68310
0596822-1,13921
0585284-3,66190
0584223-1,66290
0583653-6,66290
0583644-8,74109
0568496-6,41200
0564162-4,70220
0548177-1,93120
0536073-4,77390
0673559-3,58130
0674160-0,71110
2294573-4,37000
2290557-2,43320
1744996-3,80100
1802956-5,32501
1802269-7,64990
2499992-0,45112
2465677-6,69201
1556957-4,41200
1771939-6,70220
1568546-0,25990
1048711-5,43999
1761110-7,93299
1096795-2,62010
1741163-1,41200
1740971-8,49410
1740948-6,70220
1740519-4,46390
1738349-0,71126
1737744-5,46741
2499738-6,43220
1805958-8,59110
1806390-7,70220
1806478-2,10890
1843949-2,56302
2345464-6,93190
2349795-3,47592
2417705-4,28240
2417706-2,70100
2464147-8,71121
1831021-8,68202
1081076-0,25990
2464812-7,66120
1823101-8,43999
1822498-5,46320
1815377-7,64990
2481736-5,41200
2489259-2,41200
1808278-8,56101
1737630-3,70220
1737105-1,68100
1482634-8,01131
1749619-6,74109
1799954-3,93120
1770953-4,69201
1770813-6,70220
1828337-9,64200
1942623-9,43999
2015063-9,47430
1769600-8,47740
2035498-1,68209
2043139-3,68209
1768554-4,47785
2159921-9,37000
2174410-5,68209
2183136-4,46470
1749685-8,41200
2192529-9,62010
1750691-3,41200
1732947-8,49320
1745007-5,47799
1732937-1,47591
1725967-6,41200
1789729-9,68209
1717210-8,41200
1857470-7,46901
1922667-5,71129
1713563-0,73111
1977060-3,70220
1709704-8,46699
1708055-3,63110
1700217-6,68209
1700216-8,56101
1654368-3,46760
2170985-2,71125
2331452-0,43999
2330593-1,46441
2320402-2,64990
2307651-8,46909
2333978-7,45201
2092842-0,41200
2467306-6,46189
1572860-0,45311
1572762-4,46750
1571092-9,74901
0923192-1,47301
1567139-2,86220
1742165-3,28410
1565723-2,46630
2041213-3,28930
0129882-2,58130
1577847-2,70220
1577893-1,66220
1576990-4,25620
1577901-0,62010
2374692-1,41200
2423320-4,66120
1522881-7,74201
1556235-6,68100
1556928-3,46692
0595862-1,64990
0129898-8,47521
2098325-1,71129
1589488-7,43910
1589187-0,66190
1588501-6,41200
1587404-2,46170
2318366-3,47719
1780375-8,45111
0812406-7,47785
0929535-1,22290
1777721-1,11070
1777472-3,68100
1776638-7,56101
1776542-1,58142
1000344-0,26120
1029457-5,46691
1800866-8,68209
2501602-5,78200
2501593-8,93190
1801930-8,66120
1857778-0,47761
1856080-7,56101
0710396-9,10890
0678649-7,33200
1653376-8,64990
0625026-2,66190
2171229-3,43999
2505161-3,43120
1797900-8,68202
0148453-7,47770
1789928-6,68100
1789349-0,74901
1784396-0,69201
2306525-3,86220
1464332-2,46390
0948880-7,66190
0949064-0,70220
0949054-4,68201
0949038-4,86909
0949029-6,64990
0948992-2,73111
0948989-3,71110
0948938-3,86220
0948287-8,41200
0721071-3,46901
0953978-2,73120
1077468-3,74901
0972580-9,47591
0974995-8,70220
1011377-0,71123
1011085-2,70220
1010186-8,41200
0950031-9,73119
0950169-6,90020
0950526-7,69201
0950831-0,93190
0970673-9,68209
0967146-8,62010
0967126-5,70210
0966060-3,43999
0966055-8,00000
0961056-9,70220
0960896-0,46692
0960164-6,64990
0956717-7,66190
0956533-1,46150
0955402-6,56101
0955369-9,47750
0955368-0,69201
0972484-9,46510
0955306-6,46733
1008883-5,95230
1008653-0,74901
1008482-6,49200
0978546-5,43220
0977400-2,46190
0976576-3,71124
0985400-2,68100
0100931-4,00000
1078510-4,73111
0769677-6,41200
2129149-2,47523
1472471-2,62010
2161538-9,46741
1470272-4,66190
1470271-6,41200
1470160-9,43291
1470062-2,69202
1469358-1,73111
2204922-7,45201
0977908-1,43999
0978588-7,27510
1008476-2,64990
0979325-4,63910
1008443-9,73119
1006265-1,69201
1006059-2,46901
1001314-7,33129
0999524-3,71127
0988219-3,62010
0973082-7,62010
0987175-0,47420
0984446-1,66190
0983573-3,46160
0983182-0,66120
0980769-5,47540
0980716-9,68201
0980378-2,52291
0980144-5,74102
1012155-1,41200
1012671-5,43220
1015715-9,70220
1041008-9,87301
1038243-6,46480
1037488-2,58142
1037471-9,47529
1035803-0,46650
1035723-0,46691
1034147-4,47641
1030435-8,43999
1029536-7,41200
1029456-7,25620
1028129-9,66120
1027628-9,69201
1027495-3,58290
1025948-9,96030
1025601-8,64200
1025430-3,68209
1040602-0,74901
1041952-6,68209
1025269-0,49410
1043555-0,28990
1759106-2,70220
0919972-2,86220
1756674-8,41200
1756369-4,74901
1755176-5,16290
1753737-3,56101
1752894-4,46412
1751843-9,41200
1750857-2,59110
2221475-5,46630
0129858-2,68201
0129901-6,68209
0194313-1,33122
1045289-5,68209
1044344-6,46140
1025310-8,66190
1025054-8,18120
1064026-3,45112
1067142-2,62010
1018716-3,46901
1064970-0,69202
1061081-4,61100
1058987-5,43220
1058114-4,46732
1057089-1,41200
1055790-2,46692
1054537-0,46382
1052731-6,70220
1051271-2,69103
1049147-2,41200
1048973-5,41200
1048780-1,55101
1048222-6,56101
1066596-2,47420
1067331-3,46421
1024985-4,70220
1067454-3,85320
1020550-1,31020
1019558-5,70100
1045718-6,70220
1045787-2,47799
1046204-9,62010
1047234-3,43999
1075200-3,56101
1073838-3,46140
1071673-1,47750
1071389-9,69101
1071091-1,49410
1070744-8,96022
1070657-6,70220
1068696-6,46140
1068348-2,69101
0944665-8,81210
0944108-0,26510
0943844-7,62010
2292955-8,66120
2228272-3,64200
2227517-9,41200
2225731-7,64990
2259144-6,75000
2261116-0,69109
2261120-8,68209
2265592-1,70220
2289994-2,46733
1924539-0,45112
2289793-9,26110
2289779-5,68209
2289748-8,74901
2289682-1,49410
2289535-1,69102
2288286-8,56101
2286943-6,41200
2229495-1,70220
2233793-1,49410
2234537-6,74901
2235235-7,74300
2252997-6,61200
2251520-8,62010
2249467-0,41200
2247741-6,74201
2247311-6,62020
2243262-1,70220
2242883-3,70220
2242825-1,95110
2240963-2,81210
2240888-3,63110
2239908-3,70220
2239601-8,70220
2239452-2,66190
2238378-6,62010
2235841-7,66120
2286697-2,46389
2283356-4,62020
2283043-5,49320
2501726-3,41200
0123849-1,46741
0114300-3,73200
0108234-3,46733
0106958-7,64200
0101197-5,71121
0101072-9,46461
0100964-8,46140
0100315-8,77320
2340644-1,82990
2297523-9,64990
2144588-5,49410
2119223-2,45111
2074151-9,66300
2501906-6,64990
2500008-2,74909
2282202-1,41100
2278190-1,41200
2294723-8,78300
2281713-4,70220
2276533-8,82990
2275284-4,90010
2274985-6,74909
2273679-9,86220
2272205-5,62010
2272039-1,61100
2271904-0,61200
2271092-7,74909
2270192-4,64910
2270065-7,42110
2268546-9,66300
2266685-8,63990
2266550-5,62020
2253011-7,70220
2253388-7,62020
2254168-4,49320
2336489-4,59110
2334423-6,93190
2334044-6,78200
2330863-0,18120
2329621-1,70220
2328055-1,95110
2327153-2,69201
2323707-8,73111
2315960-4,47591
2315640-3,68209
2315352-8,70220
2313704-2,86220
2313597-9,73111
2310764-4,71123
2305124-9,32400
2301610-1,70220
2335396-8,56102
2339581-8,46140
2465778-7,62010
2347537-5,70220
2427522-8,78300
2426936-2,73111
2425946-3,41200
2425880-7,62020
2439002-3,73111
1964662-9,69201
1087594-3,71125
1092391-7,77330
2464441-7,70220
2463815-6,41200
2461008-1,52291
2432571-5,68209
2430976-6,69201
2368194-5,46741
2358885-5,77320
2301174-9,69201
2465845-6,41200
2254259-9,70220
2481353-2,74909
2479281-5,62010
2478105-9,85599
2477204-8,70220
2471824-4,62020
2469217-9,96022
2469105-3,85600
2468786-3,96022
2467440-5,62020
2467203-9,47713
2466208-4,68209
2481971-5,46189
2498165-9,41200
2297112-3,74109
2293387-2,79110
2257612-3,58290
2480980-8,66190
2481553-8,62010
2465854-4,70220
2482089-8,69102
2465902-9,62020
2496751-5,62010
2496109-2,49320
2496102-5,49320
2494404-9,41200
2493311-2,86220
2492992-2,85600
2489649-7,64990
2489256-8,56102
2489226-9,70220
2486372-4,70220
2483732-3,45112
2483010-5,70220
2482990-5,77110
2299133-5,62010
1934643-1,71121
1920825-8,66190
2428679-5,66300
2413237-4,69201
0201148-3,70220
0196590-4,58110
0194060-0,81100
0194034-4,68320
0170007-6,64200
0100204-0,18120
2481972-3,70220
2373882-5,69201
1905262-8,68209
0701090-6,52213
2222791-9,70220
2222770-8,62010
2222677-2,70220
1844887-4,77400
1842009-7,68201
1840149-4,66190
0532202-5,66120
0625269-8,46461
1089917-9,46692
1038486-1,68209
0971373-6,55903
0948985-0,47641
0948824-1,46170
0934637-4,68310
0934238-1,62010
0902225-7,47919
0834157-1,74102
0812297-7,85599
0791462-2,85530
0782881-2,62010
2328728-6,46699
0737289-4,62010
1840025-6,47621
1839634-9,62010
1837669-8,46130
1727159-5,68209
1712653-1,46412
1852060-2,43999
1856753-1,73111
1866046-1,71127
1983465-4,66300
1978113-4,74201
1974700-8,47523
1974467-5,68209
1963804-7,46692
1957298-1,41200
1957067-9,71123
1948749-6,66300
1946503-5,85599
1938185-1,80200
1719075-2,35111
1727396-1,46521
1826322-0,62010
1731406-5,47410
1823198-2,69201
1819647-8,93120
1802797-3,18120
1800754-2,68209
1800458-7,43220
1798895-9,46462
1781484-4,41200
1775361-5,41200
1773119-2,85593
1761784-0,62010
1746954-2,70220
1744908-2,62010
1743680-4,66120
1737447-1,68202
1731866-4,74109
2342406-8,63990
2302527-8,62020
2223693-8,66220
2074841-1,68209
2045365-6,77320
1787853-0,71202
1628142-5,62010
1475574-6,46660
1577951-2,36000
1108773-8,68201
1065745-2,71202
1008663-7,47521
1008481-8,46711
0936860-2,33122
0922140-8,46461
0920632-0,62020
0815063-6,46711
2047308-3,71202
2090577-1,71202
0747424-1,68209
2111755-8,47591
1896683-1,25990
1880103-3,41200
1828812-9,47301
1769428-0,47912
1732193-5,71110
1712004-1,47521
1637407-4,93120
1609697-5,46120
0200814-5,46699
0306047-1,26200
0603924-8,46462
0605845-7,46750
2302573-7,52229
2175186-6,49310
2123095-6,66120
0814837-6,52291
0711992-8,62020
0993770-5,46692
0916318-0,20590
0890113-7,66190
0823437-0,68209
0744826-2,66190
0653268-1,70220
0533975-9,46491
0498525-7,56101
0247612-5,46160
0204779-3,47990
0113742-0,75000
0107271-9,46733
2502045-4,70220
2502027-8,52299
1015594-6,68202
1087880-2,79900
0670023-5,46510
1475604-4,52291
0640021-6,62010
0632867-2,70220
1071935-0,46462
1494303-4,70220
1475696-8,26510
1103200-8,46660
2286309-3,62020
2274942-6,70210
2183277-0,52230
2114319-0,62010
2080761-0,46691
2039717-2,62030
2031677-4,43330
1513490-9,71121
2428642-9,46909
2372943-5,62020
2386820-8,20420
2384469-5,62010
2375391-0,93299
2374721-1,56101
2374600-8,74909
2374591-0,78300
2373275-7,96090
2372930-4,47770
1997295-0,46620
1473973-8,62010
2372441-5,56101
2368436-1,46909
2367947-4,59110
2367826-0,47523
2391159-5,43210
2302265-9,56102
2290323-5,66120
2289645-0,62010
2153769-1,66300
1961779-9,64990
1942832-2,64990
1899193-0,78300
1871625-0,66190
1702767-2,46692
1540000-7,58110
2346711-3,66120
2347868-0,64990
2349529-6,56302
2349849-7,66190
2362999-5,62020
2361757-2,69101
2361589-2,62010
2118210-6,47420
2117821-1,45201
2104986-6,61200
2165469-5,45112
2092958-9,41200
2081048-1,68209
2079937-4,62010
2078703-1,47730
2078656-5,86230
2075219-7,56102
2074155-1,64990
2072534-0,32400
2048531-6,70220
2041351-5,49320
2020031-7,71127
2011090-1,41200
2117920-6,43120
2125100-1,93110
2360797-2,69201
2132169-8,49320
2355137-4,46691
2353862-0,46462
2353317-6,68100
2352467-5,43120
2371650-3,46190
1108065-9,59110
0787093-0,66190
0781432-2,74909
2164281-1,56102
2160684-5,77400
2154873-7,49410
2145597-9,26300
2138966-8,63110
2136144-6,46189
2135874-9,70220
2305570-9,62010
2307190-1,71125
2312205-1,46521
0906181-1,71202
0904084-2,43999
0904044-7,46901
0903657-9,00000
0898388-1,69201
0893037-6,43999
0917380-5,47511
0536036-3,46190
0945099-9,73111
0946172-7,00000
0978105-0,68209
0977990-3,68209
0977957-5,41200
0976055-9,49410
0974395-1,74201
0972814-5,62010
0905492-9,74901
0908767-5,46510
0971922-2,62010
0909808-3,46692
0943401-6,68320
0939600-5,43210
0937887-8,66190
0936933-0,46692
0935757-5,73111
0935052-5,70220
0932915-2,73111
0927536-9,18120
0926808-9,70220
0945097-2,46140
0921717-7,46340
0916378-9,68209
0914353-4,70220
0913363-5,70220
0909903-5,70220
0972279-8,43210
0971733-1,00000
2312813-8,70220
0946314-0,73111
0519664-7,64990
0518212-2,08990
2346167-8,71110
2345342-4,56101
2345269-1,74909
2344598-5,46692
2343262-3,62030
2341009-6,43210
2339803-1,93190
2336555-5,62010
2330302-0,41200
2324941-5,73112
2321651-7,32300
2316674-0,47719
0955365-6,90010
0948752-1,71126
0968060-4,71127
0948844-4,66190
0965805-2,47764
0958096-1,70220
0955489-4,00000
0945323-3,68209
0955367-2,71121
0955314-6,43341
0954648-0,81210
0952586-6,70210
0952390-8,70220
0951783-1,74201
0951459-3,00000
0950201-5,58110
0950088-8,00000
0949015-7,70220
0948966-6,66190
2004615-3,43299
2089353-9,68209
2429763-8,70220
2417128-5,93130
2448185-7,43991
2447315-2,45321
2422492-2,68209
2417581-7,62010
2417415-2,70220
2417414-4,68209
2417349-1,70220
2415683-5,62010
2392304-3,64990
2415153-2,49410
2414437-5,49320
2413662-3,41200
2413478-3,64990
2412306-4,69102
2412118-1,96022
2423129-2,78200
2448566-3,64990
0112942-0,47789
0116212-4,46901
0370475-9,13922
0369118-5,46462
2452034-2,66120
0362523-3,62010
0307989-3,46432
0306942-5,68209
0299572-6,70220
0251145-3,62020
0250228-2,70220
0228073-9,68209
0210997-4,46909
0202016-0,46692
0194102-1,68320
0172933-8,68209
0157269-2,68201
2411682-5,71127
2408329-3,46901
2407613-0,73120
2445717-9,43341
2442098-2,68201
2441236-8,70220
2441025-8,70220
2440664-6,46510
2440295-2,70220
2439672-4,86909
2439441-1,73111
2439377-7,70100
2424619-5,93190
2439019-7,81210
2437217-5,62010
2433253-6,82192
2432004-1,85593
2430840-5,74909
2430020-0,77110
2444168-7,66120
2445760-3,49320
2407225-2,43999
2446020-4,58290
2407028-1,86909
2406504-4,46493
2405958-4,71124
2405413-4,73111
2404763-9,41100
2402022-5,70220
2400894-7,73112
2400816-2,41200
2400676-5,56101
2397412-3,66120
2409982-6,62010
2396479-3,43120
2424173-0,71126
2425814-5,81210
2446098-4,63990
0401174-3,49410
0401216-4,71110
0423779-3,71110
2239394-1,86220
2231870-6,70220
2225691-2,41200
2225015-8,78200
2223240-0,62010
2219518-7,46461
2218126-0,56101
2216219-0,71126
2184325-0,41200
2183662-4,38110
2183316-7,64200
2177551-8,46901
2256642-7,59200
1087007-7,61100
2395765-7,62010
2396515-5,82110
2232840-2,46190
0101053-4,68209
2174287-1,62010
2166471-1,71202
2175070-8,87301
0749734-7,71125
0737808-1,66190
0701792-1,69201
0685747-8,66120
0685736-3,64990
0670056-9,70220
0632803-1,66190
0498517-7,66190
2298639-2,41200
2277984-4,62010
0101213-4,66190
0101015-5,68201
0477409-7,46493
2461691-8,61100
2455931-9,81100
2454388-6,41200
2453752-3,46390
2452964-6,45201
0102813-6,68209
0103019-9,68209
0103061-5,68201
0107531-1,46389
0516830-4,71202
0509198-4,62020
0503416-2,70220
0496594-2,86220
0490395-2,46120
0488791-3,46733
0480547-1,71110
2457793-9,70220
0100320-3,68209
0100999-8,68209
0100360-9,25610
0100992-0,68201
0100990-4,68209
0100915-4,68209
0100900-7,68201
0100896-0,68201
0100855-7,93299
0100761-8,81100
0100723-9,69201
0100683-4,68310
0100679-7,68209
0100640-4,68201
0100470-8,68310
0100441-7,69102
0100388-7,66190
1905121-1,71121
0753192-0,45112
2119645-2,30300
2291828-5,33121
2288217-1,81220
0937692-8,81100
0950449-1,66190
0173152-6,68209
0949082-7,68209
0948839-9,64990
2274217-9,71127
0707717-4,78200
0948167-2,41200
2364781-9,46130
0950506-4,62010
0809706-2,41200
2054655-3,87901
0953943-2,69102
0953454-3,41200
1731890-4,71127
1597812-4,62010
0214922-0,45321
1508382-2,45321
0280491-8,71123
0357165-0,43220
0498815-9,43999
0683170-2,45321
0754435-0,68209
0775736-4,64990
0813970-1,41200
0940746-4,68202
0940769-1,02200
0948048-5,71127
1018914-2,62010
0949519-3,70220
1035443-5,69201
1041882-2,43210
0920054-3,81100
2119607-3,66190
0922469-2,70220
0920760-6,66190
2469451-0,47420
0953120-3,70220
0893201-3,46190
0658740-4,46310
0811202-3,66190
0820914-0,70220
0882768-6,69102
0889803-8,69201
0889808-9,74909
0545214-5,46741
0895843-2,00000
1578210-5,87901
1627078-5,68209
0897616-3,68209
0751876-9,68310
0724728-4,47410
0716428-6,95230
2378753-9,45321
2411884-7,43291
2419845-3,62010
0994438-2,45112
1017594-7,68209
1024889-4,74901
1038186-3,45112
0943917-5,47210
1070714-9,25110
1075533-5,68201
1089199-4,68209
1458444-9,70220
1604742-8,68209
0943165-9,68209
1605988-3,68209
0926769-2,49320
0951390-2,20590
2372869-4,27900
0951505-1,00000
1620476-1,49320
1729474-6,49410
0684134-5,70220
2440669-7,73111
2449213-4,43330
0173279-9,08990
0173343-3,68209
0173356-4,46431
0230739-9,68202
0280895-1,25110
0945922-1,43120
0498628-4,71124
0911234-0,46691
0945797-1,00000
0638508-7,69202
0945743-7,43120
0650297-6,93120
0682736-7,68209
2444779-8,36000
2439009-0,71124
2432848-1,66120
1775893-4,46732
1789720-5,68209
1847588-0,25110
2026233-1,90030
2078019-8,33110
2108417-8,71129
0940771-2,73111
2120109-8,32991
0937830-9,00000
0937730-6,69102
1746361-8,49392
0922540-9,43220
0944884-8,46692
0932684-0,49410
0819479-4,47785
0822056-9,66190
0813184-9,41100
0802790-2,78200
0820068-0,66300
0818950-6,43999
0818680-7,66190
0801324-4,66190
0804726-8,70220
0811222-6,68310
0810093-8,00000
0810012-9,28990
0800036-3,74102
0799367-4,00000
0799353-5,00000
0799352-7,00000
0799351-9,00000
0799350-0,00000
0799349-8,00000
0799347-1,00000
0799346-3,00000
0799345-5,00000
0799344-7,00000
0799343-9,00000
0821625-2,71110
0863120-2,46150
0836397-3,55109
0862769-2,41200
0861327-4,00000
0861300-4,47770
0861516-5,00000
0815049-2,00000
0816572-3,66190
0816265-3,25610
0815692-3,66190
0815223-6,46499
0822268-7,30120
0822442-0,53200
0822430-8,53200
0822417-2,53200
0822412-1,53200
0822458-6,53200
0822463-1,53200
0822492-2,53200
0824212-7,43999
0826374-5,46412
0825700-3,56210
0825613-1,68209
0805813-5,66190
0822187-9,00000
0830417-2,69201
0838072-2,00000
0837575-5,73111
0835539-1,00000
0839669-5,00000
0716558-8,64990
0687487-6,00000
0721959-0,32502
0733191-0,64990
0733184-9,46739
0687240-8,70220
0733165-4,41200
0731037-8,46650
0728094-9,41200
0725514-5,16290
0739776-8,62020
0739750-6,00000
0715815-0,56103
0716381-4,00000
0741331-8,00000
0741312-3,68100
0741101-3,74901
0741531-3,00000
0741623-6,00000
0742335-6,66190
0741707-9,00000
0741637-5,00000
0741627-9,00000
0742429-5,66190
0736999-4,66190
0746178-2,78200
0743470-9,00000
0616932-5,43999
0620745-9,73111
0630332-8,46510
0627500-5,70220
0683276-4,73111
0669174-6,81100
0671050-5,70220
0616627-1,26110
0647329-8,41200
0647242-0,66300
0632896-3,00000
0612358-9,56102
0609245-2,81210
0646249-2,49410
0631112-5,70220
0615630-5,64990
0614944-7,00000
0915961-6,46733
0915781-3,81210
1596360-0,68209
2093878-4,46190
0208116-6,35301
0398652-2,68209
1604089-1,25990
0573778-1,68320
0992960-9,23610
0902461-5,18120
0900754-0,93110
0897873-2,47763
0889346-4,68100
0877531-0,47791
0879229-2,46493
0940673-6,77310
0913659-6,73111
0799339-1,00000
0882834-7,32400
0693435-7,00000
0691615-9,00000
0702337-9,46901
1057896-5,33200
0691506-8,69201
0690264-6,32502
0711169-4,74909
0710955-1,00000
0710807-3,47990
0710744-1,00000
0710012-7,00000
0689254-8,00000
0689175-6,46190
0699900-3,73111
0701342-9,68310
0688765-0,66190
0692449-0,00000
0907449-5,46493
0906582-0,74102
0799319-9,00000
0799317-2,00000
0799316-4,00000
0707579-3,68310
0751865-4,71202
0777784-0,47192
0708707-3,46750
0715091-7,66190
0713438-6,93190
0705100-3,00000
0861329-0,00000
0861331-1,00000
0861349-3,00000
2229345-7,43120
0680446-4,26300
0672043-9,93120
1922747-5,41200
0811070-6,68202
0796033-8,70220
0762003-4,55903
0980176-0,71129
0849746-1,43341
0975945-1,70220
1075012-0,66120
1866715-3,47111
0955323-4,66190
0955295-2,66190
0950056-2,68209
0937854-4,47299
0702760-1,70220
0703317-1,46493
0707850-5,66120
0707857-2,64990
0778727-2,74201
0957442-2,95210
0773077-8,71127
0763056-6,63110
0983164-4,16100
0996768-0,47599
0759699-4,01491
1091653-0,96030
1101774-8,30110
0744847-3,47642
1499258-1,47292
0741604-1,46462
0732444-6,70220
0732221-3,66190
1601888-9,41200
0935142-1,46499
0929810-6,70220
0921592-1,46499
0658690-3,73111
0676736-8,69201
0813029-9,68209
0108094-6,90010
0107607-4,74201
0107419-1,46140
1651620-4,68209
2144393-5,45201
2195968-3,79900
2223303-2,41200
9200539-3,49320
9003150-4,68202
2505631-8,25110
0109737-7,68209
2505427-5,62010
2094479-7,56101
0663597-1,00000
2353245-6,47512
2392259-3,22210
1990835-0,43220
2382775-6,49410
0895729-6,62090
2415706-1,43999
0187228-1,43999
0881257-2,41200
0250867-6,71129
0869349-7,70220
0867271-7,82300
0863108-5,69201
0856214-7,70220
0841175-2,46610
0714313-5,68202
0720318-5,68202
0783319-5,46350
0942392-3,71129
0932044-9,16100
1949720-5,71121
2082215-9,41200
2487246-0,64990
2486533-2,68100
2485986-4,52291
2151658-3,41200
2174805-0,27320
2485440-6,70220
2485194-2,02400
2485085-1,69201
2239464-5,49410
2246438-3,43220
2484791-9,43220
2275073-4,56102
2302191-2,56102
2484623-8,81100
1989144-8,68100
1868449-8,49410
2486031-2,68209
2486778-4,62010
2496143-9,73111
2495930-4,74102
2495497-6,47642
0894917-3,68209
1479918-3,62010
2490123-3,62010
0185253-9,43120
2487234-8,86909
2487220-9,86909
2487218-8,47783
2487203-0,46742
2486910-6,41200
2486909-3,02400
2486875-2,68100
1757007-7,78200
0518276-3,69201
2357668-6,68202
0785577-3,18120
0708345-1,71123
0757400-7,68209
2488223-9,41200
2488185-0,64990
0779710-4,53200
2487974-2,56302
2487973-4,46450
2487608-2,68100
1088504-1,88101
2487505-5,32999
2487501-2,62010
2488968-4,70220
2501595-4,86220
2501714-0,43320
0785885-1,00000
2488512-2,74300
2488888-4,46441
1490491-6,87301
2488970-5,61200
1439801-3,35301
0185281-1,43220
2489761-7,64990
0185536-9,93110
0189829-7,68209
0460485-6,43999
2489358-7,70210
2489325-3,68100
2489324-5,41200
2489274-4,74909
2489143-4,71124
2489121-5,58290
0519008-5,41200
0626021-7,41200
1478610-4,87301
0800198-0,42999
2504310-3,56102
2496290-9,85599
1068421-5,46750
1744911-1,71127
1075531-9,46450
1074819-4,43999
1070695-5,46382
1070582-1,10890
2034116-0,68202
1068653-6,38320
2173873-3,46620
1041667-5,49410
1081764-7,70220
0968315-1,46189
0805926-9,66190
0831839-8,43999
0933241-5,46491
0931933-3,68100
0931375-9,46480
1707799-5,41200
1079142-4,77290
1079888-8,42130
1081712-9,41200
1111088-9,78200
1109210-7,69101
0623715-6,25110
1100872-9,71125
0775635-3,46692
0826528-1,71127
1094018-6,64200
1093594-2,49320
1090521-7,75000
0876675-6,43210
1087288-1,77390
0881423-6,28220
1043560-6,62010
0930670-0,70220
0921473-4,56101
0921328-0,52291
0872651-9,41200
0872248-9,78200
0936675-4,00000
0940797-4,41200
0941203-6,41200
0945152-9,46741
0922777-0,16290
0927053-3,43910
0968066-3,00000
1014373-4,41200
1013826-5,70210
0995355-3,46150
1010590-6,46491
0994088-3,47750
1059995-0,47592
0982590-6,71121
0872295-6,55101
0888392-8,46432
1760513-7,71123
0888397-9,52291
0907932-5,78300
0907885-9,73111
0907693-3,56101
0907266-8,46732
0906791-4,52299
0905402-1,38210
0905356-3,46150
0896955-3,47740
0896147-1,46181
0895865-1,23610
0891740-3,61200
2032198-7,95220
0890493-6,81210
0135740-7,18120
0451103-5,10510
0790442-4,35113
0570501-8,73111
0529837-9,47512
0522793-3,58142
2297140-6,66220
0364170-0,00000
0347011-2,49392
2316465-7,66120
0251090-1,85420
2128552-7,79900
2499169-7,43110
0224097-2,68209
0222702-2,46160
0222526-2,46189
0216592-5,69202
1551411-9,47521
0185005-8,35120
0533765-7,68209
0597301-2,46170
0120942-0,68209
0603884-3,90010
2503879-3,16231
2503321-2,71129
2503041-7,62010
2317617-2,33200
2502543-1,72192
2502049-7,71126
2501969-9,88101
2501952-5,90010
2501817-8,56102
2501712-4,73111
0109769-2,46692
0112097-9,00000
2124983-3,43120
2190770-1,46189
1719298-5,16231
0120013-5,68209
1061785-6,69102
2042723-9,35120
0136909-6,68201
0224887-8,16100
0495457-3,20410
1034297-9,49410
1033613-0,85530
1033097-8,66190
1031418-5,50201
0605207-1,70220
0625971-8,43999
1030048-8,61100
1027613-1,46510
0714150-0,47591
1026309-0,46390
1025968-1,62010
2212298-1,35113
2034118-7,68202
0117430-1,68209
1707453-2,27120
0185066-4,68209
0114539-1,00000
2075303-4,79120
0224137-7,68209
0579707-1,25110
0138685-7,68209
1059808-5,62010
0854735-0,47521
0887796-6,68209
1057377-7,46692
1477522-9,35111
1503858-9,16213
1635931-7,78200
1636675-2,22220
1465927-9,25110
2497146-9,70220
1079023-7,46140
1844264-0,47791
1838643-1,86901
1918956-0,46412
1907421-0,63110
1894421-0,01500
2315872-4,47789
2330365-3,35115
1850116-1,70220
1809610-0,59200
2451790-1,99000
1472672-6,68201
1790166-5,59200
0711287-3,87202
1750450-4,70220
1741501-8,74909
1739047-1,70220
1930916-3,70220
