Postal code area,WHOLE COUNTRY,Ahvenanmaa,Etelä-Karjala,Etelä-Pohjanmaa,Etelä-Savo,Kainuu,Kanta-Häme,Keski-Suomi,Kymenlaakso,Lapland,North Ostrobothnia,Pirkanmaa,Pohjanmaa,Pohjois-Karjala,Pohjois-Pohjanmaa,Pohjois-Savo,Päijät-Häme,Satakunta,Uusimaa,Varsinais-Suomi
"Workplaces, total (TP)",1.0,0.005179214384000849,0.01830989001173781,0.032336700756595886,0.026382689719851395,0.010329358094244597,0.031373155381487286,0.03998987160873738,0.02465782974359666,0.027193719386263308,0.05063774317197284,0.08455015870902614,0.03994942545394489,0.021711580155431204,0.011784577038549399,0.03334574805584603,0.030237713848510612,0.017818637756654026,0.31584739328745504,0.08419499091225459
"A Agriculture, forestry and fishing (TP)",1.0,0.006912044237083117,0.016400395871624486,0.09403522000722622,0.06015049405407104,0.02156871985798891,0.055641956108519096,0.044095700394300705,0.022935419513957618,0.03223526085112399,0.0441899555429882,0.058658120866519003,0.06571154782663337,0.03163831157610318,0.03762351351775924,0.06249116357981055,0.033491996166957284,0.012583062349780856,0.054212419686758724,0.07061281555838321
B Mining and quarrying (TP),1.0,0.001671402306535183,0.015042620758816648,0.04245361858599365,0.0118669563763998,0.1534347317399298,0.031422363362861444,0.02858097944175163,0.014708340297509611,0.2762828012702658,0.04830352665886679,0.03827511281965569,0.02055824837038275,0.034430887514624774,0.07504596356342971,0.04529500250710346,0.012201236837706835,0.006518468995487214,0.03977937489553736,0.043623600200568276
C Manufacturing (TP),1.0,0.0021310781103992577,0.02419479532910703,0.0464030493912646,0.03658126668056013,0.0071360864800908905,0.0449946554981143,0.04495095831288529,0.029425012268825084,0.02329396104900135,0.05363997552957627,0.1144731800122352,0.07213060752532756,0.027354437953358297,0.017888955368367272,0.028779638456212057,0.04400306552560991,0.024564540742583244,0.2148926729904337,0.1169134997411782
"D Electricity, gas, steam and air conditioning supply (TP)",1.0,0.00909318428297322,0.016851589221656794,0.022524401434887795,0.023942604488195546,0.006673896721448236,0.01918745307416368,0.029615416701426544,0.02302494368899641,0.03729039793109202,0.04488195545173938,0.06698923834153667,0.04896971719362643,0.01076165846333528,0.011011929590389588,0.028447484775173105,0.024192875615249854,0.026195044631684324,0.4140318678568449,0.11662634520730791
"E Water supply; sewerage, waste management and remediation activities (TP)",1.0,0.004793446051943525,0.017082098657835106,0.033641275928185464,0.03390273662192784,0.012724420428795537,0.07591075474986927,0.05298936726512114,0.03721457207599791,0.031113822555342514,0.053076520829701934,0.0736447620707687,0.05072337458602057,0.027279065713787694,0.01664633083493115,0.03860902910929057,0.04793446051943524,0.02632037650339899,0.2477775841031898,0.0876764859682761
F Construction (TP),1.0,0.00509130487362438,0.01720280565969283,0.03053573588100133,0.024047647841335108,0.00939049461845447,0.03291208126738421,0.042653283347442256,0.024265328334744225,0.026768654008949087,0.06215382754867578,0.08285766114403192,0.03564518079574314,0.020316846051517717,0.013852944733341395,0.03742895150562341,0.03640706252267505,0.01911355665739509,0.3304510823557867,0.08810013302696819
G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),1.0,0.00392521789746182,0.019541840908046504,0.03401344913683501,0.02483035399721214,0.009263514238009895,0.03346200389075257,0.03873136957554034,0.023409616592374737,0.025243937931773968,0.04627161741954261,0.08709771303402111,0.03420109369973806,0.019913300552977038,0.01119357259929844,0.03211402662255105,0.03262334757900219,0.018029195962195366,0.37080097421993474,0.08383499532803333
H Transportation and storage (TP),1.0,0.018808992359084918,0.019403201109189666,0.03283384247373673,0.022854182696336475,0.008905513190672447,0.029017193963448543,0.031203577441398067,0.03716090106424311,0.027760213915150038,0.04927361789330144,0.06863111063709844,0.03111216071061272,0.017856734746737567,0.009187381443927263,0.031340702537576086,0.028301096238963333,0.016058872374625763,0.37445816541857435,0.08919987506380125
I Accommodation and food service activities (TP),1.0,0.00563452284371145,0.02274924706326891,0.02677231860059346,0.02520532112334826,0.01101343616985808,0.02979517898222958,0.04253120103132883,0.026527822540314067,0.042709016347895666,0.0470988319756393,0.08540691923850591,0.03251797601715918,0.02213800691257043,0.008990786943910381,0.03240684144430491,0.03398495237883553,0.018470566008379548,0.34918482790811395,0.08355097187183962
J Information and communication (TP),1.0,0.005227422350178342,0.009658940169596448,0.008037653162492261,0.007457920232679251,0.005227422350178342,0.011997523852570968,0.040748346778551846,0.007281052559176976,0.008106435035520925,0.05138988513427204,0.1068477267590964,0.02253097640781755,0.011378486995313008,0.002495799392754321,0.018178066443289346,0.01644869363571155,0.00913816313095086,0.5574770808973086,0.05569366518949406
K Financial and insurance activities (TP),1.0,0.01177972364678745,0.009361073164177098,0.021364745929724767,0.011510984704275189,0.005329989026493181,0.022372516964145744,0.017423241439544934,0.009965735784829687,0.010458423846102165,0.04178890556065662,0.06839406086937048,0.026918684074978164,0.01254115065057219,0.0063825498846662035,0.029628468411976798,0.016661814435760196,0.00974178666606947,0.5717421001948357,0.08012899469240589
L Real estate activities (TP),1.0,0.006117136659436009,0.01947939262472885,0.025726681127982647,0.02299349240780911,0.0078091106290672455,0.025379609544468548,0.043731019522776575,0.020911062906724513,0.029891540130151845,0.049891540130151846,0.09019522776572668,0.025683297180043384,0.02086767895878525,0.007982646420824295,0.030498915401301518,0.031019522776572668,0.015921908893709327,0.3978308026030369,0.08537960954446855
"M Professional, scientific and technical activities (TP)",1.0,0.0030127350244266477,0.013446748526454716,0.01761344398454937,0.015865228477255924,0.0066750046642113335,0.020246132159564396,0.035468735964178856,0.01801422066211071,0.01791057152136209,0.053261838459359175,0.09043042033181545,0.028779911414534374,0.014137742798112203,0.005486494516960454,0.02782633931964704,0.021648850531029096,0.01339837892743869,0.46323564977646337,0.07728079934217345
N Administrative and support service activities (TP),1.0,0.0018254776573778794,0.014169713767329515,0.011542806894517445,0.011648551027109457,0.00779723840849515,0.01665191814291041,0.020536623645501142,0.016752096794839685,0.018616532816856726,0.027983236772243836,0.046416108727230225,0.020742546430022428,0.01164298554644672,0.004435688088201738,0.02108760623111215,0.018332693303057118,0.009817507889068839,0.20281168083081497,0.050434385765726654
O Public administration and defence; compulsory social security (TP),1.0,0.006329331340925096,0.023290565259957745,0.026596932378351455,0.02527438553099397,0.01666065509008777,0.03788152041359647,0.04422802768760413,0.04126517923086172,0.03662767729856924,0.04962127067552945,0.06744130124869034,0.0339224678380653,0.028168530255406124,0.010752134109685509,0.034652444994074307,0.019554799814499924,0.016205492863399805,0.35891688565981344,0.07894917641400868
P Education (TP),1.0,0.00391574152452058,0.021210774074502614,0.03311024365290575,0.027306664068351916,0.010596252336960824,0.034510897697446544,0.05545981036362197,0.021058529069661224,0.030546437771376722,0.05762168943236973,0.09629192066208307,0.0461058772661669,0.02747108867358062,0.014445006059351192,0.03926703164869161,0.029188412328191513,0.016101431712025528,0.3201347063802837,0.09035436547326882
Q Human health and social work activities (TP),1.0,0.004999668652298448,0.019218166689983728,0.04137919185522805,0.03652187999322578,0.013332449739462529,0.03308077275192857,0.046081874789839654,0.02941876704293039,0.03426626119525707,0.06240627155294077,0.0927356311682829,0.04612850891079875,0.027231872212690862,0.013118914554018266,0.044766301693309474,0.035444386356328864,0.024662086705103,0.27157993947381986,0.0939113019019358
"R Arts, entertainment and recreation (TP)",1.0,0.00863413669617945,0.014126590065250346,0.019553133993892392,0.021288749258518796,0.011468242634620032,0.02504558736296329,0.04281916646527671,0.020234198211657183,0.028956214161741767,0.03967748313816816,0.08895577476547224,0.02911000285607575,0.019926620822989214,0.005800030757738867,0.028472878265263526,0.0287804556539315,0.01667508842849924,0.40773776830634706,0.07368675439945514
S Other service activities (TP),1.0,0.006515834262297656,0.017726209354539887,0.031888335871630216,0.027884630481543705,0.01133598153585279,0.03350551883311614,0.04113611028245749,0.025278296776624642,0.026267447520057777,0.05331993531268154,0.07638441852067011,0.03743072019594605,0.023661113815138718,0.010613744485092086,0.03300309305867391,0.02936050619396775,0.017035373914681823,0.3664410984283494,0.07960308363819064
T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),1.0,0.0,0.0,0.0013090562894204451,0.0008330358205402833,0.00023801023444008093,0.0013090562894204451,0.007497322384862549,0.001547066523860526,0.001785076758300607,0.0011900511722004047,0.0007140307033202428,0.0008330358205402833,0.0008330358205402833,0.00011900511722004047,0.00047602046888016187,0.0,0.00011900511722004047,0.0022610972271807687,0.0011900511722004047
U Activities of extraterritorial organisations and bodies (TP),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.7644230769230769,0.0
X Industry unknown (TP),1.0,0.0,0.0,0.0,2.8420394475075315e-05,0.0,0.0,5.684078895015063e-05,2.8420394475075315e-05,2.8420394475075315e-05,0.0,5.684078895015063e-05,2.8420394475075315e-05,2.8420394475075315e-05,2.8420394475075315e-05,5.684078895015063e-05,5.684078895015063e-05,0.0001705223668504519,0.0005968282839765816,8.526118342522594e-05
