Region,Information,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
MK05 Kanta-Häme,Dwellings (RA),91611.0,92320.0,92961.0,94547.0,95004.0,95048.0,95553.0,96503.0,97260.0,97864.0,98267.0,98412.0
MK05 Kanta-Häme,Average floor area per dwelling (RA),82.2,82.5,82.7,82.8,82.8,82.9,83.1,82.9,82.7,82.6,82.9,82.7
MK05 Kanta-Häme,Dwellings in small houses (RA),55069.0,55734.0,56167.0,57022.0,56766.0,56769.0,56961.0,57273.0,57385.0,57461.0,58097.0,58022.0
MK05 Kanta-Häme,Dwellings in blocks of flats (RA),34663.0,34858.0,35064.0,35554.0,35941.0,36057.0,36434.0,37168.0,37852.0,38432.0,38177.0,38306.0
MK05 Kanta-Häme,Other dwellings (RA),1879.0,1728.0,1730.0,1971.0,2297.0,2222.0,2158.0,2062.0,2023.0,1971.0,1993.0,2084.0
MK05 Kanta-Häme,"Workplaces, total (TP)",68256.0,68863.0,68336.0,66616.0,65676.0,64163.0,63793.0,63895.0,64426.0,64199.0,62551.0,
MK05 Kanta-Häme,Primary production (TP),2908.0,2756.0,2695.0,2615.0,2515.0,2369.0,2258.0,2214.0,2229.0,2158.0,2066.0,
MK05 Kanta-Häme,Processing (TP),17294.0,17820.0,17670.0,16689.0,16196.0,15812.0,16062.0,16336.0,16697.0,16058.0,15320.0,
MK05 Kanta-Häme,Services (TP),47216.0,47371.0,47129.0,46661.0,46210.0,45204.0,44694.0,44526.0,44590.0,45021.0,44326.0,
MK05 Kanta-Häme,"A Agriculture, forestry and fishing (TP)",2908.0,2756.0,2695.0,2615.0,2515.0,2369.0,2258.0,2214.0,2229.0,2158.0,2066.0,
MK05 Kanta-Häme,B Mining and quarrying (TP),84.0,99.0,97.0,91.0,83.0,76.0,80.0,91.0,101.0,83.0,61.0,
MK05 Kanta-Häme,C Manufacturing (TP),11668.0,12021.0,11888.0,11234.0,10868.0,10527.0,10667.0,10835.0,10924.0,10477.0,10043.0,
MK05 Kanta-Häme,"D Electricity, gas, steam and air conditioning supply (TP)",193.0,176.0,173.0,148.0,142.0,135.0,140.0,131.0,150.0,163.0,145.0,
MK05 Kanta-Häme,"E Water supply; sewerage, waste management and remediation activities (TP)",692.0,693.0,703.0,764.0,762.0,762.0,771.0,753.0,764.0,807.0,806.0,
MK05 Kanta-Häme,F Construction (TP),4657.0,4831.0,4809.0,4452.0,4341.0,4312.0,4404.0,4526.0,4758.0,4528.0,4265.0,
MK05 Kanta-Häme,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),8115.0,8117.0,8095.0,7762.0,7740.0,7678.0,7567.0,7696.0,7572.0,7454.0,7212.0,
MK05 Kanta-Häme,H Transportation and storage (TP),3367.0,3355.0,3304.0,3318.0,3210.0,3059.0,3034.0,2860.0,2716.0,2782.0,2708.0,
MK05 Kanta-Häme,I Accommodation and food service activities (TP),2227.0,2339.0,2391.0,2326.0,2256.0,2261.0,2132.0,2130.0,2255.0,2171.0,1886.0,
MK05 Kanta-Häme,J Information and communication (TP),1501.0,1484.0,1507.0,1471.0,1402.0,1267.0,1223.0,1156.0,1216.0,1250.0,1134.0,
MK05 Kanta-Häme,K Financial and insurance activities (TP),917.0,951.0,913.0,903.0,906.0,907.0,838.0,833.0,766.0,773.0,668.0,
MK05 Kanta-Häme,L Real estate activities (TP),544.0,559.0,559.0,545.0,548.0,546.0,515.0,504.0,522.0,553.0,520.0,
MK05 Kanta-Häme,"M Professional, scientific and technical activities (TP)",3182.0,3024.0,2844.0,2810.0,2785.0,2662.0,2570.0,2618.0,2674.0,2713.0,2664.0,
MK05 Kanta-Häme,N Administrative and support service activities (TP),3826.0,4053.0,4163.0,4055.0,4039.0,3906.0,4273.0,4395.0,4503.0,4693.0,4323.0,
MK05 Kanta-Häme,O Public administration and defence; compulsory social security (TP),4778.0,4567.0,4521.0,4696.0,4589.0,4156.0,4159.0,4071.0,3957.0,4041.0,4138.0,
MK05 Kanta-Häme,P Education (TP),4708.0,4594.0,4521.0,4394.0,4375.0,4340.0,4132.0,4267.0,4276.0,4561.0,4540.0,
MK05 Kanta-Häme,Q Human health and social work activities (TP),11061.0,11354.0,11321.0,11217.0,11119.0,11179.0,10865.0,10689.0,10916.0,10993.0,11613.0,
MK05 Kanta-Häme,"R Arts, entertainment and recreation (TP)",931.0,999.0,986.0,1021.0,998.0,1028.0,1075.0,1076.0,1094.0,1041.0,959.0,
MK05 Kanta-Häme,S Other service activities (TP),2050.0,1967.0,1997.0,1957.0,1998.0,1966.0,2037.0,1976.0,1848.0,1813.0,1746.0,
MK05 Kanta-Häme,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),6.0,6.0,5.0,184.0,243.0,248.0,272.0,253.0,273.0,183.0,215.0,
MK05 Kanta-Häme,U Activities of extraterritorial organisations and bodies (TP),3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,
MK05 Kanta-Häme,X Industry unknown (TP),838.0,916.0,842.0,651.0,755.0,778.0,779.0,819.0,910.0,962.0,839.0,
MK05 Kanta-Häme,"Inhabitants, total (PT)",174555.0,175230.0,175472.0,175481.0,175350.0,174710.0,173781.0,172720.0,171364.0,170925.0,170577.0,170213.0
MK05 Kanta-Häme,Employed (PT),75133.0,76045.0,75464.0,73778.0,72638.0,71144.0,70785.0,71211.0,71700.0,71144.0,69254.0,70713.0
MK05 Kanta-Häme,Unemployed (PT),8756.0,7877.0,8387.0,9718.0,10353.0,10572.0,10286.0,8311.0,7257.0,6989.0,9225.0,7667.0
MK05 Kanta-Häme,Children aged 0 to 14 (PT),29142.0,29062.0,28883.0,28780.0,28574.0,28174.0,27782.0,27290.0,26647.0,26036.0,25450.0,24844.0
MK05 Kanta-Häme,Students (PT),12122.0,11856.0,11736.0,11845.0,11829.0,11875.0,11405.0,11404.0,10876.0,10966.0,11412.0,11502.0
MK05 Kanta-Häme,Pensioners (PT),44313.0,45120.0,45692.0,46254.0,46768.0,47649.0,48431.0,49271.0,49648.0,50194.0,50253.0,50520.0
MK05 Kanta-Häme,Others (PT),5089.0,5270.0,5310.0,5106.0,5188.0,5296.0,5092.0,5233.0,5236.0,5596.0,4983.0,4967.0
MK06 Pirkanmaa,"Inhabitants, total (HE)",491746.0,495242.0,499006.0,502575.0,505756.0,508448.0,511642.0,514333.0,517333.0,519872.0,522852.0,527478.0
MK06 Pirkanmaa,Males (HE),241189.0,243036.0,245011.0,247048.0,248590.0,250024.0,251713.0,253219.0,254781.0,256046.0,257521.0,259963.0
MK06 Pirkanmaa,Females (HE),250557.0,252206.0,253995.0,255527.0,257166.0,258424.0,259929.0,261114.0,262552.0,263826.0,265331.0,267515.0
MK06 Pirkanmaa,Average age of inhabitants (HE),41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0
MK06 Pirkanmaa,0-2 years (HE),17115.0,17103.0,17263.0,17151.0,16927.0,16286.0,15748.0,15066.0,14291.0,13573.0,13184.0,13505.0
MK06 Pirkanmaa,3-6 years (HE),21937.0,22317.0,22682.0,22945.0,23050.0,23285.0,23098.0,22829.0,22533.0,21672.0,20780.0,19841.0
MK06 Pirkanmaa,7-12 years (HE),30521.0,31076.0,31448.0,31973.0,32521.0,33222.0,34000.0,34428.0,34685.0,35143.0,35194.0,35007.0
MK06 Pirkanmaa,13-15 years (HE),16090.0,15628.0,15533.0,15406.0,15570.0,15470.0,15613.0,15929.0,16390.0,16823.0,17107.0,17413.0
MK06 Pirkanmaa,16-17 years (HE),11486.0,11349.0,10974.0,10750.0,10500.0,10434.0,10632.0,10596.0,10554.0,10600.0,11046.0,11442.0
MK06 Pirkanmaa,18-19 years (HE),11803.0,11902.0,11806.0,11660.0,11296.0,11301.0,11037.0,11018.0,11140.0,11047.0,11089.0,11172.0
MK06 Pirkanmaa,20-24 years (HE),32075.0,32553.0,33025.0,33089.0,33258.0,33221.0,33389.0,33361.0,33251.0,33083.0,33148.0,33386.0
MK06 Pirkanmaa,25-29 years (HE),34900.0,34667.0,34163.0,34055.0,33988.0,34121.0,34593.0,35116.0,35549.0,35702.0,35830.0,36392.0
MK06 Pirkanmaa,30-34 years (HE),33041.0,32976.0,33560.0,34395.0,35053.0,35173.0,35039.0,34667.0,34547.0,34824.0,35142.0,36083.0
MK06 Pirkanmaa,35-39 years (HE),29792.0,30819.0,31717.0,32726.0,33050.0,33238.0,33226.0,33797.0,34589.0,35247.0,35683.0,35819.0
MK06 Pirkanmaa,40-44 years (HE),31966.0,31109.0,30326.0,29505.0,29673.0,30009.0,31000.0,31849.0,32866.0,33140.0,33474.0,33596.0
MK06 Pirkanmaa,45-49 years (HE),32927.0,33013.0,33047.0,32893.0,32293.0,31914.0,31125.0,30271.0,29452.0,29726.0,30100.0,31200.0
MK06 Pirkanmaa,50-54 years (HE),32535.0,32315.0,32372.0,32697.0,32903.0,32817.0,32771.0,32795.0,32632.0,32099.0,31729.0,31032.0
MK06 Pirkanmaa,55-59 years (HE),33215.0,33085.0,32823.0,32334.0,32167.0,32093.0,31960.0,31938.0,32299.0,32441.0,32384.0,32525.0
MK06 Pirkanmaa,60-64 years (HE),35893.0,35270.0,34517.0,33619.0,32913.0,32507.0,32427.0,32200.0,31711.0,31511.0,31482.0,31397.0
MK06 Pirkanmaa,65-69 years (HE),25557.0,27069.0,30217.0,32517.0,34283.0,34637.0,34075.0,33333.0,32519.0,31938.0,31532.0,31465.0
MK06 Pirkanmaa,70-74 years (HE),20266.0,21572.0,21212.0,21417.0,21898.0,23901.0,25366.0,28329.0,30500.0,32240.0,32671.0,32169.0
MK06 Pirkanmaa,75-79 years (HE),16582.0,16669.0,17018.0,17629.0,18150.0,18117.0,19334.0,19015.0,19246.0,19699.0,21500.0,22928.0
MK06 Pirkanmaa,80-84 years (HE),13379.0,13578.0,13629.0,13483.0,13424.0,13409.0,13502.0,13862.0,14437.0,14941.0,14994.0,16060.0
MK06 Pirkanmaa,85 years or over (HE),10666.0,11172.0,11674.0,12331.0,12839.0,13293.0,13707.0,13934.0,14142.0,14423.0,14783.0,15046.0
MK06 Pirkanmaa,"Aged 18 or over, total (KO)",394597.0,397769.0,401106.0,404350.0,407188.0,409751.0,412551.0,415485.0,418880.0,422061.0,425541.0,430270.0
MK06 Pirkanmaa,Basic level studies (KO),110811.0,108711.0,106458.0,103513.0,100794.0,99378.0,97060.0,94342.0,90277.0,88651.0,86820.0,85486.0
MK06 Pirkanmaa,"With education, total (KO)",283786.0,289058.0,294648.0,300837.0,306394.0,310373.0,315491.0,321143.0,328603.0,333410.0,338721.0,344784.0
MK06 Pirkanmaa,Matriculation examination (KO),31617.0,31497.0,31051.0,30406.0,30278.0,30375.0,30167.0,30352.0,31048.0,31323.0,31998.0,32585.0
MK06 Pirkanmaa,Vocational diploma (KO),178143.0,180487.0,182932.0,185974.0,188414.0,189228.0,191489.0,193627.0,195676.0,196573.0,197220.0,198164.0
MK06 Pirkanmaa,Academic degree - Lower level university degree (KO),37650.0,39611.0,41631.0,43526.0,45239.0,46987.0,48694.0,50545.0,53265.0,55287.0,57200.0,59350.0
MK06 Pirkanmaa,Academic degree - Higher level university degree (KO),36376.0,37463.0,39034.0,40931.0,42463.0,43783.0,45141.0,46619.0,48614.0,50227.0,52303.0,54685.0
MK06 Pirkanmaa,"Aged 18 or over, total (HR)",394597.0,397769.0,401106.0,404350.0,407188.0,409751.0,412551.0,415485.0,418880.0,422061.0,425541.0,430270.0
MK06 Pirkanmaa,Average income of inhabitants (HR),20779.0,21730.0,22176.0,22388.0,22627.0,22796.0,23101.0,23699.0,24519.0,24918.0,25108.0,26441.0
MK06 Pirkanmaa,Median income of inhabitants (HR),18170.0,18857.0,19625.0,19786.0,19940.0,20074.0,20340.0,20729.0,21298.0,21875.0,22058.0,22781.0
MK06 Pirkanmaa,Inhabitants belonging to the lowest income category (HR),81509.0,82157.0,82052.0,82958.0,83248.0,84287.0,85028.0,85545.0,86017.0,87228.0,87321.0,87527.0
MK06 Pirkanmaa,Inhabitants belonging to the middle income category (HR),240600.0,240971.0,243188.0,245323.0,248142.0,249080.0,250571.0,252399.0,254920.0,256409.0,259592.0,262193.0
MK06 Pirkanmaa,Inhabitants belonging to the highest income category (HR),72488.0,74641.0,75866.0,76069.0,75798.0,76384.0,76952.0,77541.0,77943.0,78424.0,78628.0,80550.0
MK06 Pirkanmaa,Accumulated purchasing power of inhabitants (HR),8199208782.0,8643665371.0,8895027300.0,9052551482.0,9213342908.0,9340798527.0,9530386964.0,9846587376.0,10270497703.0,10516724515.0,10684681921.0,11376665858.0
MK06 Pirkanmaa,"Households, total (TE)",235667.0,238187.0,240900.0,243358.0,245770.0,247511.0,250238.0,253717.0,257770.0,261240.0,265672.0,270785.0
MK06 Pirkanmaa,Average size of households (TE),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9,1.9,1.9
MK06 Pirkanmaa,Average floor area per person (TE),39.0,39.2,39.4,39.5,39.7,39.8,39.9,40.1,40.4,40.6,40.8,40.9
MK06 Pirkanmaa,One-person households (TE),97637.0,99434.0,101441.0,102978.0,105015.0,106252.0,108618.0,112567.0,116252.0,119342.0,123238.0,127726.0
MK06 Pirkanmaa,Young one-person households (TE),25759.0,26273.0,26959.0,27351.0,27977.0,28196.0,29213.0,31649.0,33693.0,35388.0,37584.0,40134.0
MK06 Pirkanmaa,Young couples without children (TE),12928.0,12991.0,12750.0,12898.0,12757.0,12694.0,12779.0,12377.0,12615.0,12720.0,13128.0,13319.0
MK06 Pirkanmaa,Households with children (TE),53743.0,53805.0,53935.0,53896.0,53876.0,53829.0,54064.0,53832.0,53633.0,53560.0,53528.0,53679.0
MK06 Pirkanmaa,Households with small children (TE),15117.0,15046.0,15174.0,15174.0,14907.0,14452.0,14083.0,13466.0,12808.0,12252.0,11901.0,12067.0
MK06 Pirkanmaa,Households with children under school age (TE),26919.0,27017.0,27349.0,27506.0,27437.0,27276.0,27134.0,26667.0,26023.0,25194.0,24447.0,23994.0
MK06 Pirkanmaa,Households with school-age children (TE),22460.0,22699.0,22911.0,23230.0,23554.0,23989.0,24450.0,24748.0,24876.0,25171.0,25278.0,25205.0
MK06 Pirkanmaa,Households with teenagers (TE),20791.0,20468.0,20224.0,19972.0,19827.0,19680.0,19850.0,20039.0,20250.0,20499.0,20960.0,21332.0
MK06 Pirkanmaa,One-parent households with children (TE),10043.0,10065.0,10154.0,10237.0,10408.0,10494.0,10755.0,10901.0,11286.0,11475.0,11748.0,11723.0
MK06 Pirkanmaa,Adult households (TE),120255.0,120385.0,120567.0,120653.0,120967.0,121058.0,121919.0,124054.0,126776.0,128782.0,131773.0,134875.0
MK06 Pirkanmaa,Pensioner households (TE),62545.0,64904.0,67337.0,69780.0,71905.0,73577.0,75186.0,76751.0,78263.0,79839.0,81308.0,83180.0
MK06 Pirkanmaa,Households living in owner-occupied dwellings (TE),155110.0,156248.0,157237.0,158702.0,158526.0,158404.0,158829.0,159315.0,159682.0,160466.0,162648.0,163236.0
MK06 Pirkanmaa,Households living in rented dwellings (TE),74820.0,76037.0,77392.0,78768.0,82216.0,83969.0,86476.0,89861.0,93532.0,96118.0,99771.0,104701.0
MK06 Pirkanmaa,Households living in other dwellings (TE),5737.0,5902.0,6271.0,5888.0,5028.0,5138.0,4933.0,4541.0,4556.0,4656.0,3253.0,2848.0
MK06 Pirkanmaa,"Households, total (TR)",235667.0,238187.0,240900.0,243358.0,245770.0,247511.0,250238.0,253717.0,257770.0,261240.0,265672.0,270785.0
MK06 Pirkanmaa,Average income of households (TR),34473.0,35948.0,36556.0,36835.0,37104.0,37280.0,37612.0,38322.0,39331.0,39754.0,39698.0,41524.0
MK06 Pirkanmaa,Median income of households (TR),27969.0,28872.0,29898.0,30160.0,30250.0,30447.0,30557.0,30840.0,31160.0,31663.0,31701.0,32436.0
MK06 Pirkanmaa,Households belonging to the lowest income category (TR),64780.0,65581.0,65728.0,66025.0,66798.0,66808.0,68292.0,69551.0,70813.0,72206.0,73841.0,75155.0
MK06 Pirkanmaa,Households belonging to the middle income category (TR),132770.0,133380.0,135202.0,137455.0,139330.0,140450.0,141537.0,143806.0,146213.0,147816.0,150401.0,152932.0
MK06 Pirkanmaa,Households belonging to the highest income category (TR),38117.0,39226.0,39970.0,39878.0,39642.0,40253.0,40409.0,40360.0,40744.0,41218.0,41430.0,42698.0
MK06 Pirkanmaa,Accumulated purchasing power of households (TR),8124146221.0,8562441749.0,8806304012.0,8963993852.0,9118983614.0,9227098754.0,9411935222.0,9722915390.0,10138329722.0,10385341112.0,10546617748.0,11243960998.0
MK06 Pirkanmaa,Free-time residences (RA),48581.0,48920.0,49411.0,49648.0,49781.0,49867.0,50089.0,50360.0,50516.0,50647.0,49867.0,49999.0
MK06 Pirkanmaa,"Buildings, total (RA)",121878.0,123044.0,124465.0,125263.0,126559.0,126783.0,127462.0,128269.0,128994.0,129792.0,129914.0,130832.0
MK06 Pirkanmaa,Other buildings (RA),15128.0,15311.0,15474.0,15628.0,15806.0,15913.0,15938.0,16356.0,16379.0,16446.0,16181.0,16364.0
MK06 Pirkanmaa,Residential buildings (RA),106750.0,107733.0,108991.0,109635.0,110753.0,110870.0,111524.0,111913.0,112615.0,113346.0,113733.0,114468.0
MK06 Pirkanmaa,Dwellings (RA),259197.0,262683.0,266367.0,270069.0,272470.0,274049.0,277445.0,281490.0,286820.0,291261.0,296862.0,301524.0
MK06 Pirkanmaa,Average floor area per dwelling (RA),78.3,78.5,78.6,78.6,78.5,78.5,78.4,78.1,77.6,77.3,77.2,76.9
MK06 Pirkanmaa,Dwellings in small houses (RA),129671.0,131169.0,132628.0,133836.0,133255.0,133529.0,134188.0,134862.0,135743.0,136362.0,138475.0,139531.0
MK06 Pirkanmaa,Dwellings in blocks of flats (RA),123905.0,125907.0,128178.0,130309.0,132781.0,134068.0,136876.0,140215.0,145059.0,149137.0,151971.0,156238.0
MK06 Pirkanmaa,Other dwellings (RA),5621.0,5607.0,5561.0,5924.0,6434.0,6452.0,6381.0,6413.0,6018.0,5762.0,6416.0,5755.0
MK06 Pirkanmaa,"Workplaces, total (TP)",207210.0,211518.0,209875.0,205294.0,202653.0,202043.0,203481.0,211705.0,218386.0,217811.0,211843.0,
MK06 Pirkanmaa,Primary production (TP),5679.0,5504.0,5324.0,5230.0,4966.0,4841.0,4585.0,4439.0,4428.0,4309.0,4090.0,
MK06 Pirkanmaa,Processing (TP),55647.0,55949.0,53539.0,50194.0,47427.0,46933.0,46778.0,49088.0,50355.0,49222.0,46042.0,
MK06 Pirkanmaa,Services (TP),143247.0,147269.0,148428.0,147610.0,147760.0,147800.0,149571.0,155442.0,160487.0,160957.0,158692.0,
MK06 Pirkanmaa,"A Agriculture, forestry and fishing (TP)",5679.0,5504.0,5324.0,5230.0,4966.0,4841.0,4585.0,4439.0,4428.0,4309.0,4090.0,
MK06 Pirkanmaa,B Mining and quarrying (TP),240.0,228.0,199.0,209.0,232.0,207.0,238.0,212.0,241.0,217.0,198.0,
MK06 Pirkanmaa,C Manufacturing (TP),40628.0,40157.0,38049.0,35126.0,33038.0,32422.0,31580.0,32841.0,33873.0,33218.0,30374.0,
MK06 Pirkanmaa,"D Electricity, gas, steam and air conditioning supply (TP)",795.0,804.0,841.0,803.0,833.0,745.0,704.0,727.0,756.0,729.0,734.0,
MK06 Pirkanmaa,"E Water supply; sewerage, waste management and remediation activities (TP)",561.0,566.0,624.0,658.0,756.0,724.0,803.0,862.0,907.0,868.0,957.0,
MK06 Pirkanmaa,F Construction (TP),13423.0,14194.0,13826.0,13398.0,12568.0,12835.0,13453.0,14446.0,14578.0,14190.0,13779.0,
MK06 Pirkanmaa,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),23338.0,23589.0,23632.0,23169.0,23530.0,22658.0,22789.0,23023.0,23403.0,23266.0,22737.0,
MK06 Pirkanmaa,H Transportation and storage (TP),10425.0,10233.0,10148.0,9873.0,9553.0,9324.0,9231.0,9412.0,9622.0,9656.0,9044.0,
MK06 Pirkanmaa,I Accommodation and food service activities (TP),7077.0,7412.0,7776.0,7449.0,7234.0,7341.0,7610.0,7827.0,7877.0,8103.0,6899.0,
MK06 Pirkanmaa,J Information and communication (TP),8668.0,9369.0,9294.0,9055.0,8892.0,9069.0,9388.0,10393.0,11033.0,11355.0,11580.0,
MK06 Pirkanmaa,K Financial and insurance activities (TP),2732.0,2818.0,2931.0,2869.0,2754.0,2802.0,2903.0,2991.0,3156.0,3083.0,3221.0,
MK06 Pirkanmaa,L Real estate activities (TP),1811.0,1889.0,1813.0,1835.0,1834.0,1833.0,1871.0,1918.0,1880.0,2174.0,2112.0,
MK06 Pirkanmaa,"M Professional, scientific and technical activities (TP)",10847.0,11592.0,11854.0,11825.0,11817.0,11854.0,12339.0,12689.0,13443.0,13727.0,13394.0,
MK06 Pirkanmaa,N Administrative and support service activities (TP),13062.0,13619.0,13250.0,13177.0,13460.0,14073.0,14953.0,16845.0,17837.0,17170.0,15983.0,
MK06 Pirkanmaa,O Public administration and defence; compulsory social security (TP),8034.0,8102.0,8418.0,8600.0,7593.0,7697.0,7358.0,7788.0,7720.0,8016.0,8180.0,
MK06 Pirkanmaa,P Education (TP),15131.0,15642.0,15439.0,15009.0,15115.0,14825.0,14425.0,15230.0,15605.0,15750.0,16050.0,
MK06 Pirkanmaa,Q Human health and social work activities (TP),33152.0,33921.0,34708.0,34997.0,36106.0,36314.0,36471.0,36881.0,38457.0,38708.0,40241.0,
MK06 Pirkanmaa,"R Arts, entertainment and recreation (TP)",3669.0,3756.0,3800.0,3840.0,3935.0,4180.0,4356.0,4624.0,4577.0,4312.0,3698.0,
MK06 Pirkanmaa,S Other service activities (TP),5291.0,5314.0,5355.0,5272.0,5153.0,5013.0,4992.0,5018.0,5096.0,5065.0,4838.0,
MK06 Pirkanmaa,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),9.0,12.0,10.0,640.0,782.0,815.0,884.0,802.0,780.0,572.0,715.0,
MK06 Pirkanmaa,U Activities of extraterritorial organisations and bodies (TP),1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,
MK06 Pirkanmaa,X Industry unknown (TP),2637.0,2796.0,2584.0,2260.0,2500.0,2469.0,2547.0,2736.0,3116.0,3323.0,3019.0,
MK06 Pirkanmaa,"Inhabitants, total (PT)",491746.0,495242.0,499006.0,502575.0,505756.0,508448.0,511642.0,514333.0,517333.0,519872.0,522852.0,527478.0
MK06 Pirkanmaa,Employed (PT),210523.0,214975.0,213627.0,208741.0,206421.0,205705.0,207975.0,216162.0,222746.0,223118.0,217568.0,229843.0
MK06 Pirkanmaa,Unemployed (PT),28348.0,26037.0,29205.0,35481.0,38625.0,39666.0,37825.0,28840.0,23035.0,24444.0,32544.0,23694.0
MK06 Pirkanmaa,Children aged 0 to 14 (PT),80145.0,80797.0,81630.0,82421.0,82857.0,83097.0,83212.0,83123.0,82646.0,81657.0,80651.0,80049.0
MK06 Pirkanmaa,Students (PT),39843.0,38611.0,38452.0,39012.0,39177.0,39203.0,39667.0,39040.0,38616.0,40285.0,42587.0,43321.0
MK06 Pirkanmaa,Pensioners (PT),116076.0,117803.0,119449.0,121130.0,122466.0,124199.0,126655.0,129891.0,131280.0,131938.0,132276.0,132861.0
MK06 Pirkanmaa,Others (PT),16811.0,17019.0,16643.0,15790.0,16210.0,16578.0,16308.0,17277.0,19010.0,18430.0,17226.0,17710.0
MK07 Päijät-Häme,"Inhabitants, total (HE)",208777.0,209238.0,209503.0,209405.0,208959.0,208525.0,208574.0,208048.0,207394.0,206315.0,205771.0,205124.0
MK07 Päijät-Häme,Males (HE),101131.0,101432.0,101560.0,101608.0,101422.0,101283.0,101556.0,101445.0,101186.0,100693.0,100502.0,100177.0
MK07 Päijät-Häme,Females (HE),107646.0,107806.0,107943.0,107797.0,107537.0,107242.0,107018.0,106603.0,106208.0,105622.0,105269.0,104947.0
MK07 Päijät-Häme,Average age of inhabitants (HE),43.0,44.0,44.0,44.0,44.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0
MK07 Päijät-Häme,0-2 years (HE),6189.0,6105.0,6139.0,6010.0,5924.0,5694.0,5500.0,5301.0,5032.0,4690.0,4563.0,4572.0
MK07 Päijät-Häme,3-6 years (HE),8546.0,8547.0,8460.0,8478.0,8379.0,8378.0,8259.0,8095.0,8009.0,7626.0,7375.0,7046.0
MK07 Päijät-Häme,7-12 years (HE),12870.0,12900.0,12943.0,12930.0,13000.0,13020.0,13129.0,13134.0,12964.0,12985.0,12803.0,12686.0
MK07 Päijät-Häme,13-15 years (HE),7147.0,6836.0,6674.0,6619.0,6611.0,6490.0,6443.0,6534.0,6659.0,6718.0,6717.0,6671.0
MK07 Päijät-Häme,16-17 years (HE),5249.0,5154.0,4906.0,4719.0,4505.0,4471.0,4542.0,4416.0,4313.0,4349.0,4471.0,4589.0
MK07 Päijät-Häme,18-19 years (HE),5280.0,5278.0,5204.0,5119.0,4846.0,4618.0,4514.0,4492.0,4504.0,4329.0,4232.0,4265.0
MK07 Päijät-Häme,20-24 years (HE),11212.0,11427.0,11776.0,11776.0,11615.0,11386.0,11172.0,10760.0,10416.0,9893.0,9473.0,9160.0
MK07 Päijät-Häme,25-29 years (HE),11376.0,11402.0,11139.0,10912.0,10863.0,10779.0,10980.0,11192.0,11208.0,11150.0,11005.0,10737.0
MK07 Päijät-Häme,30-34 years (HE),11490.0,11444.0,11527.0,11669.0,11720.0,11712.0,11634.0,11403.0,11156.0,11027.0,10974.0,11088.0
MK07 Päijät-Häme,35-39 years (HE),11413.0,11530.0,11739.0,11893.0,11896.0,11871.0,11790.0,11749.0,11797.0,11925.0,11938.0,11867.0
MK07 Päijät-Häme,40-44 years (HE),13330.0,12891.0,12364.0,11845.0,11647.0,11642.0,11764.0,11930.0,12130.0,12029.0,12111.0,12013.0
MK07 Päijät-Häme,45-49 years (HE),14485.0,14504.0,14478.0,14238.0,13883.0,13397.0,12960.0,12400.0,11825.0,11738.0,11739.0,11870.0
MK07 Päijät-Häme,50-54 years (HE),14693.0,14455.0,14289.0,14433.0,14430.0,14533.0,14530.0,14465.0,14247.0,13805.0,13375.0,12992.0
MK07 Päijät-Häme,55-59 years (HE),16085.0,15756.0,15366.0,15063.0,14757.0,14533.0,14367.0,14201.0,14372.0,14408.0,14451.0,14455.0
MK07 Päijät-Häme,60-64 years (HE),18115.0,17845.0,17511.0,16816.0,16361.0,15847.0,15503.0,15099.0,14786.0,14513.0,14374.0,14244.0
MK07 Päijät-Häme,65-69 years (HE),12740.0,13366.0,15037.0,16308.0,17147.0,17433.0,17196.0,16845.0,16215.0,15795.0,15369.0,15082.0
MK07 Päijät-Häme,70-74 years (HE),10085.0,11000.0,10620.0,10663.0,10960.0,11937.0,12496.0,13987.0,15136.0,15973.0,16337.0,16095.0
MK07 Päijät-Häme,75-79 years (HE),7706.0,7794.0,8139.0,8547.0,8857.0,8893.0,9671.0,9409.0,9501.0,9774.0,10592.0,11117.0
MK07 Päijät-Häme,80-84 years (HE),6021.0,6119.0,6077.0,6021.0,6074.0,6161.0,6196.0,6583.0,6954.0,7208.0,7262.0,7871.0
MK07 Päijät-Häme,85 years or over (HE),4745.0,4885.0,5115.0,5346.0,5484.0,5730.0,5928.0,6053.0,6170.0,6380.0,6610.0,6704.0
MK07 Päijät-Häme,"Aged 18 or over, total (KO)",168776.0,169696.0,170381.0,170649.0,170540.0,170472.0,170701.0,170568.0,170417.0,169947.0,169842.0,169560.0
MK07 Päijät-Häme,Basic level studies (KO),56362.0,55240.0,54071.0,52602.0,51043.0,50357.0,49361.0,48080.0,46256.0,45082.0,44332.0,43331.0
