Region,Information,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
MK11 North Savo,Matriculation examination (KO),10986.0,10827.0,10830.0,10676.0,10642.0,10687.0,10658.0,10408.0,10341.0,10241.0,10398.0,10599.0
MK11 North Savo,Vocational diploma (KO),102669.0,103797.0,104786.0,105857.0,106924.0,107240.0,107856.0,108267.0,108547.0,108437.0,108337.0,108238.0
MK11 North Savo,Academic degree - Lower level university degree (KO),16382.0,17119.0,17845.0,18839.0,19612.0,20388.0,21078.0,21765.0,22509.0,23013.0,23579.0,24506.0
MK11 North Savo,Academic degree - Higher level university degree (KO),12785.0,13207.0,13621.0,14160.0,14607.0,14923.0,15355.0,15815.0,16418.0,16889.0,17431.0,18112.0
MK11 North Savo,"Aged 18 or over, total (HR)",204817.0,205326.0,205842.0,206384.0,206730.0,206742.0,206625.0,206039.0,205476.0,204973.0,204816.0,205283.0
MK11 North Savo,Average income of inhabitants (HR),19540.0,20285.0,20803.0,21202.0,21365.0,21409.0,21873.0,22344.0,23128.0,23573.0,23784.0,24783.0
MK11 North Savo,Median income of inhabitants (HR),17217.0,17871.0,18598.0,18920.0,19056.0,19153.0,19483.0,19850.0,20433.0,20974.0,21162.0,21834.0
MK11 North Savo,Inhabitants belonging to the lowest income category (HR),45662.0,45648.0,45781.0,44689.0,44893.0,45075.0,44846.0,45225.0,45245.0,45209.0,44668.0,44544.0
MK11 North Savo,Inhabitants belonging to the middle income category (HR),128104.0,128017.0,128638.0,129594.0,130136.0,130262.0,130202.0,129478.0,128630.0,128606.0,129072.0,129355.0
MK11 North Savo,Inhabitants belonging to the highest income category (HR),31051.0,31661.0,31423.0,32101.0,31701.0,31405.0,31577.0,31336.0,31601.0,31158.0,31076.0,31384.0
MK11 North Savo,Accumulated purchasing power of inhabitants (HR),4002110052.0,4165072505.0,4282157479.0,4375806959.0,4416769477.0,4426129885.0,4519559229.0,4603639267.0,4752345634.0,4831758503.0,4871280521.0,5087457959.0
MK11 North Savo,"Households, total (TE)",121941.0,122420.0,123265.0,123943.0,124612.0,124897.0,125371.0,125718.0,126463.0,127254.0,128116.0,129054.0
MK11 North Savo,Average size of households (TE),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9,1.9,1.9,1.9
MK11 North Savo,Average floor area per person (TE),39.5,39.9,40.2,40.5,40.8,41.0,41.3,41.6,42.0,42.4,42.9,43.1
MK11 North Savo,One-person households (TE),50527.0,51031.0,51753.0,52423.0,53273.0,53777.0,54570.0,55592.0,56837.0,58202.0,59312.0,60428.0
MK11 North Savo,Young one-person households (TE),10724.0,10837.0,11109.0,11400.0,11676.0,11882.0,12281.0,12782.0,13582.0,14229.0,14820.0,15337.0
MK11 North Savo,Young couples without children (TE),5211.0,5262.0,5382.0,5393.0,5392.0,5337.0,5299.0,5189.0,5099.0,5052.0,5138.0,5295.0
MK11 North Savo,Households with children (TE),26313.0,26039.0,25712.0,25538.0,25242.0,24958.0,24786.0,24405.0,24108.0,23650.0,23451.0,23421.0
MK11 North Savo,Households with small children (TE),6667.0,6663.0,6669.0,6616.0,6514.0,6364.0,6179.0,5885.0,5601.0,5298.0,5101.0,5113.0
MK11 North Savo,Households with children under school age (TE),12210.0,12187.0,12138.0,12195.0,12129.0,12070.0,11976.0,11714.0,11411.0,10943.0,10580.0,10293.0
MK11 North Savo,Households with school-age children (TE),11420.0,11404.0,11297.0,11244.0,11071.0,11059.0,11146.0,11208.0,11150.0,11101.0,11155.0,11020.0
MK11 North Savo,Households with teenagers (TE),11072.0,10835.0,10522.0,10317.0,10180.0,9992.0,9879.0,9789.0,9692.0,9581.0,9548.0,9466.0
MK11 North Savo,One-parent households with children (TE),4695.0,4646.0,4615.0,4539.0,4643.0,4616.0,4730.0,4829.0,4938.0,4917.0,4952.0,4929.0
MK11 North Savo,Adult households (TE),60173.0,60001.0,60024.0,59734.0,59549.0,59169.0,58957.0,58707.0,58923.0,59288.0,59359.0,59385.0
MK11 North Savo,Pensioner households (TE),35960.0,36875.0,38027.0,39177.0,40341.0,41296.0,42133.0,43091.0,43911.0,44784.0,45766.0,46719.0
MK11 North Savo,Households living in owner-occupied dwellings (TE),81246.0,81655.0,82137.0,82750.0,82956.0,82666.0,82627.0,82699.0,82588.0,82365.0,82567.0,82007.0
MK11 North Savo,Households living in rented dwellings (TE),37166.0,37257.0,37614.0,37925.0,39090.0,39640.0,40226.0,40810.0,41732.0,42728.0,43742.0,45476.0
MK11 North Savo,Households living in other dwellings (TE),3529.0,3508.0,3514.0,3268.0,2566.0,2591.0,2518.0,2209.0,2143.0,2161.0,1807.0,1571.0
MK11 North Savo,"Households, total (TR)",121941.0,122420.0,123265.0,123943.0,124612.0,124897.0,125371.0,125718.0,126463.0,127254.0,128116.0,129054.0
MK11 North Savo,Average income of households (TR),32488.0,33631.0,34350.0,34899.0,35033.0,35003.0,35605.0,36154.0,37101.0,37513.0,37550.0,38967.0
MK11 North Savo,Median income of households (TR),26663.0,27462.0,28380.0,28834.0,28963.0,29048.0,29318.0,29600.0,30013.0,30362.0,30588.0,31285.0
MK11 North Savo,Households belonging to the lowest income category (TR),37582.0,37791.0,37905.0,37105.0,37496.0,37493.0,37564.0,37895.0,38092.0,38478.0,38598.0,38843.0
MK11 North Savo,Households belonging to the middle income category (TR),68030.0,68031.0,68831.0,69939.0,70321.0,70906.0,71057.0,71211.0,71434.0,71982.0,72600.0,73261.0
MK11 North Savo,Households belonging to the highest income category (TR),16329.0,16598.0,16529.0,16899.0,16795.0,16498.0,16750.0,16612.0,16937.0,16794.0,16918.0,16950.0
MK11 North Savo,Accumulated purchasing power of households (TR),3961631411.0,4117087546.0,4234140018.0,4325500327.0,4365481253.0,4371780167.0,4463813639.0,4545152214.0,4691896914.0,4773642283.0,4810715324.0,5028870669.0
MK11 North Savo,Free-time residences (RA),32206.0,32345.0,32599.0,32722.0,32727.0,32763.0,32788.0,33078.0,33039.0,33145.0,31338.0,31355.0
MK11 North Savo,"Buildings, total (RA)",77146.0,77742.0,78324.0,78751.0,79325.0,79650.0,79927.0,80173.0,80475.0,80668.0,80754.0,80846.0
MK11 North Savo,Other buildings (RA),9724.0,9806.0,9874.0,9960.0,9972.0,10088.0,10078.0,10332.0,10373.0,10379.0,10373.0,10224.0
MK11 North Savo,Residential buildings (RA),67422.0,67936.0,68450.0,68791.0,69353.0,69562.0,69849.0,69841.0,70102.0,70289.0,70381.0,70622.0
MK11 North Savo,Dwellings (RA),135664.0,136727.0,137662.0,139453.0,139081.0,139638.0,141079.0,142187.0,144107.0,144946.0,146316.0,147388.0
MK11 North Savo,Average floor area per dwelling (RA),78.8,79.0,79.2,79.4,79.5,79.6,79.6,79.6,79.3,79.3,79.6,79.4
MK11 North Savo,Dwellings in small houses (RA),81964.0,82655.0,83056.0,83857.0,82479.0,82568.0,82889.0,83091.0,83437.0,83412.0,84397.0,84493.0
MK11 North Savo,Dwellings in blocks of flats (RA),51072.0,51800.0,52264.0,53048.0,53937.0,54506.0,55666.0,56527.0,58191.0,59117.0,59385.0,60318.0
MK11 North Savo,Other dwellings (RA),2628.0,2272.0,2342.0,2548.0,2665.0,2564.0,2524.0,2569.0,2479.0,2417.0,2534.0,2577.0
MK11 North Savo,"Workplaces, total (TP)",99166.0,100440.0,100478.0,98862.0,97317.0,96075.0,96874.0,98148.0,98967.0,98975.0,95722.0,
MK11 North Savo,Primary production (TP),7615.0,7519.0,7314.0,7156.0,6667.0,6402.0,6123.0,5925.0,5703.0,5733.0,5478.0,
MK11 North Savo,Processing (TP),20763.0,21330.0,20964.0,19711.0,19111.0,18866.0,19601.0,20466.0,20609.0,20576.0,19077.0,
MK11 North Savo,Services (TP),69449.0,70209.0,71074.0,70930.0,70374.0,69598.0,69957.0,70524.0,71292.0,71281.0,69944.0,
MK11 North Savo,"A Agriculture, forestry and fishing (TP)",7615.0,7519.0,7314.0,7156.0,6667.0,6402.0,6123.0,5925.0,5703.0,5733.0,5478.0,
MK11 North Savo,B Mining and quarrying (TP),229.0,248.0,242.0,252.0,248.0,237.0,247.0,270.0,303.0,287.0,282.0,
MK11 North Savo,C Manufacturing (TP),13113.0,13294.0,12819.0,11642.0,11333.0,11351.0,11730.0,12066.0,12114.0,12152.0,10975.0,
MK11 North Savo,"D Electricity, gas, steam and air conditioning supply (TP)",425.0,415.0,388.0,382.0,391.0,387.0,391.0,380.0,397.0,394.0,354.0,
MK11 North Savo,"E Water supply; sewerage, waste management and remediation activities (TP)",487.0,461.0,474.0,483.0,520.0,506.0,521.0,530.0,544.0,564.0,557.0,
MK11 North Savo,F Construction (TP),6509.0,6912.0,7041.0,6952.0,6619.0,6385.0,6712.0,7220.0,7251.0,7179.0,6909.0,
MK11 North Savo,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),10337.0,10447.0,10639.0,10467.0,10403.0,10213.0,10136.0,10021.0,9867.0,9947.0,9352.0,
MK11 North Savo,H Transportation and storage (TP),5494.0,5377.0,5412.0,5463.0,5216.0,5069.0,4931.0,4849.0,4865.0,4788.0,4513.0,
MK11 North Savo,I Accommodation and food service activities (TP),3284.0,3248.0,3399.0,3511.0,3322.0,3319.0,3256.0,3352.0,3368.0,3268.0,2851.0,
MK11 North Savo,J Information and communication (TP),1906.0,1879.0,1917.0,1946.0,1914.0,1921.0,1917.0,2002.0,2046.0,1990.0,2010.0,
MK11 North Savo,K Financial and insurance activities (TP),1528.0,1544.0,1547.0,1488.0,1461.0,1369.0,1380.0,1345.0,1411.0,1409.0,1378.0,
MK11 North Savo,L Real estate activities (TP),924.0,978.0,916.0,907.0,916.0,915.0,934.0,946.0,806.0,821.0,912.0,
MK11 North Savo,"M Professional, scientific and technical activities (TP)",4160.0,4223.0,4213.0,4250.0,4108.0,4146.0,4172.0,4180.0,4262.0,4697.0,4510.0,
MK11 North Savo,N Administrative and support service activities (TP),5569.0,5887.0,5844.0,6307.0,6386.0,6484.0,6848.0,6972.0,7462.0,7290.0,6965.0,
MK11 North Savo,O Public administration and defence; compulsory social security (TP),4463.0,4473.0,4397.0,4267.0,4515.0,4247.0,4177.0,4322.0,4286.0,4398.0,4481.0,
MK11 North Savo,P Education (TP),7614.0,7779.0,7797.0,7586.0,7410.0,7203.0,7126.0,7069.0,7244.0,7259.0,7331.0,
MK11 North Savo,Q Human health and social work activities (TP),19778.0,20020.0,20683.0,20010.0,19694.0,19720.0,20011.0,20396.0,20692.0,20819.0,21233.0,
MK11 North Savo,"R Arts, entertainment and recreation (TP)",1436.0,1438.0,1460.0,1577.0,1540.0,1529.0,1583.0,1629.0,1618.0,1528.0,1383.0,
MK11 North Savo,S Other service activities (TP),2940.0,2897.0,2839.0,2823.0,2830.0,2727.0,2685.0,2672.0,2547.0,2437.0,2344.0,
MK11 North Savo,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),16.0,19.0,11.0,328.0,659.0,736.0,801.0,769.0,818.0,630.0,681.0,
MK11 North Savo,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MK11 North Savo,X Industry unknown (TP),1339.0,1382.0,1126.0,1065.0,1165.0,1209.0,1193.0,1233.0,1363.0,1385.0,1223.0,
MK11 North Savo,"Inhabitants, total (PT)",253337.0,253472.0,253524.0,253643.0,253585.0,253239.0,252815.0,251570.0,250414.0,249003.0,248265.0,248363.0
MK11 North Savo,Employed (PT),100604.0,102079.0,101681.0,99996.0,98367.0,97264.0,98241.0,99570.0,100394.0,100191.0,96967.0,100532.0
MK11 North Savo,Unemployed (PT),14095.0,13131.0,14034.0,15518.0,17040.0,17511.0,15913.0,13754.0,12333.0,12200.0,15268.0,11730.0
MK11 North Savo,Children aged 0 to 14 (PT),39279.0,39069.0,38903.0,38769.0,38511.0,38334.0,37969.0,37536.0,37055.0,36278.0,35585.0,35148.0
MK11 North Savo,Students (PT),20692.0,20113.0,19724.0,19667.0,19368.0,19284.0,19320.0,18865.0,18174.0,18218.0,18556.0,18652.0
MK11 North Savo,Pensioners (PT),71158.0,71586.0,71765.0,72509.0,73012.0,73583.0,74216.0,75261.0,75901.0,75917.0,75916.0,76252.0
MK11 North Savo,Others (PT),7509.0,7494.0,7417.0,7184.0,7287.0,7263.0,7156.0,6584.0,6557.0,6199.0,5973.0,6049.0
MK12 North Karelia,"Inhabitants, total (HE)",169778.0,169733.0,169496.0,169112.0,168896.0,168329.0,167599.0,166441.0,165569.0,164465.0,163537.0,163281.0
MK12 North Karelia,Males (HE),84420.0,84410.0,84321.0,84114.0,84054.0,83761.0,83480.0,82914.0,82456.0,81902.0,81431.0,81318.0
MK12 North Karelia,Females (HE),85358.0,85323.0,85175.0,84998.0,84842.0,84568.0,84119.0,83527.0,83113.0,82563.0,82106.0,81963.0
MK12 North Karelia,Average age of inhabitants (HE),44.0,44.0,44.0,44.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,46.0
MK12 North Karelia,0-2 years (HE),4769.0,4929.0,4948.0,4922.0,4801.0,4632.0,4495.0,4196.0,3909.0,3583.0,3447.0,3392.0
MK12 North Karelia,3-6 years (HE),6422.0,6488.0,6491.0,6493.0,6538.0,6595.0,6525.0,6439.0,6226.0,6021.0,5775.0,5449.0
MK12 North Karelia,7-12 years (HE),10314.0,10132.0,9959.0,9896.0,9882.0,9819.0,9775.0,9806.0,9860.0,9855.0,9799.0,9833.0
MK12 North Karelia,13-15 years (HE),5783.0,5585.0,5572.0,5398.0,5296.0,5081.0,5012.0,4870.0,4880.0,4892.0,4940.0,4894.0
MK12 North Karelia,16-17 years (HE),4087.0,4043.0,3880.0,3776.0,3712.0,3636.0,3594.0,3434.0,3321.0,3287.0,3249.0,3261.0
MK12 North Karelia,18-19 years (HE),4458.0,4289.0,4079.0,3988.0,3873.0,3764.0,3688.0,3632.0,3533.0,3427.0,3408.0,3407.0
MK12 North Karelia,20-24 years (HE),10380.0,10557.0,10772.0,10739.0,10715.0,10585.0,10346.0,10007.0,10133.0,9943.0,9635.0,9735.0
MK12 North Karelia,25-29 years (HE),9565.0,9539.0,9558.0,9413.0,9524.0,9686.0,9633.0,9760.0,9745.0,9698.0,9478.0,9320.0
MK12 North Karelia,30-34 years (HE),8508.0,8627.0,8756.0,9033.0,9250.0,9267.0,9344.0,9349.0,9099.0,9002.0,9075.0,9127.0
MK12 North Karelia,35-39 years (HE),7982.0,8062.0,8204.0,8500.0,8528.0,8598.0,8716.0,8771.0,9056.0,9296.0,9335.0,9408.0
MK12 North Karelia,40-44 years (HE),9444.0,8938.0,8607.0,8167.0,8035.0,8058.0,8178.0,8282.0,8502.0,8520.0,8622.0,8761.0
MK12 North Karelia,45-49 years (HE),11874.0,11486.0,10921.0,10374.0,9961.0,9492.0,8952.0,8565.0,8123.0,7986.0,8079.0,8212.0
MK12 North Karelia,50-54 years (HE),13674.0,13314.0,12898.0,12738.0,12242.0,11745.0,11356.0,10840.0,10299.0,9850.0,9373.0,8911.0
MK12 North Karelia,55-59 years (HE),14342.0,14373.0,14244.0,13962.0,13745.0,13466.0,13127.0,12723.0,12536.0,12052.0,11564.0,11224.0
MK12 North Karelia,60-64 years (HE),13855.0,14003.0,14088.0,14039.0,13947.0,13960.0,14065.0,13925.0,13611.0,13394.0,13165.0,12829.0
MK12 North Karelia,65-69 years (HE),9842.0,10099.0,11319.0,12109.0,13044.0,13245.0,13333.0,13395.0,13369.0,13297.0,13300.0,13463.0
MK12 North Karelia,70-74 years (HE),8143.0,8589.0,8237.0,8291.0,8237.0,9099.0,9344.0,10475.0,11226.0,12036.0,12217.0,12241.0
MK12 North Karelia,75-79 years (HE),6778.0,6852.0,6880.0,7105.0,7188.0,7068.0,7465.0,7207.0,7252.0,7244.0,8031.0,8283.0
MK12 North Karelia,80-84 years (HE),5530.0,5526.0,5636.0,5495.0,5455.0,5403.0,5386.0,5421.0,5610.0,5719.0,5638.0,6026.0
MK12 North Karelia,85 years or over (HE),4028.0,4302.0,4447.0,4674.0,4923.0,5130.0,5265.0,5344.0,5279.0,5363.0,5407.0,5505.0
MK12 North Karelia,"Aged 18 or over, total (KO)",138403.0,138556.0,138646.0,138627.0,138667.0,138566.0,138198.0,137696.0,137373.0,136827.0,136327.0,136452.0
MK12 North Karelia,Basic level studies (KO),43187.0,41883.0,40776.0,39454.0,38164.0,37320.0,36110.0,34837.0,33097.0,31976.0,31140.0,30474.0
MK12 North Karelia,"With education, total (KO)",95216.0,96673.0,97870.0,99173.0,100503.0,101246.0,102088.0,102859.0,104276.0,104851.0,105187.0,105978.0
MK12 North Karelia,Matriculation examination (KO),7893.0,7831.0,7780.0,7606.0,7728.0,7660.0,7473.0,7410.0,7646.0,7637.0,7682.0,7913.0
MK12 North Karelia,Vocational diploma (KO),68534.0,69275.0,69787.0,70411.0,70842.0,70884.0,71264.0,71459.0,71686.0,71605.0,71345.0,71155.0
MK12 North Karelia,Academic degree - Lower level university degree (KO),10733.0,11264.0,11652.0,12150.0,12618.0,13160.0,13556.0,13991.0,14519.0,14891.0,15124.0,15494.0
MK12 North Karelia,Academic degree - Higher level university degree (KO),8056.0,8303.0,8651.0,9006.0,9315.0,9542.0,9795.0,9999.0,10425.0,10718.0,11036.0,11416.0
MK12 North Karelia,"Aged 18 or over, total (HR)",138403.0,138556.0,138646.0,138627.0,138667.0,138566.0,138198.0,137696.0,137373.0,136827.0,136327.0,136452.0
MK12 North Karelia,Average income of inhabitants (HR),18502.0,19328.0,19706.0,20106.0,20328.0,20438.0,20688.0,21159.0,21838.0,22251.0,22546.0,23460.0
MK12 North Karelia,Median income of inhabitants (HR),16142.0,16743.0,17411.0,17772.0,18001.0,18197.0,18417.0,18736.0,19225.0,19604.0,19778.0,20364.0
MK12 North Karelia,Inhabitants belonging to the lowest income category (HR),34822.0,35013.0,34961.0,34191.0,34096.0,33986.0,34088.0,34454.0,34482.0,34880.0,34672.0,34596.0
MK12 North Karelia,Inhabitants belonging to the middle income category (HR),86368.0,86274.0,86592.0,86768.0,86928.0,87312.0,86862.0,86281.0,85898.0,85357.0,84957.0,84978.0
MK12 North Karelia,Inhabitants belonging to the highest income category (HR),17213.0,17269.0,17093.0,17668.0,17643.0,17268.0,17248.0,16961.0,16993.0,16590.0,16698.0,16878.0
MK12 North Karelia,Accumulated purchasing power of inhabitants (HR),2560798395.0,2677957780.0,2732108331.0,2787206361.0,2818843849.0,2832053453.0,2859010536.0,2913488916.0,3000003083.0,3044593855.0,3073661542.0,3201183130.0
MK12 North Karelia,"Households, total (TE)",82766.0,83049.0,83458.0,83608.0,83982.0,84260.0,84452.0,84817.0,85157.0,85515.0,85861.0,86272.0
MK12 North Karelia,Average size of households (TE),2.0,2.0,2.0,2.0,2.0,2.0,1.9,1.9,1.9,1.9,1.9,1.9
MK12 North Karelia,Average floor area per person (TE),40.0,40.4,40.7,41.0,41.2,41.5,41.8,42.3,42.6,43.0,43.4,43.6
MK12 North Karelia,One-person households (TE),34869.0,35249.0,35773.0,35894.0,36369.0,37008.0,37490.0,38526.0,39367.0,40262.0,41025.0,41607.0
MK12 North Karelia,Young one-person households (TE),7084.0,7332.0,7534.0,7581.0,7856.0,8111.0,8360.0,8969.0,9501.0,10099.0,10529.0,10898.0
MK12 North Karelia,Young couples without children (TE),3462.0,3449.0,3387.0,3491.0,3554.0,3519.0,3453.0,3290.0,3269.0,3277.0,3255.0,3284.0
MK12 North Karelia,Households with children (TE),16963.0,16812.0,16596.0,16273.0,16076.0,15788.0,15553.0,15229.0,14924.0,14664.0,14456.0,14286.0
MK12 North Karelia,Households with small children (TE),4171.0,4283.0,4315.0,4257.0,4204.0,4118.0,3964.0,3722.0,3468.0,3202.0,3070.0,3011.0
MK12 North Karelia,Households with children under school age (TE),7652.0,7726.0,7755.0,7689.0,7635.0,7558.0,7457.0,7252.0,7018.0,6758.0,6490.0,6229.0
MK12 North Karelia,Households with school-age children (TE),7433.0,7288.0,7162.0,7118.0,7095.0,7025.0,6949.0,6934.0,6982.0,6980.0,6908.0,6922.0
MK12 North Karelia,Households with teenagers (TE),7367.0,7186.0,7006.0,6815.0,6668.0,6504.0,6339.0,6167.0,6085.0,6074.0,6024.0,5977.0
MK12 North Karelia,One-parent households with children (TE),3172.0,3151.0,3123.0,3123.0,3091.0,3104.0,3088.0,3080.0,3135.0,3163.0,3166.0,3183.0
MK12 North Karelia,Adult households (TE),40956.0,40870.0,40754.0,40454.0,40209.0,40011.0,39842.0,39779.0,39828.0,39876.0,39784.0,39801.0
MK12 North Karelia,Pensioner households (TE),25154.0,25690.0,26428.0,27212.0,28024.0,28810.0,29411.0,30140.0,30717.0,31309.0,31931.0,32512.0
MK12 North Karelia,Households living in owner-occupied dwellings (TE),56799.0,57014.0,57151.0,57335.0,57221.0,57093.0,57115.0,57080.0,56769.0,56563.0,56097.0,55822.0
MK12 North Karelia,Households living in rented dwellings (TE),23868.0,23918.0,24153.0,24251.0,24994.0,25313.0,25657.0,26166.0,26852.0,27381.0,28319.0,29209.0
MK12 North Karelia,Households living in other dwellings (TE),2099.0,2117.0,2154.0,2022.0,1767.0,1854.0,1680.0,1571.0,1536.0,1571.0,1445.0,1241.0
MK12 North Karelia,"Households, total (TR)",82766.0,83049.0,83458.0,83608.0,83982.0,84260.0,84452.0,84817.0,85157.0,85515.0,85861.0,86272.0
MK12 North Karelia,Average income of households (TR),30601.0,31798.0,32273.0,32854.0,33112.0,33140.0,33390.0,33871.0,34728.0,35118.0,35300.0,36616.0
MK12 North Karelia,Median income of households (TR),25068.0,25715.0,26587.0,27214.0,27429.0,27473.0,27663.0,27822.0,28156.0,28406.0,28598.0,29287.0
MK12 North Karelia,Households belonging to the lowest income category (TR),28948.0,29218.0,29204.0,28613.0,28491.0,28375.0,28573.0,28985.0,29181.0,29603.0,29736.0,29765.0
MK12 North Karelia,Households belonging to the middle income category (TR),44799.0,44816.0,45350.0,45770.0,46178.0,46728.0,46800.0,46891.0,46801.0,46949.0,47020.0,47287.0
MK12 North Karelia,Households belonging to the highest income category (TR),9019.0,9015.0,8904.0,9225.0,9313.0,9157.0,9079.0,8941.0,9175.0,8963.0,9105.0,9220.0
MK12 North Karelia,Accumulated purchasing power of households (TR),2532709401.0,2640788214.0,2693449341.0,2746883386.0,2780790367.0,2792392808.0,2819832529.0,2872834128.0,2957314469.0,3003129890.0,3030890162.0,3158978411.0
MK12 North Karelia,Free-time residences (RA),25439.0,25566.0,25832.0,25982.0,26010.0,25988.0,26010.0,25970.0,26072.0,26135.0,24522.0,24525.0
MK12 North Karelia,"Buildings, total (RA)",61546.0,61994.0,62509.0,62764.0,63394.0,63759.0,64023.0,64377.0,64613.0,64900.0,64790.0,65150.0
MK12 North Karelia,Other buildings (RA),7997.0,8057.0,8126.0,8192.0,8266.0,8436.0,8499.0,8750.0,8819.0,8893.0,8709.0,8961.0
MK12 North Karelia,Residential buildings (RA),53549.0,53937.0,54383.0,54572.0,55128.0,55323.0,55524.0,55627.0,55794.0,56007.0,56081.0,56189.0
MK12 North Karelia,Dwellings (RA),93641.0,94317.0,94736.0,95547.0,94840.0,95452.0,95905.0,96790.0,97421.0,98173.0,100222.0,100742.0
MK12 North Karelia,Average floor area per dwelling (RA),78.5,78.7,79.0,79.0,79.2,79.1,79.2,79.0,78.7,78.5,78.7,78.5
MK12 North Karelia,Dwellings in small houses (RA),65429.0,66013.0,66187.0,66458.0,64939.0,64924.0,64829.0,64996.0,64876.0,64848.0,66305.0,66519.0
MK12 North Karelia,Dwellings in blocks of flats (RA),26083.0,26359.0,26649.0,27056.0,27689.0,28332.0,28885.0,29661.0,30462.0,31248.0,31536.0,31882.0
MK12 North Karelia,Other dwellings (RA),2129.0,1945.0,1900.0,2033.0,2212.0,2196.0,2191.0,2133.0,2083.0,2077.0,2381.0,2341.0
MK12 North Karelia,"Workplaces, total (TP)",63771.0,63968.0,63266.0,62206.0,61598.0,60142.0,59983.0,60964.0,61583.0,60515.0,58837.0,
MK12 North Karelia,Primary production (TP),4879.0,4720.0,4607.0,4415.0,4068.0,3826.0,3673.0,3503.0,3452.0,3305.0,3141.0,
MK12 North Karelia,Processing (TP),14657.0,14763.0,14365.0,13920.0,13564.0,13238.0,13339.0,13956.0,14175.0,13682.0,12636.0,
MK12 North Karelia,Services (TP),43140.0,43420.0,43568.0,43237.0,43146.0,42317.0,42203.0,42745.0,43134.0,42681.0,42320.0,
MK12 North Karelia,"A Agriculture, forestry and fishing (TP)",4879.0,4720.0,4607.0,4415.0,4068.0,3826.0,3673.0,3503.0,3452.0,3305.0,3141.0,
MK12 North Karelia,B Mining and quarrying (TP),204.0,260.0,297.0,303.0,272.0,304.0,299.0,298.0,266.0,247.0,208.0,
MK12 North Karelia,C Manufacturing (TP),9712.0,9749.0,9327.0,8941.0,8794.0,8562.0,8710.0,9111.0,9427.0,9162.0,8335.0,
MK12 North Karelia,"D Electricity, gas, steam and air conditioning supply (TP)",235.0,244.0,271.0,259.0,258.0,235.0,217.0,205.0,143.0,143.0,202.0,
MK12 North Karelia,"E Water supply; sewerage, waste management and remediation activities (TP)",276.0,287.0,315.0,352.0,291.0,280.0,286.0,295.0,301.0,337.0,317.0,
MK12 North Karelia,F Construction (TP),4230.0,4223.0,4155.0,4065.0,3949.0,3857.0,3827.0,4047.0,4038.0,3793.0,3574.0,
MK12 North Karelia,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),6153.0,6237.0,6304.0,6166.0,6146.0,5820.0,5837.0,5896.0,5951.0,5802.0,5688.0,
MK12 North Karelia,H Transportation and storage (TP),2978.0,2912.0,2898.0,2902.0,2807.0,2772.0,2739.0,2735.0,2699.0,2627.0,2435.0,
MK12 North Karelia,I Accommodation and food service activities (TP),2079.0,2053.0,2091.0,2003.0,1917.0,2054.0,2022.0,2162.0,2197.0,2223.0,1896.0,
MK12 North Karelia,J Information and communication (TP),1083.0,1069.0,1296.0,1239.0,1211.0,1213.0,1180.0,1258.0,1293.0,1222.0,1372.0,
MK12 North Karelia,K Financial and insurance activities (TP),767.0,719.0,723.0,703.0,676.0,644.0,651.0,637.0,570.0,602.0,590.0,
MK12 North Karelia,L Real estate activities (TP),446.0,487.0,477.0,496.0,484.0,484.0,477.0,477.0,537.0,515.0,495.0,
MK12 North Karelia,"M Professional, scientific and technical activities (TP)",2456.0,2586.0,2512.0,2419.0,2081.0,2058.0,2039.0,2143.0,2141.0,2300.0,2149.0,
MK12 North Karelia,N Administrative and support service activities (TP),2843.0,3023.0,2911.0,2947.0,3159.0,3170.0,3275.0,3522.0,3838.0,3468.0,3779.0,
MK12 North Karelia,O Public administration and defence; compulsory social security (TP),3837.0,3669.0,3766.0,3536.0,3611.0,3522.0,3411.0,3352.0,3308.0,3467.0,3673.0,
MK12 North Karelia,P Education (TP),5575.0,5612.0,5270.0,5177.0,5098.0,4916.0,4873.0,4875.0,4875.0,4859.0,4861.0,
MK12 North Karelia,Q Human health and social work activities (TP),11710.0,11830.0,12267.0,12330.0,12402.0,12312.0,12327.0,12249.0,12461.0,12590.0,12542.0,
MK12 North Karelia,"R Arts, entertainment and recreation (TP)",1091.0,1103.0,1014.0,1089.0,1076.0,1065.0,1043.0,1116.0,1154.0,998.0,957.0,
MK12 North Karelia,S Other service activities (TP),2113.0,2110.0,2031.0,1924.0,1979.0,1760.0,1795.0,1800.0,1677.0,1705.0,1607.0,
MK12 North Karelia,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),9.0,10.0,8.0,266.0,466.0,496.0,506.0,495.0,407.0,277.0,250.0,
MK12 North Karelia,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,0.0,40.0,33.0,31.0,28.0,28.0,26.0,26.0,26.0,
