Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
Forssa,1.0,0.08417330381043657,0.005485971116031594,0.2100201592914505,0.0036022340460689383,0.009121253180871806,0.07409365808519779,0.11153706335305198,0.05499190323540104,0.03410555537195545,0.007997620542648468,0.013483591658680062,0.005651211209887967,0.041210879407779503,0.03526223602895007,0.034138603390726725,0.06893816715687895,0.1676195512079051,0.010377077894180244,0.027528999636471794,0.00023133613139892262,0.0,3.304801877127466e-05
Helsinki,1.0,0.0051397932145846315,0.00030119771200779507,0.08633686673875055,0.00664439376673417,0.0038628259563027356,0.0707314940378121,0.13756407391419612,0.06687422011306712,0.042807551318121695,0.0711007041364023,0.03415471013537241,0.011632894121370186,0.08651314374070902,0.04938809672194177,0.05470416693848488,0.06801377459029477,0.14597678973207284,0.02474401664499061,0.03289439897176376,0.000133248757385937,0.000434446469393732,2.2208126230989496e-05
Hämeenlinna,1.0,0.025143409745269126,0.0009670542209718895,0.1636519483944702,0.002153893492164663,0.01235191982241368,0.07310050770346602,0.12549726367612474,0.05241873447768083,0.03512165102529726,0.02123123585133739,0.015121211455196817,0.008197982373238972,0.037671157607859516,0.03962724455482538,0.07822149937361261,0.06890261324424712,0.18745466933339194,0.018879535813973933,0.03393481175410448,0.00017582804017670717,0.0,0.0
Joensuu,1.0,0.043558018812692716,0.00503493228211233,0.1547753795714453,0.003942078763514305,0.0054447523515865895,0.06769837242886695,0.10132313336715976,0.04736349088638227,0.035166465009172164,0.022188829475820616,0.011689629600718161,0.008606221458959448,0.035244525974786306,0.03575192225127825,0.06258537918114047,0.08760391866047383,0.21798524647749892,0.01850044885055228,0.031653721556535654,0.0001951524140353616,0.0005464267592990125,3.903048280707232e-05
Jyväskylä,1.0,0.030916901453715707,0.0017568855988944476,0.14449312779200188,0.0044243521484354075,0.006106248727864848,0.07063965633603651,0.11233355115858035,0.045014837113137,0.03882288664874072,0.03734453169357344,0.009855699701115194,0.010787706085894565,0.052578015362036275,0.03875861034634214,0.05239589917190697,0.09639302816373317,0.19517499223328014,0.019947079177691836,0.029942044200670617,0.0011783988773072514,0.0,4.285086826571823e-05
Kajaani,1.0,0.056670840570343745,0.03178898897281577,0.08805590338086197,0.005372217958557176,0.004402795169043099,0.059861857252494245,0.10522276527850709,0.04895585087046088,0.03954437128892838,0.017328432362564122,0.011713858706628428,0.008118915862180394,0.042977743668457406,0.0542876762127883,0.0827644706547643,0.07234317566748798,0.2131922284606374,0.02047905642848487,0.03449529426020923,0.0,0.0,0.0
Kemi,1.0,0.03002889810277673,0.01750638689952674,0.1956694727143276,0.00804121120743812,0.005989027097206516,0.0704443606818277,0.10428445784646312,0.06562801021903925,0.036311094358587766,0.007287347656740797,0.008208736440926415,0.010219039242785945,0.03786070276835448,0.038363278468819366,0.04238388407253842,0.06818277002973573,0.20680990074129915,0.017171336432550154,0.0243749214725468,0.0015914897181387947,0.0,0.0
Kokkola,1.0,0.05973486663472289,0.0018481757820521597,0.22038925776347915,0.007917493782371597,0.005932416090537796,0.06445798252218952,0.10746799917858854,0.05318639195016771,0.02585164396376663,0.01813950304606749,0.012161452985602483,0.004974102722066306,0.03420266046044676,0.03365505282132019,0.03579984940789924,0.07737239601159103,0.19764072375476305,0.011248773587058206,0.02783672165560043,2.281698496360691e-05,0.0,0.0
Kotka,1.0,0.020034750540760964,0.0008510336512889614,0.1374064749476969,0.004574305875678168,0.007375624977837665,0.06496223538172405,0.10641466614659055,0.10439346122477926,0.03843835324988475,0.014361192865501223,0.009077692280415588,0.007517463919719159,0.04528208219566682,0.058047586965001244,0.06786993369029468,0.05826034537782348,0.2106662884294883,0.015779582284316158,0.028155029963476474,0.0,0.0,0.0
Kouvola,1.0,0.03542216573793463,0.0025417929416365237,0.1483364291067879,0.004464431192361586,0.007723140091895591,0.07661224622804445,0.11271874083488122,0.06276273340502493,0.04024505490924496,0.01388209991201486,0.010395281389513475,0.008146772248835012,0.04180923518102128,0.04073386124417506,0.08700752761755792,0.06132890148922997,0.19255710887346433,0.01893309870629257,0.03379281128816763,0.0,0.0,0.0
