Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
Forssa,1.0,0.08304629374483329,0.004340038578120695,0.21228299807109396,0.003478919812620557,0.009713419674841553,0.07164508128961146,0.10960319647285753,0.05662717001928906,0.02862358776522458,0.008852300909341417,0.011470101956461835,0.00575227335354092,0.04074813998346652,0.03871589969688619,0.03430697161752549,0.07285064756131165,0.17046707081840728,0.010471204188481676,0.026384678974924223,0.00010333425186001654,0.0,0.0
Helsinki,1.0,0.004508716717772632,0.0004561190591838025,0.08392052495401808,0.00687407750256651,0.003845393130228046,0.0756444531751403,0.13087656933884265,0.05665294721531914,0.030934021503524495,0.08160494707538882,0.034838615927569906,0.012634094294206212,0.09136643313550234,0.05006411231023631,0.0601660058097997,0.07127566678820872,0.1501479359603459,0.022287941638288167,0.03124482829606567,6.7274197519734885e-06,0.0006256500369335344,1.2109355553552279e-05
Hämeenlinna,1.0,0.0242530288599969,0.0007752109681277547,0.15200779640745088,0.0025692706372234158,0.013466521960619282,0.071917428957452,0.12463177479013932,0.04777514452147334,0.03253671177656205,0.020908547254645728,0.012425524374847726,0.009568318235176858,0.039247823872068044,0.044607853994551375,0.07836275443531418,0.07845134997452878,0.1992070699240293,0.01734257680125806,0.029923143369731335,0.0,0.0,2.2148884803650136e-05
Joensuu,1.0,0.039288962708110886,0.0034405030252699013,0.14938505951674774,0.003737098113655238,0.005694625696998458,0.06424249614426385,0.10295804168149641,0.043381974927828526,0.0333372879345118,0.026515600901649068,0.0109937912761498,0.00927353976351485,0.038458496460631944,0.044509036263692806,0.06855301142879741,0.09020445288092696,0.21516985012061535,0.01783525131490489,0.028987226638193538,0.0,0.0005140981532012497,1.9773005892355755e-05
Jyväskylä,1.0,0.029139592321309322,0.0018020118932784957,0.14115053159350852,0.0037206245561220703,0.005989039527660883,0.0715610723030772,0.1082691145761562,0.04240027984184696,0.03290261715727324,0.04291968326990958,0.008501256108290315,0.01158587646678468,0.0553535653335312,0.04192327669362618,0.05577756813194967,0.10188787245995824,0.19831670889027866,0.018677323270333585,0.026871177349770507,0.00010600069960461739,0.0,1.0600069960461739e-05
Kajaani,1.0,0.0523427095524436,0.043383510230437065,0.08878485814601074,0.003672464586948626,0.005851729286896162,0.06949432987610477,0.09750191694580088,0.043827434521167115,0.03337503531215949,0.022599782073530004,0.009604907381250253,0.009403123612736592,0.03732999717502724,0.052625206828362726,0.07950280479438233,0.07244037289640422,0.22878243674078858,0.01912910125509504,0.02776544654747972,4.0356753702732155e-05,0.0,4.0356753702732155e-05
Kemi,1.0,0.026149607967789788,0.02670057215511761,0.20012714558169103,0.007162534435261708,0.00911210002119093,0.07370205552023734,0.09713922441195169,0.058232676414494595,0.033142614960796776,0.005806314897223988,0.006272515363424454,0.0087730451366815,0.03153210425937698,0.04022038567493113,0.04729815638906548,0.07196439923712651,0.21521508794236066,0.015681288408561134,0.021996185632549268,4.238186056367875e-05,0.0,0.0
Kokkola,1.0,0.0502359081895471,0.0020057894376951657,0.2281813415996171,0.007407745082396919,0.0056982654479976295,0.06468670936566909,0.10227246826066146,0.051147630661226726,0.025619401454197343,0.020536548674583457,0.00920839696396417,0.004786542976318009,0.03521528046862535,0.03637772662001687,0.031158115469651037,0.08020878444601463,0.20700658719485787,0.010917876598363458,0.026736261482004878,2.2793061791990517e-05,0.0,0.0
Kotka,1.0,0.016141788898475697,0.0010066148979004888,0.1448087431693989,0.0064710957722174285,0.007405809605982168,0.06179896462467645,0.10342968075927524,0.10242306586137474,0.038215415588150704,0.015099223468507334,0.006614897900488927,0.0072979580097785445,0.04148691400632729,0.055220017256255395,0.06870146678170837,0.06485475985044578,0.21890278976128846,0.013769053781995973,0.025345125107851595,0.0,0.0,3.59505320678746e-05
Kouvola,1.0,0.031181544359255204,0.0013348849945235487,0.14611856516976998,0.004141566265060241,0.008933461117196057,0.0784501642935378,0.10764649507119387,0.06465635268346112,0.03744523548740416,0.010473713033953998,0.00862541073384447,0.009070372398685652,0.04583105147864184,0.052026286966046005,0.09936336254107339,0.05585980284775466,0.19164156626506024,0.016532037239868565,0.02950438116100767,0.0,0.0,6.845564074479737e-05
