Time,Area,Industry,Employment
201612,MK08 Kymenlaakso,O Public administration and defence; compulsory social security (84),0.1429929272315563
201612,MK08 Kymenlaakso,P Education (85),0.049914735400184505
201612,MK08 Kymenlaakso,Q Human health and social work activities (86-88),0.17113024517066897
201612,MK08 Kymenlaakso,"R, S Other service activities (90-96)",0.048349221436359065
201612,MK08 Kymenlaakso,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),0.0021945151100053115
201612,MK09 South Karelia,10-12 Food industry etc.,0.01657289978068084
201612,MK09 South Karelia,"13-15 Textile, clothing and leather industry",0.0013349861733574903
201612,MK09 South Karelia,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.010832459235243633
201612,MK09 South Karelia,"17, 18 Paper industry; Printing",0.057747687613235434
201612,MK09 South Karelia,19-22 Chemical industry,0.007037284256698769
201612,MK09 South Karelia,23 Manufacture of other non-metallic mineral products,0.0064079336321159535
201612,MK09 South Karelia,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",0.02479260036235339
201612,MK09 South Karelia,"26, 27 Manufacture of electrical and electronic products",0.004004958520072471
201612,MK09 South Karelia,28 Manufacture of machinery and equipment n.e.c.,0.012682368646896158
201612,MK09 South Karelia,"29, 30 Manufacture of transport equipment",0.0005912081624868885
201612,MK09 South Karelia,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",0.01964336797940307
201612,MK09 South Karelia,"681, 68209, 683 Other real estate activities",0.008162486888528653
201612,MK09 South Karelia,"68201, 68202 Letting and operation of dwellings",0.0033565366644416894
201612,MK09 South Karelia,"A Agriculture, forestry and fishing (01-03)",0.04531324496996281
201612,MK09 South Karelia,B Mining and quarrying (05-09),0.002784399733002765
201612,MK09 South Karelia,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",0.008543911509487937
201612,MK09 South Karelia,F Construction (41-43),0.08601125202631829
201612,MK09 South Karelia,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),0.11555258891961476
201612,MK09 South Karelia,H Transportation and storage (49-53),0.061333079050252697
201612,MK09 South Karelia,I Accommodation and food service activities (55-56),0.037379612854009724
201612,MK09 South Karelia,J Information and communication (58-63),0.01992943644512253
201612,MK09 South Karelia,K Financial and insurance activities (64-66),0.009554686755030036
201612,MK09 South Karelia,"M Professional, scientific and technical activities (69-75)",0.040602650901115665
201612,MK09 South Karelia,N Administrative and support service activities (77-82),0.0572327643749404
201612,MK09 South Karelia,O Public administration and defence; compulsory social security (84),0.07187946981977687
201612,MK09 South Karelia,P Education (85),0.06589110327071612
201612,MK09 South Karelia,Q Human health and social work activities (86-88),0.15695623152474492
201612,MK09 South Karelia,"R, S Other service activities (90-96)",0.0440926861828931
201612,MK09 South Karelia,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),0.003795174978544865
201612,MK10 South Savo,10-12 Food industry etc.,0.013487075607264669
201612,MK10 South Savo,"13-15 Textile, clothing and leather industry",0.004761162762513202
201612,MK10 South Savo,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.03973406741806471
201612,MK10 South Savo,"17, 18 Paper industry; Printing",0.00739278727124777
201612,MK10 South Savo,19-22 Chemical industry,0.014214235010993956
201612,MK10 South Savo,23 Manufacture of other non-metallic mineral products,0.008570092972523763
201612,MK10 South Savo,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",0.01982375041119133
201612,MK10 South Savo,"26, 27 Manufacture of electrical and electronic products",0.00695995429283748
201612,MK10 South Savo,28 Manufacture of machinery and equipment n.e.c.,0.014439308159767308
201612,MK10 South Savo,"29, 30 Manufacture of transport equipment",0.0025104312747796878
201612,MK10 South Savo,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",0.011894250246714798
201612,MK10 South Savo,"681, 68209, 683 Other real estate activities",0.006492494676154366
201612,MK10 South Savo,"68201, 68202 Letting and operation of dwellings",0.0022507314877335135
201612,MK10 South Savo,"A Agriculture, forestry and fishing (01-03)",0.07571114458352811
201612,MK10 South Savo,B Mining and quarrying (05-09),0.0014196921691857546
201612,MK10 South Savo,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",0.008500839695978115
201612,MK10 South Savo,F Construction (41-43),0.08158035977077165
201612,MK10 South Savo,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),0.10576706660433871
201612,MK10 South Savo,H Transportation and storage (49-53),0.049100573070863414
201612,MK10 South Savo,I Accommodation and food service activities (55-56),0.03649647673955574
201612,MK10 South Savo,J Information and communication (58-63),0.015755120414134596
201612,MK10 South Savo,K Financial and insurance activities (64-66),0.008985612631797642
201612,MK10 South Savo,"M Professional, scientific and technical activities (69-75)",0.038487508440243075
201612,MK10 South Savo,N Administrative and support service activities (77-82),0.03275679980609082
201612,MK10 South Savo,O Public administration and defence; compulsory social security (84),0.06334943472013019
201612,MK10 South Savo,P Education (85),0.06653508544122994
201612,MK10 South Savo,Q Human health and social work activities (86-88),0.20646133070170883
201612,MK10 South Savo,"R, S Other service activities (90-96)",0.04768088090167766
201612,MK10 South Savo,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),0.008933672674388406
201612,MK11 North Savo,10-12 Food industry etc.,0.014715686748152082
201612,MK11 North Savo,"13-15 Textile, clothing and leather industry",0.00658969032320402
201612,MK11 North Savo,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.01630030436252959
201612,MK11 North Savo,"17, 18 Paper industry; Printing",0.0071501038697521615
201612,MK11 North Savo,19-22 Chemical industry,0.008125996424948064
201612,MK11 North Savo,23 Manufacture of other non-metallic mineral products,0.0049954104062998215
201612,MK11 North Savo,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",0.026387748200396154
201612,MK11 North Savo,"26, 27 Manufacture of electrical and electronic products",0.007401323735446157
201612,MK11 North Savo,28 Manufacture of machinery and equipment n.e.c.,0.02225228271897193
201612,MK11 North Savo,"29, 30 Manufacture of transport equipment",0.002763418522633943
201612,MK11 North Savo,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",0.012889511570607276
201612,MK11 North Savo,"681, 68209, 683 Other real estate activities",0.005778056910961882
201612,MK11 North Savo,"68201, 68202 Letting and operation of dwellings",0.00329484516160201
201612,MK11 North Savo,"A Agriculture, forestry and fishing (01-03)",0.07449635248079617
201612,MK11 North Savo,B Mining and quarrying (05-09),0.003304507464128702
201612,MK11 North Savo,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",0.008676747668969515
201612,MK11 North Savo,F Construction (41-43),0.08573361031933908
201612,MK11 North Savo,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),0.10741581718923619
201612,MK11 North Savo,H Transportation and storage (49-53),0.054505048553070194
201612,MK11 North Savo,I Accommodation and food service activities (55-56),0.028320208705734574
201612,MK11 North Savo,J Information and communication (58-63),0.0181264795400744
201612,MK11 North Savo,K Financial and insurance activities (64-66),0.013826754915696411
201612,MK11 North Savo,"M Professional, scientific and technical activities (69-75)",0.043393400647374264
201612,MK11 North Savo,N Administrative and support service activities (77-82),0.05225373206435094
201612,MK11 North Savo,O Public administration and defence; compulsory social security (84),0.049094159138122616
201612,MK11 North Savo,P Education (85),0.06905647615826851
201612,MK11 North Savo,Q Human health and social work activities (86-88),0.20017392144548043
201612,MK11 North Savo,"R, S Other service activities (90-96)",0.043180829991787045
201612,MK11 North Savo,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),0.0097975747620658
201612,MK12 North Karelia,10-12 Food industry etc.,0.016756978279677613
201612,MK12 North Karelia,"13-15 Textile, clothing and leather industry",0.004659775662917596
201612,MK12 North Karelia,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.016908762503225417
201612,MK12 North Karelia,"17, 18 Paper industry; Printing",0.01193023997085743
201612,MK12 North Karelia,19-22 Chemical industry,0.017257866217385367
201612,MK12 North Karelia,23 Manufacture of other non-metallic mineral products,0.00922848079170651
201612,MK12 North Karelia,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",0.03170772429913635
201612,MK12 North Karelia,"26, 27 Manufacture of electrical and electronic products",0.010624895648346311
201612,MK12 North Karelia,28 Manufacture of machinery and equipment n.e.c.,0.02252477877449418
201612,MK12 North Karelia,"29, 30 Manufacture of transport equipment",0.0012142737883824356
201612,MK12 North Karelia,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",0.013129335336885085
201612,MK12 North Karelia,"681, 68209, 683 Other real estate activities",0.0069820742831990055
201612,MK12 North Karelia,"68201, 68202 Letting and operation of dwellings",0.0020490870178953603
201612,MK12 North Karelia,"A Agriculture, forestry and fishing (01-03)",0.0756796138609353
201612,MK12 North Karelia,B Mining and quarrying (05-09),0.006359758966653006
201612,MK12 North Karelia,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",0.007771352245647588
201612,MK12 North Karelia,F Construction (41-43),0.07680281711518905
201612,MK12 North Karelia,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),0.09908474113200674
201612,MK12 North Karelia,H Transportation and storage (49-53),0.04670400558565943
201612,MK12 North Karelia,I Accommodation and food service activities (55-56),0.028808645629373283
201612,MK12 North Karelia,J Information and communication (58-63),0.01942838061411897
201612,MK12 North Karelia,K Financial and insurance activities (64-66),0.009425800282318656
201612,MK12 North Karelia,"M Professional, scientific and technical activities (69-75)",0.03233003961568234
201612,MK12 North Karelia,N Administrative and support service activities (77-82),0.035927325713765314
201612,MK12 North Karelia,O Public administration and defence; compulsory social security (84),0.06370383862301353
201612,MK12 North Karelia,P Education (85),0.07492069274319628
201612,MK12 North Karelia,Q Human health and social work activities (86-88),0.20006678505836104
201612,MK12 North Karelia,"R, S Other service activities (90-96)",0.0476602461940106
201612,MK12 North Karelia,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),0.010366862468315044
201612,MK13 Central Finland,10-12 Food industry etc.,0.010936688921903807
201612,MK13 Central Finland,"13-15 Textile, clothing and leather industry",0.0020137111353750875
201612,MK13 Central Finland,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.016503481482807385
201612,MK13 Central Finland,"17, 18 Paper industry; Printing",0.01933162689960084
201612,MK13 Central Finland,19-22 Chemical industry,0.007777399896182004
201612,MK13 Central Finland,23 Manufacture of other non-metallic mineral products,0.005727889451733582
201612,MK13 Central Finland,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",0.023904988633719367
201612,MK13 Central Finland,"26, 27 Manufacture of electrical and electronic products",0.01123203322175882
201612,MK13 Central Finland,28 Manufacture of machinery and equipment n.e.c.,0.03289061521112643
201612,MK13 Central Finland,"29, 30 Manufacture of transport equipment",0.010578695831170458
201612,MK13 Central Finland,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",0.013111496948108902
201612,MK13 Central Finland,"681, 68209, 683 Other real estate activities",0.007088263196520308
201612,MK13 Central Finland,"68201, 68202 Letting and operation of dwellings",0.0019868616535700864
201612,MK13 Central Finland,"A Agriculture, forestry and fishing (01-03)",0.04598421250469866
201612,MK13 Central Finland,B Mining and quarrying (05-09),0.002658098698695115
201612,MK13 Central Finland,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",0.010927739094635475
201612,MK13 Central Finland,F Construction (41-43),0.08113018418744518
201612,MK13 Central Finland,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),0.10565271090267958
201612,MK13 Central Finland,H Transportation and storage (49-53),0.04388100309664023
201612,MK13 Central Finland,I Accommodation and food service activities (55-56),0.03136019474824136
201612,MK13 Central Finland,J Information and communication (58-63),0.03457318273757316
201612,MK13 Central Finland,K Financial and insurance activities (64-66),0.008144342814183686
201612,MK13 Central Finland,"M Professional, scientific and technical activities (69-75)",0.05141675765657723
201612,MK13 Central Finland,N Administrative and support service activities (77-82),0.049429896003007144
201612,MK13 Central Finland,O Public administration and defence; compulsory social security (84),0.058800365152952554
201612,MK13 Central Finland,P Education (85),0.08101383643295684
201612,MK13 Central Finland,Q Human health and social work activities (86-88),0.1776898705854977
201612,MK13 Central Finland,"R, S Other service activities (90-96)",0.04748778348577873
201612,MK13 Central Finland,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),0.006766069414860293
201612,MK14 South Ostrobothnia,10-12 Food industry etc.,0.04349365527166402
201612,MK14 South Ostrobothnia,"13-15 Textile, clothing and leather industry",0.006156271058673033
201612,MK14 South Ostrobothnia,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.018503078135529337
201612,MK14 South Ostrobothnia,"17, 18 Paper industry; Printing",0.002444233778397085
201612,MK14 South Ostrobothnia,19-22 Chemical industry,0.005779356504060398
201612,MK14 South Ostrobothnia,23 Manufacture of other non-metallic mineral products,0.0037919888524665063
201612,MK14 South Ostrobothnia,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",0.048016629927015636
201612,MK14 South Ostrobothnia,"26, 27 Manufacture of electrical and electronic products",0.0038376754651468256
201612,MK14 South Ostrobothnia,28 Manufacture of machinery and equipment n.e.c.,0.019314015510605007
201612,MK14 South Ostrobothnia,"29, 30 Manufacture of transport equipment",0.010507920916473451
201612,MK14 South Ostrobothnia,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",0.01755508092241271
201612,MK14 South Ostrobothnia,"681, 68209, 683 Other real estate activities",0.005562345093828881
201612,MK14 South Ostrobothnia,"68201, 68202 Letting and operation of dwellings",0.0018503078135529338
201612,MK14 South Ostrobothnia,"A Agriculture, forestry and fishing (01-03)",0.10798030906993479
201612,MK14 South Ostrobothnia,B Mining and quarrying (05-09),0.005984946261121836
201612,MK14 South Ostrobothnia,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",0.008246433588797642
201612,MK14 South Ostrobothnia,F Construction (41-43),0.08409763229129785
201612,MK14 South Ostrobothnia,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),0.11308578803696047
201612,MK14 South Ostrobothnia,H Transportation and storage (49-53),0.055189428117825776
201612,MK14 South Ostrobothnia,I Accommodation and food service activities (55-56),0.023014631137710875
201612,MK14 South Ostrobothnia,J Information and communication (58-63),0.010896257124256164
201612,MK14 South Ostrobothnia,K Financial and insurance activities (64-66),0.01125032837252864
201612,MK14 South Ostrobothnia,"M Professional, scientific and technical activities (69-75)",0.03185499069135267
201612,MK14 South Ostrobothnia,N Administrative and support service activities (77-82),0.03106689662261716
201612,MK14 South Ostrobothnia,O Public administration and defence; compulsory social security (84),0.0410151565337567
201612,MK14 South Ostrobothnia,P Education (85),0.06166550546526105
201612,MK14 South Ostrobothnia,Q Human health and social work activities (86-88),0.17611047022946102
201612,MK14 South Ostrobothnia,"R, S Other service activities (90-96)",0.04149486596690005
201612,MK14 South Ostrobothnia,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),0.010256644546731695
201612,MK15 Ostrobothnia,10-12 Food industry etc.,0.023311601173299133
201612,MK15 Ostrobothnia,"13-15 Textile, clothing and leather industry",0.0029807498188986667
201612,MK15 Ostrobothnia,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.006555274502119777
201612,MK15 Ostrobothnia,"17, 18 Paper industry; Printing",0.016031921336705977
201612,MK15 Ostrobothnia,19-22 Chemical industry,0.015616278931680265
201612,MK15 Ostrobothnia,23 Manufacture of other non-metallic mineral products,0.009476646834586199
201612,MK15 Ostrobothnia,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",0.02997375515099695
201612,MK15 Ostrobothnia,"26, 27 Manufacture of electrical and electronic products",0.04443811084589167
201612,MK15 Ostrobothnia,28 Manufacture of machinery and equipment n.e.c.,0.048380775944992696
201612,MK15 Ostrobothnia,"29, 30 Manufacture of transport equipment",0.02018834538696308
201612,MK15 Ostrobothnia,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",0.00967853028845583
201612,MK15 Ostrobothnia,"681, 68209, 683 Other real estate activities",0.0056764877029225605
201612,MK15 Ostrobothnia,"68201, 68202 Letting and operation of dwellings",0.0012469272150771313
201612,MK15 Ostrobothnia,"A Agriculture, forestry and fishing (01-03)",0.07306993480351989
201612,MK15 Ostrobothnia,B Mining and quarrying (05-09),0.0010806702530668471
201612,MK15 Ostrobothnia,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",0.010711698552376882
201612,MK15 Ostrobothnia,F Construction (41-43),0.06816535442421652
201612,MK15 Ostrobothnia,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),0.09274763380716568
201612,MK15 Ostrobothnia,H Transportation and storage (49-53),0.04016293182277008
201612,MK15 Ostrobothnia,I Accommodation and food service activities (55-56),0.026909876851093143
201612,MK15 Ostrobothnia,J Information and communication (58-63),0.02464165686938141
201612,MK15 Ostrobothnia,K Financial and insurance activities (64-66),0.011329224411272222
201612,MK15 Ostrobothnia,"M Professional, scientific and technical activities (69-75)",0.0415761159998575
201612,MK15 Ostrobothnia,N Administrative and support service activities (77-82),0.03867849466196398
201612,MK15 Ostrobothnia,O Public administration and defence; compulsory social security (84),0.06220385478641919
201612,MK15 Ostrobothnia,P Education (85),0.0651489781134585
201612,MK15 Ostrobothnia,Q Human health and social work activities (86-88),0.1660432030591281
201612,MK15 Ostrobothnia,"R, S Other service activities (90-96)",0.03705155153372048
201612,MK15 Ostrobothnia,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),0.00693529041528614
201612,MK16 Central Ostrobothnia,10-12 Food industry etc.,0.021048503072297033
201612,MK16 Central Ostrobothnia,"13-15 Textile, clothing and leather industry",0.012289188129167211
201612,MK16 Central Ostrobothnia,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.01696300169956857
201612,MK16 Central Ostrobothnia,"17, 18 Paper industry; Printing",0.0024513008236370765
201612,MK16 Central Ostrobothnia,19-22 Chemical industry,0.014119492744149562
201612,MK16 Central Ostrobothnia,23 Manufacture of other non-metallic mineral products,0.005229441757092431
201612,MK16 Central Ostrobothnia,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",0.05219636553797882
201612,MK16 Central Ostrobothnia,"26, 27 Manufacture of electrical and electronic products",9.805203294548307e-05
201612,MK16 Central Ostrobothnia,28 Manufacture of machinery and equipment n.e.c.,0.0076153745587658524
201612,MK16 Central Ostrobothnia,"29, 30 Manufacture of transport equipment",0.010524251536148516
201612,MK16 Central Ostrobothnia,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",0.017780101974114264
201612,MK16 Central Ostrobothnia,"681, 68209, 683 Other real estate activities",0.004706497581383187
201612,MK16 Central Ostrobothnia,"68201, 68202 Letting and operation of dwellings",0.0008497842855275199
201612,MK16 Central Ostrobothnia,"A Agriculture, forestry and fishing (01-03)",0.08739704536540724
201612,MK16 Central Ostrobothnia,B Mining and quarrying (05-09),0.003072297032291803
201612,MK16 Central Ostrobothnia,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",0.011766243953457968
201612,MK16 Central Ostrobothnia,F Construction (41-43),0.07285266047849392
201612,MK16 Central Ostrobothnia,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),0.11919858805072558
201612,MK16 Central Ostrobothnia,H Transportation and storage (49-53),0.06592365015034644
201612,MK16 Central Ostrobothnia,I Accommodation and food service activities (55-56),0.022944175709243037
201612,MK16 Central Ostrobothnia,J Information and communication (58-63),0.019316250490260162
201612,MK16 Central Ostrobothnia,K Financial and insurance activities (64-66),0.012550660217021833
201612,MK16 Central Ostrobothnia,"M Professional, scientific and technical activities (69-75)",0.033337691201464244
201612,MK16 Central Ostrobothnia,N Administrative and support service activities (77-82),0.02902340175186299
201612,MK16 Central Ostrobothnia,O Public administration and defence; compulsory social security (84),0.04696692378088639
201612,MK16 Central Ostrobothnia,P Education (85),0.071512616028239
201612,MK16 Central Ostrobothnia,Q Human health and social work activities (86-88),0.18417440188259904
201612,MK16 Central Ostrobothnia,"R, S Other service activities (90-96)",0.04664008367106812
201612,MK16 Central Ostrobothnia,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),0.0074519545038567135
201612,MK17 North Ostrobothnia,10-12 Food industry etc.,0.013160299762383478
201612,MK17 North Ostrobothnia,"13-15 Textile, clothing and leather industry",0.004439832312309479
201612,MK17 North Ostrobothnia,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.017234568192404525
201612,MK17 North Ostrobothnia,"17, 18 Paper industry; Printing",0.006132039315805921
201612,MK17 North Ostrobothnia,19-22 Chemical industry,0.0053301572514313006
201612,MK17 North Ostrobothnia,23 Manufacture of other non-metallic mineral products,0.004534171378706493
201612,MK17 North Ostrobothnia,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",0.03749977889281313
201612,MK17 North Ostrobothnia,"26, 27 Manufacture of electrical and electronic products",0.03527101844918367
201612,MK17 North Ostrobothnia,28 Manufacture of machinery and equipment n.e.c.,0.003956344597024782
201612,MK17 North Ostrobothnia,"29, 30 Manufacture of transport equipment",0.0017629613032942022
201612,MK17 North Ostrobothnia,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",0.014958638215576558
201612,MK17 North Ostrobothnia,"681, 68209, 683 Other real estate activities",0.006267651723751629
201612,MK17 North Ostrobothnia,"68201, 68202 Letting and operation of dwellings",0.0014445669542042794
201612,MK17 North Ostrobothnia,"A Agriculture, forestry and fishing (01-03)",0.05345487349720816
201612,MK17 North Ostrobothnia,B Mining and quarrying (05-09),0.0061733126573546146
201612,MK17 North Ostrobothnia,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",0.009811262905289473
201612,MK17 North Ostrobothnia,F Construction (41-43),0.08698061921804706
201612,MK17 North Ostrobothnia,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),0.101043036302852
201612,MK17 North Ostrobothnia,H Transportation and storage (49-53),0.051019746345835226
201612,MK17 North Ostrobothnia,I Accommodation and food service activities (55-56),0.029822937364756105
201612,MK17 North Ostrobothnia,J Information and communication (58-63),0.029221525816475143
201612,MK17 North Ostrobothnia,K Financial and insurance activities (64-66),0.011869033791074344
201612,MK17 North Ostrobothnia,"M Professional, scientific and technical activities (69-75)",0.05143247976132217
201612,MK17 North Ostrobothnia,N Administrative and support service activities (77-82),0.050436023372503705
201612,MK17 North Ostrobothnia,O Public administration and defence; compulsory social security (84),0.059203660355776205
201612,MK17 North Ostrobothnia,P Education (85),0.07548894169256078
201612,MK17 North Ostrobothnia,Q Human health and social work activities (86-88),0.18305316596010637
201612,MK17 North Ostrobothnia,"R, S Other service activities (90-96)",0.041444331106538286
201612,MK17 North Ostrobothnia,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),0.007564813886710573
201612,MK18 Kainuu,10-12 Food industry etc.,0.005930587914914218
201612,MK18 Kainuu,"13-15 Textile, clothing and leather industry",0.0006959363369542195
201612,MK18 Kainuu,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.009289237193258495
201612,MK18 Kainuu,"17, 18 Paper industry; Printing",0.0023298738237163
201612,MK18 Kainuu,19-22 Chemical industry,0.0005446458289206934
201612,MK18 Kainuu,23 Manufacture of other non-metallic mineral products,0.0062029108293745645
201612,MK18 Kainuu,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",0.009924657326999304
201612,MK18 Kainuu,"26, 27 Manufacture of electrical and electronic products",0.016218342461193986
201612,MK18 Kainuu,28 Manufacture of machinery and equipment n.e.c.,0.0015129050803352599
201612,MK18 Kainuu,"29, 30 Manufacture of transport equipment",0.013010983690883235
201612,MK18 Kainuu,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",0.007897364519350056
201612,MK18 Kainuu,"681, 68209, 683 Other real estate activities",0.006414717540621501
201612,MK18 Kainuu,"68201, 68202 Letting and operation of dwellings",0.0023903900269297107
201612,MK18 Kainuu,"A Agriculture, forestry and fishing (01-03)",0.06750582468455929
201612,MK18 Kainuu,B Mining and quarrying (05-09),0.028533389815123
201612,MK18 Kainuu,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",0.010106205936639537
201612,MK18 Kainuu,F Construction (41-43),0.061938333988925544
201612,MK18 Kainuu,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),0.09440527701292022
201612,MK18 Kainuu,H Transportation and storage (49-53),0.05113619171533178
201612,MK18 Kainuu,I Accommodation and food service activities (55-56),0.026112741686586585
201612,MK18 Kainuu,J Information and communication (58-63),0.012194014947502194
201612,MK18 Kainuu,K Financial and insurance activities (64-66),0.008532784653090864
201612,MK18 Kainuu,"M Professional, scientific and technical activities (69-75)",0.03246694302399467
201612,MK18 Kainuu,N Administrative and support service activities (77-82),0.05437380858724924
201612,MK18 Kainuu,O Public administration and defence; compulsory social security (84),0.18030802747435626
201612,MK18 Kainuu,P Education (85),0.05927562104753548
201612,MK18 Kainuu,Q Human health and social work activities (86-88),0.17504311779478957
201612,MK18 Kainuu,"R, S Other service activities (90-96)",0.04750521952252716
201612,MK18 Kainuu,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),0.008230203637023814
201612,MK19 Lapland,10-12 Food industry etc.,0.005444761807609915
201612,MK19 Lapland,"13-15 Textile, clothing and leather industry",0.0036213404059981633
201612,MK19 Lapland,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.00803325512598184
201612,MK19 Lapland,"17, 18 Paper industry; Printing",0.012942466591859632
201612,MK19 Lapland,19-22 Chemical industry,0.0020401917780271343
201612,MK19 Lapland,23 Manufacture of other non-metallic mineral products,0.004118637151892278
201612,MK19 Lapland,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",0.04316280730388656
201612,MK19 Lapland,"26, 27 Manufacture of electrical and electronic products",0.0004335407528307661
201612,MK19 Lapland,28 Manufacture of machinery and equipment n.e.c.,0.003787105987962868
201612,MK19 Lapland,"29, 30 Manufacture of transport equipment",0.004539426706110373
201612,MK19 Lapland,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",0.018208711618892173
201612,MK19 Lapland,"681, 68209, 683 Other real estate activities",0.008352035091298582
201612,MK19 Lapland,"68201, 68202 Letting and operation of dwellings",0.0023207181475058654
201612,MK19 Lapland,"A Agriculture, forestry and fishing (01-03)",0.04937264102825665
201612,MK19 Lapland,B Mining and quarrying (05-09),0.02231459757217178
201612,MK19 Lapland,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",0.013949811282260532
201612,MK19 Lapland,F Construction (41-43),0.08123788636131796
201612,MK19 Lapland,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),0.10014791390390695
201612,MK19 Lapland,H Transportation and storage (49-53),0.05766092012649189
201612,MK19 Lapland,I Accommodation and food service activities (55-56),0.050201468938080175
201612,MK19 Lapland,J Information and communication (58-63),0.010341222074875037
201612,MK19 Lapland,K Financial and insurance activities (64-66),0.006923900846679588
201612,MK19 Lapland,"M Professional, scientific and technical activities (69-75)",0.03915893093950831
201612,MK19 Lapland,N Administrative and support service activities (77-82),0.055225441191472
201612,MK19 Lapland,O Public administration and defence; compulsory social security (84),0.09994389472610425
201612,MK19 Lapland,P Education (85),0.06435529939814341
201612,MK19 Lapland,Q Human health and social work activities (86-88),0.17983015403447922
