Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
50200  Kovala (Mikkeli),75,10,1,2,0,0,22,2,6,0,0,1,18,0,4,0,6,3,0,0,0,0,0
50300  Rämälä (Mikkeli),47,13,0,2,0,1,6,5,3,1,0,0,0,2,0,0,10,0,4,0,0,0,0
50350  Norola (Mikkeli),67,4,0,3,0,0,3,44,2,0,0,0,0,0,1,0,0,10,0,0,0,0,0
50500  Tuukkala-Kaituenmäki (Mikkeli),168,6,0,0,0,0,5,8,11,13,0,0,5,0,2,0,14,103,0,1,0,0,0
50520  Moision Sairaala-alue (Mikkeli),258,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0
50600  Karikko (Mikkeli),1151,27,0,322,16,0,77,115,34,21,1,1,2,132,8,10,88,269,15,13,0,0,0
50670  Otava (Mikkeli),366,25,0,101,0,6,23,33,8,25,2,0,1,2,1,63,38,26,2,9,1,0,0
50700  Syysjärvi (Mikkeli),270,14,0,9,0,0,12,1,1,21,1,1,1,0,5,0,6,193,3,2,0,0,0
50770  Korpikoski (Mikkeli),31,3,0,0,0,0,9,3,3,0,0,0,0,1,1,0,0,10,0,1,0,0,0
50800  Annilanselkä (Mikkeli),164,8,0,4,0,26,12,7,26,0,0,0,1,1,0,0,37,3,4,35,0,0,0
50970  Ihastjärvi (Mikkeli),211,16,0,3,0,0,15,25,11,1,0,2,0,12,4,0,1,117,1,3,0,0,0
51130  Vanhamäki (Mikkeli),24,11,0,1,0,0,6,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51200  Kangasniemi Keskus (Kangasniemi),1208,116,0,279,1,11,62,131,58,38,12,13,9,21,33,45,59,257,16,47,0,0,0
51260  Tahkomäki (Kangasniemi),20,5,0,0,0,0,3,7,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0
51270  Kutemajärvi (Kangasniemi),28,19,0,0,0,0,1,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0
51310  Levä (Kangasniemi),12,7,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
51335  Kaihlamäki (Kangasniemi),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
51340  Hännilä-Särkiharju (Kangasniemi),22,13,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
51360  Koivula-Synsiö (Kangasniemi),16,7,0,0,0,0,1,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0
51380  Synsiö (Kangasniemi),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
51420  Harjumaa-Pajulankylä (Mikkeli),25,12,0,1,0,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51430  Läsäkoski (Kangasniemi),12,5,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51440  Vuojalahti (Kangasniemi),65,35,1,0,0,0,21,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0
51450  Pajulankylä (Mikkeli),16,7,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0
51460  Luusniemi (Kangasniemi),35,25,0,0,0,0,3,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
51520  Hiirola (Mikkeli),28,8,2,10,0,1,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51540  Kalvitsa (Mikkeli),45,19,0,0,0,0,0,2,5,4,5,0,0,0,8,0,0,1,0,1,0,0,0
51600  Haukivuori Keskus-Piitkäaho (Mikkeli),280,61,0,27,0,0,27,24,21,10,0,2,0,5,5,0,22,67,4,5,0,0,0
51620  Pitkäaho (Mikkeli),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
51670  Nykälä (Mikkeli),18,13,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51720  Rahula (Mikkeli),53,19,0,4,0,0,8,4,5,3,0,1,0,1,1,0,0,7,0,0,0,0,0
51740  Huuhanaho (Mikkeli),33,6,0,1,0,0,2,9,9,1,1,0,0,0,3,0,0,1,0,0,0,0,0
51760  Nuutilanmäki (Juva),92,20,1,33,2,0,10,17,0,1,0,0,0,0,0,0,3,5,0,0,0,0,0
51780  Kuosmala (Juva),14,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51810  Maivala (Juva),42,32,0,1,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51820  Hatsola (Juva),43,24,0,1,0,0,7,3,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0
51850  Vuorenmaa (Juva),25,20,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
51860  Narila (Juva),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
51880  Koikkala (Juva),26,22,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
51890  Risulahti (Juva),37,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51900  Juva Keskus (Juva),1330,93,4,173,1,8,85,168,81,75,4,12,2,34,69,24,80,341,23,53,0,0,0
51930  Paatela (Juva),36,18,0,7,0,0,1,1,1,1,0,0,0,0,0,0,6,1,0,0,0,0,0
51940  Härkälä (Juva),11,6,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51980  Lauteala (Juva),44,25,0,1,0,0,7,6,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
52100  Anttola (Mikkeli),177,21,0,7,0,0,24,20,14,15,0,0,0,2,7,0,23,33,3,8,0,0,0
52110  Majavesi (Mikkeli),37,18,0,0,0,0,8,4,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0
52150  Hauhala (Mikkeli),10,4,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
52200  Puumala Keskus (Puumala),466,80,0,18,0,2,40,53,31,32,2,2,0,15,26,14,32,96,10,13,0,0,0
52230  Hurissalo (Puumala),45,23,0,0,0,0,12,3,1,1,0,0,0,0,0,0,0,0,2,3,0,0,0
52270  Ryhälä (Puumala),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
52300  Ristiina Keskus (Mikkeli),535,40,0,24,1,5,51,67,35,36,6,0,1,30,7,0,62,147,4,19,0,0,0
52320  Vitsiälä (Mikkeli),80,6,0,0,0,4,15,1,11,1,0,0,0,0,2,0,2,37,0,1,0,0,0
52330  Heimari (Mikkeli),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
52340  Hangastenmaa (Mikkeli),30,16,0,1,0,0,4,1,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0
52360  Someenjärvi (Mikkeli),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
52420  Pellosniemi (Mikkeli),657,25,2,569,0,0,14,6,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0
52510  Hietanen (Hirvensalmi),54,20,0,11,0,0,4,3,4,8,0,0,0,0,0,0,3,0,0,1,0,0,0
52520  Syväsmäki (Hirvensalmi),20,6,0,2,0,0,4,3,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
52550  Hirvensalmi Keskus (Hirvensalmi),411,44,12,92,0,0,22,28,5,23,1,3,4,4,25,22,19,90,4,13,0,0,0
52610  Tuukkalanlahti (Hirvensalmi),27,22,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
52620  Kuitula (Hirvensalmi),25,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0
52700  Mäntyharju Keskus (Mäntyharju),1531,95,0,412,1,6,110,149,77,61,10,8,10,22,38,37,93,344,19,39,0,0,0
52720  Karankamäki-Koirakivi (Mäntyharju),18,9,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52730  Koirakivi (Mäntyharju),17,11,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52740  Tuustaipale (Mäntyharju),21,10,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0
52760  Mynttilä (Mäntyharju),12,4,0,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
52780  Kuomiokoski (Mikkeli),71,0,0,69,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52830  Suomenniemi (Mikkeli),49,23,1,2,0,0,1,9,1,5,0,0,0,1,1,0,0,1,2,2,0,0,0
52850  Halmeniemi (Mäntyharju),11,3,0,1,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52890  Käävänkylä (Mäntyharju),16,7,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52920  Voikoski (Kouvola),91,6,0,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52960  Nurmaa (Mäntyharju),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
52970  Pankalahti-Ahvenainen (Mäntyharju),15,9,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
52980  Ahvenainen (Heinola),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
53100  Lappeenranta keskus (Lappeenranta),7390,19,2,55,0,6,277,742,86,630,430,285,154,617,183,905,528,1867,267,337,0,0,0
53130  Keskussairaala-alue-Kimpinen (Lappeenranta),2263,0,0,0,0,0,0,0,0,49,14,0,0,0,362,122,0,1702,12,2,0,0,0
53200  Kaukas-Tirilä (Lappeenranta),1291,0,0,1000,0,0,48,88,33,22,0,0,2,8,0,0,25,9,41,15,0,0,0
53300  Lauritsala-Mälkiä (Lappeenranta),1418,14,0,199,0,17,127,88,184,44,7,1,13,33,81,0,88,427,12,83,0,0,0
53400  Laihia (Lappeenranta),268,22,0,125,0,0,34,12,53,4,0,1,3,6,2,0,1,2,0,3,0,0,0
53420  Mustola (Lappeenranta),425,1,0,12,0,0,17,154,152,0,2,0,0,1,0,85,0,1,0,0,0,0,0
53500  Parkkarila-Harapainen-Reijola (Lappeenranta),2442,7,4,237,0,9,430,752,560,65,1,2,9,66,108,0,6,152,17,17,0,0,0
53550  Kourulanmäki (Lappeenranta),1637,3,0,188,0,28,125,634,47,0,0,0,3,27,312,0,51,211,2,6,0,0,0
53600  Kesämäki (Lappeenranta),2415,36,0,593,79,8,283,500,59,50,10,3,20,118,32,158,203,235,6,22,0,0,0
53650  Mattila-Kuusela (Lappeenranta),392,6,43,177,13,0,51,21,22,3,0,0,0,9,4,0,0,41,1,1,0,0,0
53810  Kuusimäki-Lavola (Lappeenranta),482,1,0,88,0,1,135,26,37,25,1,0,0,15,6,0,8,101,31,7,0,0,0
53830  Rutola (Lappeenranta),40,2,0,1,0,0,8,4,7,0,0,0,0,1,4,0,0,13,0,0,0,0,0
53850  Skinnarila (Lappeenranta),3128,25,0,119,5,0,77,92,54,58,358,7,21,355,81,138,1262,380,26,70,0,0,0
53900  Pallo-Tysterniemi-Leiri (Lappeenranta),1611,2,2,285,0,0,21,69,21,179,75,1,31,161,494,130,21,47,28,44,0,0,0
53920  Voisalmi (Lappeenranta),369,0,0,89,44,0,17,45,1,4,0,0,1,5,1,0,49,102,5,6,0,0,0
53950  Kivisalmi (Lappeenranta),79,1,0,0,0,0,9,6,23,16,2,0,3,9,5,0,0,1,0,4,0,0,0
54100  Joutseno Keskus (Lappeenranta),1575,58,1,546,0,0,134,117,98,22,6,10,1,18,41,20,161,286,13,43,0,0,0
54110  Lampikangas (Lappeenranta),245,0,0,112,0,5,21,5,9,0,0,0,2,3,79,0,0,5,0,4,0,0,0
54120  Pulp (Lappeenranta),450,15,0,280,0,0,27,9,63,4,0,0,0,3,3,0,14,26,0,6,0,0,0
54190  Konnunsuo (Lappeenranta),145,4,0,0,2,33,13,1,0,9,0,0,0,12,0,0,0,71,0,0,0,0,0
54230  Nuijamaa (Lappeenranta),490,29,0,1,0,0,1,86,7,0,0,0,0,8,3,339,4,0,6,6,0,0,0
54250  Rapattila (Lappeenranta),19,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0
54260  Hanhijärvi (Lappeenranta),84,21,9,15,0,0,11,2,7,0,1,0,1,0,2,0,8,3,3,1,0,0,0
54270  Vainikkala (Lappeenranta),202,22,0,1,0,0,1,1,78,3,1,0,0,0,0,95,0,0,0,0,0,0,0
54300  Vilkjärvi (Lappeenranta),87,15,0,10,0,1,32,2,18,0,0,0,0,0,0,0,2,7,0,0,0,0,0
54310  Hytti (Lappeenranta),78,14,0,2,0,0,21,2,34,0,0,0,3,0,0,0,0,2,0,0,0,0,0
54330  Simola (Lappeenranta),58,10,0,5,0,0,10,2,6,2,1,0,0,15,0,0,3,4,0,0,0,0,0
54390  Pulsa (Lappeenranta),16,6,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0
54410  Ylämaa Keskus (Lappeenranta),169,26,15,25,0,0,22,10,6,6,0,0,0,5,1,2,0,46,1,4,0,0,0
54430  Hujakkala (Lappeenranta),23,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54460  Ylijärvi (Lappeenranta),12,6,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54490  Ahomäki (Miehikkälä),13,8,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54500  Taavetti-Somerharju (Luumäki),837,56,5,114,0,1,56,61,51,26,2,8,7,29,32,22,62,208,7,90,0,0,0
54510  Uro (Luumäki),165,94,1,30,0,0,34,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54530  Luumäki (Luumäki),147,20,0,19,0,0,23,11,23,18,0,0,3,14,3,0,11,1,0,1,0,0,0
54550  Suo-Anttila (Luumäki),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
54580  Somerharju (Luumäki),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
54590  Kaitjärvi (Luumäki),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
54710  Lemi Keskus (Lemi),303,28,1,31,0,0,4,16,8,23,0,6,2,6,33,17,29,79,3,17,0,0,0
54720  Laksiainen (Lemi),25,19,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
54750  Välijoki (Savitaipale),51,25,0,1,0,0,5,1,6,0,0,0,0,0,8,0,1,4,0,0,0,0,0
54770  Heituinlahti (Savitaipale),84,30,1,22,0,0,7,3,4,2,0,0,0,1,0,7,4,0,0,3,0,0,0
54800  Savitaipale Keskus (Savitaipale),772,77,2,68,3,7,36,68,57,39,8,8,3,19,18,18,72,243,5,21,0,0,0
54820  Kotimäki (Lemi),14,7,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54850  Kuukanniemi (Lemi),64,5,0,4,0,0,9,9,7,2,0,0,1,0,1,0,15,9,0,2,0,0,0
54915  Saimaanharju-Kyläniemi (Taipalsaari),204,0,0,7,3,0,17,33,13,9,0,0,10,9,2,0,50,38,9,4,0,0,0
54920  Taipalsaari (Taipalsaari),329,8,2,26,0,2,35,4,40,10,0,0,2,11,5,31,22,99,1,31,0,0,0
54930  Levänen (Taipalsaari),43,21,0,9,0,0,4,1,2,0,0,0,0,2,3,0,0,0,0,1,0,0,0
54940  Solkei (Taipalsaari),14,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
54950  Pettilä (Savitaipale),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
54960  Vehkataipale (Taipalsaari),43,6,0,2,0,0,5,1,14,3,0,0,2,3,0,0,3,3,1,0,0,0,0
55100  Imatra Keskus (Imatra),2108,37,0,76,0,9,216,434,160,185,21,60,50,125,139,2,236,204,41,113,0,0,0
55120  Mansikkala-Tuulikallio (Imatra),2399,0,0,178,31,8,197,476,101,84,8,14,35,113,318,192,182,363,67,32,0,0,0
55300  Rauha-Tiuruniemi (Lappeenranta),255,6,0,112,0,1,11,10,61,8,0,0,0,1,9,0,19,14,1,2,0,0,0
55320  Rauha (Lappeenranta),163,0,0,0,0,0,0,5,1,87,0,0,43,5,16,0,6,0,0,0,0,0,0
55330  Tiuruniemi (Lappeenranta),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
55400  Tainionkoski-Mustalampi (Imatra),95,1,0,9,8,0,15,0,3,12,0,0,0,2,2,0,1,39,2,1,0,0,0
55420  Karhumäki-Karhukallio (Imatra),353,2,0,21,0,0,21,24,27,179,1,0,1,2,45,0,4,11,12,3,0,0,0
55510  Sotkulampi-Linnasuo (Imatra),101,0,0,0,0,13,26,8,1,10,0,0,0,9,6,0,0,23,0,5,0,0,0
55610  Rajapatsas-Teppanala (Imatra),702,5,0,304,0,33,4,97,17,12,2,0,2,9,1,175,1,27,1,12,0,0,0
55700  Vintteri-Virasoja (Imatra),136,7,0,0,0,0,25,2,65,0,0,0,0,3,1,0,0,32,0,1,0,0,0
55800  Vuoksenniska-Saarlampi (Imatra),2623,24,0,1537,12,3,69,249,103,39,4,1,4,42,15,35,98,349,2,37,0,0,0
55910  Rautio-Kurkvuori (Imatra),376,0,0,24,0,0,9,13,12,6,7,0,1,6,1,178,78,26,0,15,0,0,0
56100  Ruokolahti Keskus (Ruokolahti),495,25,0,2,2,3,10,52,13,28,2,3,3,10,30,20,98,162,6,26,0,0,0
56120  Salosaari (Ruokolahti),55,5,0,0,0,0,6,4,12,6,0,0,0,0,0,0,0,15,3,4,0,0,0
56140  Äitsaari (Ruokolahti),23,21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56210  Virmutjoki (Ruokolahti),50,4,0,1,0,1,12,4,14,1,2,0,1,4,0,0,0,6,0,0,0,0,0
56310  Syyspohja (Ruokolahti),15,7,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0
56330  Utula (Ruokolahti),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
56350  Kyläniemi (Taipalsaari),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
56410  Kaiturinpää (Ruokolahti),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
56440  Pohja-Lankila (Ruokolahti),17,4,0,0,0,0,1,2,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0
56510  Puntala (Ruokolahti),188,29,0,103,0,0,0,2,17,6,0,0,0,4,19,0,7,0,0,1,0,0,0
56550  Niska-Pietilä (Rautjärvi),11,5,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
56610  Rautjärvi (Rautjärvi),81,2,0,0,0,0,14,3,6,1,0,0,2,0,4,0,6,40,0,3,0,0,0
56640  Purnujärvi (Rautjärvi),20,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,1,0,0,0
56710  Miettilä (Rautjärvi),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
56730  Laikko (Rautjärvi),39,13,0,1,0,0,2,2,2,0,1,0,0,0,18,0,0,0,0,0,0,0,0
56800  Simpele (Rautjärvi),695,31,0,327,0,7,11,32,17,45,16,8,10,19,11,21,44,75,4,17,0,0,0
57100  Heikinpohja-Piispanmäki (Savonlinna),1652,31,0,26,7,0,35,331,22,90,74,69,72,140,41,84,254,204,27,145,0,0,0
57120  Savonlinna (Savonlinna),925,0,0,0,0,0,2,0,0,5,2,0,0,0,0,0,43,873,0,0,0,0,0
57130  Savonlinna Keskus (Savonlinna),1196,43,0,10,0,10,5,60,8,177,19,1,21,158,130,205,6,236,74,33,0,0,0
57170  Sortteerinlahti-Talvisalo (Savonlinna),609,0,0,44,0,0,9,21,6,13,1,0,0,4,3,0,10,492,3,3,0,0,0
57200  Miekonniemi-Venäjänniemi (Savonlinna),1149,3,0,424,0,0,58,117,24,16,22,1,3,88,97,1,251,21,0,23,0,0,0
57210  Nojanmaa (Savonlinna),898,7,0,284,0,11,66,309,39,7,58,5,1,18,7,0,21,52,2,11,0,0,0
57220  Haka-alue-Viuhonmäki (Savonlinna),270,1,0,6,2,5,51,71,6,5,0,0,2,16,0,0,3,101,0,1,0,0,0
57230  Inkerinkylä (Savonlinna),1203,22,0,435,0,34,159,57,221,27,5,1,2,5,20,0,65,131,8,11,0,0,0
57310  Rinkilä (Savonlinna),101,21,0,0,0,0,6,19,22,5,1,0,0,2,0,0,0,0,25,0,0,0,0
57510  Laitaatsilta (Savonlinna),121,1,0,17,0,0,15,39,25,16,0,1,0,0,2,0,0,0,0,5,0,0,0
57600  Poukkusilta-Pihlajaniemi (Savonlinna),227,5,0,0,0,6,21,7,8,1,0,1,0,3,4,0,45,118,7,1,0,0,0
57710  Kellarpelto-Rantakoivikko (Savonlinna),201,3,0,4,0,0,18,22,29,4,1,0,0,10,4,0,20,76,3,7,0,0,0
57810  Aholahti (Savonlinna),104,14,0,15,0,0,36,5,22,1,1,0,0,0,2,0,0,0,8,0,0,0,0
58130  Oravi (Savonlinna),28,15,0,1,0,0,1,2,2,0,0,0,0,1,1,0,0,5,0,0,0,0,0
58140  Ahvensalmi (Savonlinna),13,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58150  Makkola (Savonlinna),29,16,0,1,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58160  Karvila (Enonkoski),10,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
58170  Simanala (Enonkoski),25,8,0,0,0,0,12,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
58175  Enonkoski Keskus (Enonkoski),222,41,0,1,0,0,6,17,18,12,1,0,1,4,9,7,19,76,5,5,0,0,0
58180  Ihamaniemi (Enonkoski),12,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58200  Kerimäki Keskus (Savonlinna),692,81,5,34,1,3,39,63,104,27,3,6,3,6,12,0,43,223,10,29,0,0,0
58220  Louhi (Savonlinna),33,10,0,0,0,0,4,0,0,8,0,0,0,2,2,0,6,0,0,1,0,0,0
58260  Kumpuranta (Savonlinna),19,6,0,2,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58300  Savonranta Keskus (Savonlinna),111,13,0,26,0,2,13,12,7,9,0,0,3,1,4,0,5,5,1,9,1,0,0
58320  Raikuu (Savonlinna),37,31,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
58350  Villala (Kitee),24,8,0,0,0,0,7,4,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0
58360  Säimen (Savonlinna),25,9,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0
58390  Rönkönvaara (Savonlinna),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
58410  Haapakallio (Savonlinna),86,8,3,5,0,0,6,1,5,6,0,0,0,17,8,0,8,18,0,1,0,0,0
58420  Silvola (Savonlinna),69,9,3,9,0,0,7,2,23,0,0,0,0,3,1,0,0,0,0,12,0,0,0
58430  Kulennoinen (Savonlinna),83,27,0,2,0,16,13,0,7,6,0,0,0,2,0,0,6,4,0,0,0,0,0
58450  Punkaharju (Savonlinna),198,5,0,3,0,0,4,3,0,27,0,0,0,6,0,0,22,108,20,0,0,0,0
58500  Punkasalmi (Savonlinna),950,25,0,616,1,0,28,42,12,5,13,2,3,2,5,0,32,145,3,16,0,0,0
58520  Hiukkajoki (Savonlinna),43,30,0,0,0,0,8,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0
58550  Putikko (Savonlinna),65,27,0,3,0,0,10,0,1,2,1,0,0,1,0,0,1,17,0,2,0,0,0
58570  Ruhvana (Savonlinna),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
58580  Vuoriniemi (Savonlinna),11,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58610  Telakanava (Sulkava),18,10,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
58620  Lohilahti (Sulkava),42,20,0,0,0,0,3,7,6,0,0,0,0,0,0,0,4,0,0,2,0,0,0
58650  Kiviapaja (Savonlinna),21,15,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0
58680  Piojärvi (Savonlinna),10,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58690  Ala-Särkilahti-Piojärvi (Savonlinna),29,23,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58700  Sulkava Keskus (Sulkava),593,67,6,86,2,1,29,52,12,26,4,4,2,14,22,50,60,131,7,18,0,0,0
58720  Kaartilankoski (Sulkava),40,21,0,2,0,0,4,0,1,0,0,0,0,0,2,0,0,10,0,0,0,0,0
58770  Pihlajalahti (Savonlinna),24,13,0,0,0,0,3,0,0,3,0,0,0,1,3,0,0,1,0,0,0,0,0
58810  Kallislahti (Savonlinna),31,13,0,0,0,0,2,5,0,0,0,0,0,1,0,0,5,4,0,1,0,0,0
58830  Parkumäki (Rantasalmi),22,14,0,0,0,0,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
58850  Hiltula (Rantasalmi),10,6,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58900  Rantasalmi Keskus (Rantasalmi),689,76,0,77,1,7,30,60,46,66,2,13,0,9,31,30,48,161,12,20,0,0,0
58910  Rantasalmi Asemanseutu (Rantasalmi),37,8,0,17,0,0,3,2,1,0,0,0,3,1,0,0,0,0,2,0,0,0,0
58920  Kolkontaipale (Rantasalmi),43,25,0,2,0,0,3,1,7,0,0,1,0,0,1,0,0,1,1,1,0,0,0
58940  Tuusmäki (Rantasalmi),53,44,0,0,0,0,3,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0
59100  Parikkala Keskus (Parikkala),762,45,0,61,28,0,32,65,31,39,6,12,3,17,23,66,67,225,9,33,0,0,0
59130  Koitsanlahti (Parikkala),28,16,0,3,0,0,3,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
59210  Melkoniemi (Parikkala),23,17,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0
59310  Särkisalmi (Parikkala),168,30,0,5,0,6,58,22,11,22,0,0,0,2,6,1,0,1,1,3,0,0,0
59320  Haapaoja (Parikkala),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
