Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
44910  Elämäjärvi (Pihtipudas),38,14,0,0,0,0,10,0,8,1,0,0,0,0,5,0,0,0,0,0,0,0,0
44920  Peninki (Pihtipudas),28,18,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44950  Kärväsjärvi (Pihtipudas),10,3,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0
44970  Korppinen (Pihtipudas),18,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45100  Kouvola Keskus (Kouvola),7911,95,5,65,63,49,440,532,631,328,133,207,154,550,414,1256,651,1631,376,329,2,0,0
45120  Kotkankallio-Vahteronmäki (Kouvola),268,0,0,2,0,0,36,23,58,8,6,2,2,7,4,0,1,84,18,14,3,0,0
45130  Korjala-Kaunisnurmi (Kouvola),2420,12,0,467,0,0,317,941,134,85,83,2,2,133,135,0,9,44,18,38,0,0,0
45150  Kankaronmäki-Eskolanmäki (Kouvola),452,3,0,6,0,0,25,36,46,9,6,0,5,7,45,0,77,168,6,13,0,0,0
45160  Lehtomäki (Kouvola),317,7,0,4,0,8,16,29,40,10,3,0,8,35,4,0,6,90,35,22,0,0,0
45200  Tornionmäki (Kouvola),1980,3,10,371,0,17,349,179,477,25,5,1,6,51,81,0,168,142,56,39,0,0,0
45330  Harju (Kouvola),14,8,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45360  Kukkuramäki (Kouvola),487,6,0,84,0,0,57,86,39,8,0,3,6,5,7,7,38,130,3,8,0,0,0
45370  Valkeala kk (Kouvola),1084,42,0,22,0,4,31,38,39,33,6,1,1,10,10,398,62,347,5,35,0,0,0
45410  Utti (Kouvola),571,11,5,30,0,4,22,5,21,45,0,0,1,0,5,414,7,0,0,1,0,0,0
45460  Savero (Kouvola),31,9,0,0,0,0,12,0,1,0,4,0,0,1,1,0,0,2,1,0,0,0,0
45610  Koria (Kouvola),986,62,0,425,0,2,90,48,51,29,2,9,6,24,20,6,37,145,3,27,0,0,0
45700  Kuusankoski Keskus (Kouvola),3160,2,0,810,5,4,88,175,42,262,7,7,3,320,354,130,170,594,42,145,0,0,0
45720  Kotiharju-Puhjonmäki (Kouvola),1335,33,0,230,0,8,209,540,40,61,21,1,7,8,17,37,31,36,23,33,0,0,0
45740  Maunuksela (Kouvola),1018,16,0,70,0,0,126,88,64,29,0,0,0,22,18,0,25,552,3,5,0,0,0
45750  Kuusankosken Sairaala-alue (Kouvola),720,0,0,0,0,0,0,0,0,17,9,0,0,0,101,0,0,593,0,0,0,0,0
45810  Pilkanmaa (Kouvola),90,7,0,0,0,0,23,6,8,14,1,0,0,0,5,0,8,12,3,3,0,0,0
45910  Voikkaa (Kouvola),583,6,1,234,0,6,57,97,14,11,2,0,0,19,37,0,37,45,2,15,0,0,0
45940  Oravala (Kouvola),23,7,0,2,0,0,8,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0
46110  Tuohikotti (Kouvola),42,15,0,1,0,0,5,2,7,10,0,0,0,1,0,0,0,0,1,0,0,0,0
46140  Vekaranjärvi (Kouvola),730,3,0,55,2,0,0,1,0,34,0,0,25,0,0,579,11,0,0,20,0,0,0
46230  Aro (Kouvola),76,46,2,13,0,0,2,3,1,0,0,0,0,2,0,0,0,0,7,0,0,0,0
46400  Kaipiainen (Kouvola),151,22,0,98,0,0,9,12,2,1,0,0,0,0,0,0,5,1,0,1,0,0,0
46430  Tirva-Inkerilä (Kouvola),20,15,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
46450  Enäjärvi (Kouvola),34,10,13,1,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
46530  Kannuskoski (Luumäki),22,13,0,0,0,0,1,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0
46570  Saaramaa (Kouvola),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
46710  Sippola (Kouvola),302,31,5,22,0,0,14,9,7,3,0,0,0,0,1,0,6,197,1,6,0,0,0
46730  Ruotila (Kouvola),25,16,0,2,0,0,2,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0
46750  Liikkala (Kouvola),25,10,0,3,0,0,1,0,7,0,0,0,0,0,0,0,1,2,0,1,0,0,0
46800  Myllykoski (Kouvola),785,26,0,95,0,43,32,105,34,28,4,4,3,28,16,22,75,237,8,25,0,0,0
46810  Ummeljoki (Kouvola),129,39,5,11,0,2,35,8,15,0,0,0,1,1,2,0,5,3,0,2,0,0,0
46860  Anjalankoski Keskus (Kouvola),460,9,0,66,0,67,22,5,7,26,0,1,7,3,7,0,0,236,2,2,0,0,0
46900  Inkeroinen (Kouvola),1345,9,17,857,0,0,43,92,18,7,6,3,0,1,8,5,69,180,5,25,0,0,0
46910  Anjala (Kouvola),257,35,0,36,0,2,28,31,16,5,0,0,6,6,0,0,9,52,1,30,0,0,0
46930  Huruksela (Kotka),25,6,0,2,0,0,3,2,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0
46950  Ahvio (Kouvola),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
46960  Muhniemi (Kouvola),43,23,0,5,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47110  Löytty (Kouvola),11,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47150  Raussila (Kouvola),51,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
47200  Elimäki kk (Kouvola),667,82,0,17,41,0,121,54,53,11,2,18,0,6,10,7,57,157,8,23,0,0,0
47260  Ratula (Kouvola),18,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47310  Haapa-Kimola (Iitti),46,25,0,1,0,0,9,0,2,1,0,0,0,1,0,0,7,0,0,0,0,0,0
47350  Kimonkylä (Lapinjärvi),17,9,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0
47400  Kausala (Iitti),1601,43,0,555,6,1,128,71,77,86,12,6,8,48,54,44,79,322,20,41,0,0,0
47440  Sääskjärvi (Iitti),20,11,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0
47450  Perheniemi (Iitti),55,17,0,13,0,0,5,1,0,0,0,0,0,2,2,0,15,0,0,0,0,0,0
47460  Hiisiö (Iitti),14,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
47490  Mankala-Hiisiö (Iitti),78,24,0,0,0,0,21,0,1,0,1,0,0,0,0,0,0,31,0,0,0,0,0
47520  Iitti kk (Iitti),14,2,0,0,0,0,1,1,0,0,7,0,1,0,1,0,0,1,0,0,0,0,0
47540  Löyttilä (Iitti),32,24,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
47610  Kymentaka (Iitti),16,11,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47650  Kimola (Kouvola),31,10,2,0,0,1,5,1,4,2,0,0,0,4,0,0,0,1,1,0,0,0,0
47710  Jaala kk (Kouvola),189,31,0,3,0,1,28,13,2,1,4,0,1,5,3,3,11,73,1,9,0,0,0
47760  Huhdasjärvi (Kouvola),15,8,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47810  Selänpää (Kouvola),48,21,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,20,0,0,0,0,0
47830  Hasula (Kouvola),42,17,0,0,0,0,1,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0
47850  Verla (Kouvola),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
47900  Vuohijärvi (Kouvola),132,0,0,112,0,0,0,4,8,1,0,0,0,0,0,0,0,0,7,0,0,0,0
47910  Hillosensalmi (Kouvola),18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
48100  Kotkansaari (Kotka),6549,14,0,858,19,5,91,453,921,387,226,128,65,421,648,562,376,913,266,196,0,0,0
48130  Katariina (Kotka),164,1,0,66,0,0,2,0,10,2,0,0,0,1,0,0,67,13,2,0,0,0,0
48200  Hovinsaari (Kotka),684,0,0,142,0,22,37,39,87,8,0,1,0,0,285,31,12,18,0,2,0,0,0
48210  Toukolan Sairaala-Alue (Kotka),1809,4,0,133,60,0,9,6,4,10,0,0,0,2,160,0,1,1418,2,0,0,0,0
48220  Metsola (Kotka),1217,0,0,110,0,1,112,59,79,98,2,0,1,26,0,151,256,301,1,20,0,0,0
48230  Korela-Jylppy (Kotka),775,1,0,103,0,0,116,192,141,32,0,0,15,5,25,0,26,96,2,21,0,0,0
48300  Ruonala (Kotka),100,0,0,4,0,0,16,8,1,8,0,0,0,1,11,0,20,24,1,6,0,0,0
48310  Mussalo (Kotka),1325,0,0,335,0,21,21,64,434,44,7,3,1,79,12,74,60,146,17,7,0,0,0
48350  Karhuvuori (Kotka),359,0,0,1,0,0,7,27,9,17,1,2,0,1,0,13,56,220,0,5,0,0,0
48400  Sutela (Kotka),943,16,0,246,0,6,97,294,49,27,6,5,1,31,13,0,32,83,20,17,0,0,0
48410  Kaukola (Kotka),150,14,0,5,1,3,22,3,19,14,0,0,1,4,36,0,8,18,1,1,0,0,0
48600  Karhula (Kotka),4747,15,0,986,7,53,303,692,230,113,70,7,42,351,173,108,218,1182,40,156,0,0,1
48700  Kyminlinna (Kotka),82,1,0,0,0,0,7,22,7,1,0,0,0,5,0,0,0,36,1,2,0,0,0
48710  Koivula (Kotka),75,5,0,1,0,6,11,3,4,2,3,0,0,3,8,0,0,26,1,2,0,0,0
48720  Kymi (Kotka),317,6,0,156,0,17,27,7,33,9,2,0,0,9,6,0,15,27,1,2,0,0,0
48750  Nikeli (Kotka),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
48770  Ristinkallio (Kotka),666,1,0,154,9,8,72,192,108,8,0,4,2,19,32,2,28,22,3,2,0,0,0
48800  Otsola-Mäntykangas (Kotka),115,0,0,2,0,0,17,1,31,0,0,0,0,3,10,0,0,49,1,1,0,0,0
48810  Rantahaka (Kotka),236,8,0,108,0,0,0,45,8,41,1,1,1,4,0,0,1,5,0,13,0,0,0
48900  Sunila (Kotka),371,0,0,280,0,0,29,8,7,5,4,0,1,2,0,1,16,14,1,3,0,0,0
48910  Suulisniemi (Kotka),102,0,0,1,0,0,10,10,9,1,7,0,2,2,1,0,0,54,1,4,0,0,0
48930  Tiutinen (Kotka),21,0,0,1,0,0,4,3,8,4,0,0,0,0,0,0,0,0,0,1,0,0,0
49200  Heinlahti (Pyhtää),96,4,0,12,0,0,23,5,12,0,0,0,0,2,3,0,0,29,4,2,0,0,0
49210  Huutjärvi (Pyhtää),175,1,0,0,0,0,11,4,3,17,0,0,0,5,1,1,62,65,4,1,0,0,0
49220  Siltakylä (Pyhtää),494,10,0,114,0,11,81,42,11,14,3,1,2,26,10,36,0,113,5,15,0,0,0
49240  Purolanlahti (Pyhtää),21,2,2,0,0,0,6,0,1,2,0,0,0,1,1,0,6,0,0,0,0,0,0
49270  Pyhtää kk (Pyhtää),100,8,0,3,0,0,11,12,2,26,0,0,0,7,20,0,7,2,0,2,0,0,0
49290  Vastila (Pyhtää),61,23,0,0,0,0,5,0,4,0,0,0,0,3,19,0,6,0,0,1,0,0,0
49300  Tavastila (Kotka),72,2,0,1,0,0,35,2,1,0,0,0,0,1,5,0,10,13,2,0,0,0,0
49340  Juurikorpi (Kotka),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
49400  Hamina Keskus (Hamina),3463,57,0,56,39,40,197,423,118,177,17,56,47,130,151,456,196,1055,60,188,0,0,0
49410  Poitsila (Hamina),217,1,0,3,0,0,22,21,66,4,0,0,0,2,1,0,54,36,1,6,0,0,0
49420  Uusi-Summa (Hamina),422,0,0,21,0,4,49,55,97,13,88,0,1,16,8,0,14,50,4,2,0,0,0
49460  Hillo (Hamina),1102,0,0,493,0,4,105,36,285,22,9,0,6,37,17,55,7,11,1,14,0,0,0
49480  Vanha-Summa (Hamina),79,5,0,0,0,0,42,5,8,13,2,0,0,3,0,0,0,0,0,1,0,0,0
49490  Neuvoton (Hamina),266,6,7,70,0,0,74,30,4,0,0,1,1,5,1,0,6,55,1,5,0,0,0
49510  Husula (Hamina),109,16,0,4,0,0,23,12,1,5,0,0,0,1,0,0,18,23,1,5,0,0,0
49520  Reitkalli (Hamina),55,12,0,0,0,11,9,2,2,9,0,0,0,0,2,0,0,4,3,1,0,0,0
49540  Metsäkylä (Hamina),44,8,0,14,0,0,6,3,0,3,0,0,4,1,0,0,3,1,0,1,0,0,0
49570  Kannusjärvi (Hamina),42,29,0,1,0,0,2,0,3,0,1,0,0,1,0,0,2,3,0,0,0,0,0
49610  Sivatti (Hamina),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
49630  Vehkajoki (Hamina),86,2,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0
49640  Paijärvi (Hamina),14,4,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
49660  Pyhältö (Hamina),48,14,0,1,0,0,8,5,8,0,0,0,0,0,2,0,4,5,0,1,0,0,0
49700  Miehikkälä Kirkonkylä (Miehikkälä),256,38,0,1,0,0,5,11,1,11,0,5,0,0,0,14,15,130,7,18,0,0,0
49720  Hurttala (Miehikkälä),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
49730  Muurikkala (Miehikkälä),48,20,0,5,0,0,1,1,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0
49750  Kalliokoski (Miehikkälä),42,11,0,0,0,0,0,0,27,0,0,0,0,0,1,0,0,3,0,0,0,0,0
49760  Suur-Miehikkälä (Miehikkälä),34,7,0,0,0,0,6,1,13,0,0,0,0,1,1,0,4,0,0,1,0,0,0
49770  Salo-Miehikkälä (Miehikkälä),25,15,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0
49780  Onkamaa (Hamina),11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49840  Mäntlahti (Hamina),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
49860  Klamila (Virolahti),74,17,0,0,0,0,24,7,3,2,7,0,0,1,0,0,7,5,0,1,0,0,0
49900  Virolahti Keskus (Virolahti),489,59,15,1,1,0,20,74,21,17,6,2,4,13,51,38,46,91,3,27,0,0,0
49930  Vaalimaa (Virolahti),428,10,0,0,0,0,4,65,7,16,4,0,0,8,0,313,0,0,1,0,0,0,0
49960  Ala-Pihlaja (Virolahti),21,17,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49980  Ravijoki (Virolahti),67,10,0,6,0,0,8,0,1,2,1,0,0,0,0,0,39,0,0,0,0,0,0
50100  Mikkeli Keskus (Mikkeli),10312,69,0,817,165,55,258,893,437,389,221,187,156,347,390,1008,1076,2763,372,441,268,0,0
50120  Siekkilä (Mikkeli),207,1,0,0,0,21,22,13,14,0,3,0,1,5,58,0,0,48,11,10,0,0,0
50130  Nuijamies (Mikkeli),2266,4,0,283,10,9,219,425,19,142,125,1,5,156,82,165,84,459,4,74,0,0,0
50150  Karkialampi (Mikkeli),1283,3,0,381,0,18,133,153,101,8,30,0,1,23,34,372,1,21,3,1,0,0,0
50160  Kattilansilta (Mikkeli),69,0,0,0,0,0,10,9,2,4,0,0,0,2,9,0,2,28,0,3,0,0,0
50170  Peitsari (Mikkeli),1222,10,0,119,0,6,194,212,196,17,2,3,10,49,17,0,95,246,22,24,0,0,0
50180  Visulahti (Mikkeli),207,9,0,4,0,0,23,17,2,14,1,2,1,2,0,0,11,112,8,1,0,0,0
50190  Tuppurala (Mikkeli),729,11,10,8,0,0,34,247,16,57,13,6,0,144,2,0,43,121,9,8,0,0,0
50200  Kovala (Mikkeli),75,6,2,2,0,0,21,2,8,0,0,1,18,0,4,0,8,3,0,0,0,0,0
50300  Rämälä (Mikkeli),43,16,0,2,0,1,4,1,1,1,0,0,0,2,0,0,10,1,4,0,0,0,0
50350  Norola (Mikkeli),62,3,0,2,0,0,4,34,2,0,0,0,0,0,0,0,0,13,0,4,0,0,0
50500  Tuukkala-Kaituenmäki (Mikkeli),160,6,0,0,0,0,4,11,14,12,1,0,4,0,2,0,14,91,0,1,0,0,0
50520  Moision Sairaala-alue (Mikkeli),263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0
50600  Karikko (Mikkeli),1061,26,0,253,0,0,106,115,36,19,0,0,3,125,11,14,90,252,3,8,0,0,0
50670  Otava (Mikkeli),390,25,0,122,0,5,22,39,7,6,0,1,1,7,0,1,113,32,2,7,0,0,0
50700  Syysjärvi (Mikkeli),319,9,0,9,0,0,11,1,1,29,1,0,0,1,2,0,7,243,4,1,0,0,0
50770  Korpikoski (Mikkeli),30,3,0,0,0,0,13,3,6,0,0,0,0,1,1,0,1,1,0,1,0,0,0
50800  Annilanselkä (Mikkeli),105,7,0,1,0,8,25,5,10,0,0,1,0,2,0,0,34,3,6,3,0,0,0
50970  Ihastjärvi (Mikkeli),213,15,0,4,0,0,24,18,11,1,0,2,0,9,6,0,8,111,2,2,0,0,0
51130  Vanhamäki (Mikkeli),24,12,0,1,0,0,3,0,5,0,0,0,0,0,1,0,0,0,0,2,0,0,0
51200  Kangasniemi Keskus (Kangasniemi),1277,123,0,261,0,11,81,138,68,41,12,14,7,22,32,48,60,297,19,43,0,0,0
51260  Tahkomäki (Kangasniemi),15,7,0,0,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
51270  Kutemajärvi (Kangasniemi),33,23,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0
51310  Levä (Kangasniemi),13,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
51335  Kaihlamäki (Kangasniemi),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
51340  Hännilä-Särkiharju (Kangasniemi),30,10,0,6,0,0,9,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0
51360  Koivula-Synsiö (Kangasniemi),15,7,0,0,0,0,1,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0
51380  Synsiö (Kangasniemi),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
51420  Harjumaa-Pajulankylä (Mikkeli),32,14,0,5,0,0,7,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
51430  Läsäkoski (Kangasniemi),13,6,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51440  Vuojalahti (Kangasniemi),61,31,1,3,0,0,19,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0
51450  Pajulankylä (Mikkeli),12,5,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51460  Luusniemi (Kangasniemi),35,25,0,0,0,0,2,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
51520  Hiirola (Mikkeli),33,11,3,7,0,2,5,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0
51540  Kalvitsa (Mikkeli),44,17,0,0,0,0,2,1,6,4,4,0,0,0,10,0,0,0,0,0,0,0,0
51600  Haukivuori Keskus-Piitkäaho (Mikkeli),303,80,0,26,0,0,7,21,22,7,0,3,0,5,5,2,24,96,0,5,0,0,0
51620  Pitkäaho (Mikkeli),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
51670  Nykälä (Mikkeli),19,12,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51720  Rahula (Mikkeli),65,21,0,3,0,0,9,1,5,2,0,1,0,1,4,0,6,7,4,1,0,0,0
51740  Huuhanaho (Mikkeli),32,5,0,3,0,0,1,9,10,1,0,0,0,0,2,0,0,1,0,0,0,0,0
51760  Nuutilanmäki (Juva),102,23,1,38,0,0,11,21,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0
51780  Kuosmala (Juva),12,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51810  Maivala (Juva),44,34,0,1,2,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51820  Hatsola (Juva),39,14,0,1,0,0,7,5,3,0,0,0,0,0,0,0,8,0,0,1,0,0,0
51850  Vuorenmaa (Juva),25,18,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0
51860  Narila (Juva),10,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51880  Koikkala (Juva),35,26,0,0,0,0,3,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0
51890  Risulahti (Juva),35,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51900  Juva Keskus (Juva),1426,95,5,175,6,7,102,174,82,78,4,16,10,33,75,33,72,369,24,66,0,0,0
51930  Paatela (Juva),35,17,0,9,0,0,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
51940  Härkälä (Juva),12,6,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0
51980  Lauteala (Juva),47,29,0,2,0,0,6,6,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
52100  Anttola (Mikkeli),243,22,7,11,0,0,25,23,17,13,0,0,2,2,8,0,23,58,3,29,0,0,0
52110  Majavesi (Mikkeli),31,13,0,1,0,0,7,2,1,0,4,0,0,1,0,0,1,0,1,0,0,0,0
52150  Hauhala (Mikkeli),13,8,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
52200  Puumala Keskus (Puumala),492,80,0,15,0,2,41,52,33,39,2,3,3,16,29,13,39,107,4,14,0,0,0
52230  Hurissalo (Puumala),40,24,0,0,0,0,8,4,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0
52270  Ryhälä (Puumala),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
52300  Ristiina Keskus (Mikkeli),500,36,0,22,0,5,48,64,32,31,8,1,3,31,5,4,70,113,5,22,0,0,0
52320  Vitsiälä (Mikkeli),98,3,0,5,0,3,22,1,12,7,0,0,0,1,3,0,2,38,0,1,0,0,0
52330  Heimari (Mikkeli),11,0,0,0,0,0,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
52340  Hangastenmaa (Mikkeli),40,26,0,0,0,0,10,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
52360  Someenjärvi (Mikkeli),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
52420  Pellosniemi (Mikkeli),669,16,2,581,0,0,10,6,42,12,0,0,0,0,0,0,0,0,0,0,0,0,0
52510  Hietanen (Hirvensalmi),56,22,0,13,0,0,9,1,2,6,0,0,0,0,0,0,2,0,0,1,0,0,0
52520  Syväsmäki (Hirvensalmi),18,7,0,1,0,0,4,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
52550  Hirvensalmi Keskus (Hirvensalmi),425,45,12,79,0,0,35,33,4,19,1,4,4,4,11,24,20,105,3,22,0,0,0
52610  Tuukkalanlahti (Hirvensalmi),29,25,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
52620  Kuitula (Hirvensalmi),22,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0
52700  Mäntyharju Keskus (Mäntyharju),1613,101,0,396,3,6,121,163,88,58,11,8,25,22,19,44,96,371,24,57,0,0,0
52720  Karankamäki-Koirakivi (Mäntyharju),18,9,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52730  Koirakivi (Mäntyharju),15,8,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52740  Tuustaipale (Mäntyharju),28,13,0,4,0,0,2,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0
52760  Mynttilä (Mäntyharju),10,3,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
52780  Kuomiokoski (Mikkeli),83,5,0,76,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52830  Suomenniemi (Mikkeli),62,24,0,0,0,0,2,10,5,8,0,1,1,1,1,3,0,3,1,2,0,0,0
52850  Halmeniemi (Mäntyharju),10,2,0,1,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52890  Käävänkylä (Mäntyharju),15,8,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52920  Voikoski (Kouvola),96,7,0,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52960  Nurmaa (Mäntyharju),10,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52970  Pankalahti-Ahvenainen (Mäntyharju),17,11,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
52980  Ahvenainen (Heinola),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
53100  Lappeenranta keskus (Lappeenranta),7520,20,3,69,0,6,320,831,99,554,405,292,178,620,190,953,535,1800,258,386,0,0,1
53130  Keskussairaala-alue-Kimpinen (Lappeenranta),2703,0,0,0,0,0,2,1,0,31,7,0,0,176,386,73,0,2013,11,3,0,0,0
53200  Kaukas-Tirilä (Lappeenranta),1336,0,0,994,3,0,75,81,38,24,0,0,2,9,3,0,20,11,64,12,0,0,0
53300  Lauritsala-Mälkiä (Lappeenranta),1448,17,0,201,0,24,133,96,182,32,8,0,15,33,82,0,77,453,12,83,0,0,0
53400  Laihia (Lappeenranta),254,20,0,117,0,0,41,14,43,5,0,1,0,4,5,0,1,0,0,3,0,0,0
53420  Mustola (Lappeenranta),460,1,0,14,0,0,27,159,147,0,3,0,0,11,0,76,0,2,19,1,0,0,0
53500  Parkkarila-Harapainen-Reijola (Lappeenranta),2529,3,3,241,0,3,459,796,558,71,5,1,9,68,107,0,5,154,30,16,0,0,0
53550  Kourulanmäki (Lappeenranta),1610,0,0,148,0,28,185,599,48,0,0,1,4,28,300,0,52,197,1,19,0,0,0
53600  Kesämäki (Lappeenranta),2397,43,0,539,82,3,285,513,60,65,11,2,10,118,45,140,247,203,16,15,0,0,0
53650  Mattila-Kuusela (Lappeenranta),404,8,47,183,15,1,38,20,27,8,0,0,0,7,12,0,0,35,2,1,0,0,0
53810  Kuusimäki-Lavola (Lappeenranta),492,3,0,83,0,0,159,32,46,19,0,2,1,25,6,0,4,81,25,6,0,0,0
