Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
58620  Lohilahti (Sulkava),49.00,20.00,0.00,0.00,0.00,0.00,3.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,5.00,0.00,0.00,0.00
58650  Kiviapaja (Savonlinna),19.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
58680  Piojärvi (Savonlinna),17.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
58690  Ala-Särkilahti-Piojärvi (Savonlinna),29.00,21.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
58700  Sulkava Keskus (Sulkava),589.00,65.00,6.00,84.00,2.00,1.00,23.00,53.00,14.00,21.00,3.00,3.00,2.00,9.00,22.00,60.00,60.00,133.00,6.00,22.00,0.00,0.00,0.00
58720  Kaartilankoski (Sulkava),39.00,22.00,0.00,1.00,0.00,0.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00
58770  Pihlajalahti (Savonlinna),30.00,16.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,3.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
58810  Kallislahti (Savonlinna),28.00,17.00,0.00,1.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00
58830  Parkumäki (Rantasalmi),25.00,15.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
58850  Hiltula (Rantasalmi),9.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
58900  Rantasalmi Keskus (Rantasalmi),703.00,77.00,0.00,76.00,1.00,12.00,29.00,55.00,36.00,69.00,1.00,15.00,0.00,16.00,28.00,33.00,46.00,175.00,15.00,19.00,0.00,0.00,0.00
58910  Rantasalmi Asemanseutu (Rantasalmi),30.00,7.00,0.00,15.00,0.00,0.00,2.00,2.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
58920  Kolkontaipale (Rantasalmi),37.00,22.00,0.00,3.00,0.00,0.00,1.00,1.00,6.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
58940  Tuusmäki (Rantasalmi),52.00,39.00,0.00,0.00,0.00,0.00,4.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
59100  Parikkala Keskus (Parikkala),746.00,40.00,0.00,59.00,31.00,0.00,28.00,77.00,28.00,30.00,6.00,11.00,1.00,13.00,30.00,71.00,54.00,228.00,8.00,31.00,0.00,0.00,0.00
59130  Koitsanlahti (Parikkala),23.00,16.00,0.00,2.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
59210  Melkoniemi (Parikkala),20.00,15.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
59310  Särkisalmi (Parikkala),162.00,30.00,0.00,7.00,0.00,6.00,46.00,19.00,21.00,15.00,0.00,0.00,0.00,3.00,7.00,3.00,0.00,1.00,1.00,3.00,0.00,0.00,0.00
59320  Haapaoja (Parikkala),6.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
59410  Kirjavala (Parikkala),38.00,24.00,0.00,1.00,0.00,0.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00
59510  Maironiemi (Parikkala),76.00,21.00,0.00,0.00,0.00,0.00,9.00,6.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,19.00,0.00,2.00,0.00,0.00,0.00
59520  Saari (Parikkala),12.00,9.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
59530  Mikkolanniemi (Parikkala),6.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
59610  Tarnala (Parikkala),19.00,11.00,0.00,5.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
59710  Kummunkylä (Parikkala),17.00,13.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
59720  Niukkala (Parikkala),20.00,6.00,0.00,6.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
59730  Uukuniemi (Parikkala),5.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
59800  Kesälahti Keskus (Kitee),378.00,37.00,0.00,127.00,0.00,0.00,24.00,29.00,4.00,15.00,1.00,4.00,1.00,6.00,9.00,4.00,26.00,81.00,1.00,9.00,0.00,0.00,0.00
59810  Suurikylä (Kitee),11.00,3.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
59820  Purujärvi-Rajavaara (Kitee),22.00,13.00,0.00,5.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
60100  Seinäjoki Keskus (Seinäjoki),10915.00,13.00,56.00,980.00,86.00,83.00,1165.00,1311.00,1172.00,394.00,266.00,352.00,241.00,701.00,487.00,1086.00,583.00,1292.00,238.00,407.00,2.00,0.00,0.00
60120  Pohja (Seinäjoki),1913.00,3.00,2.00,159.00,0.00,0.00,306.00,736.00,50.00,36.00,15.00,2.00,9.00,85.00,125.00,13.00,21.00,192.00,34.00,123.00,2.00,0.00,0.00
60150  Kasperi (Seinäjoki),635.00,0.00,0.00,230.00,0.00,0.00,11.00,14.00,42.00,9.00,2.00,2.00,6.00,12.00,161.00,24.00,33.00,72.00,11.00,6.00,0.00,0.00,0.00
60200  Törnävä (Seinäjoki),1348.00,69.00,0.00,27.00,24.00,1.00,102.00,110.00,119.00,29.00,4.00,4.00,14.00,30.00,17.00,0.00,299.00,435.00,32.00,31.00,1.00,0.00,0.00
60220  Huhtala (Seinäjoki),4436.00,36.00,0.00,2.00,0.00,0.00,6.00,9.00,3.00,4.00,11.00,1.00,17.00,99.00,6.00,5.00,14.00,4080.00,39.00,104.00,0.00,0.00,0.00
60280  Eskoon Keskuslaitosalue (Seinäjoki),401.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,379.00,0.00,0.00,0.00,0.00,0.00
60320  Alakylä-Jouppi (Seinäjoki),3877.00,24.00,0.00,686.00,4.00,12.00,122.00,686.00,71.00,363.00,161.00,33.00,43.00,278.00,215.00,424.00,496.00,181.00,13.00,65.00,0.00,0.00,0.00
60420  Impivaara (Seinäjoki),195.00,9.00,0.00,2.00,0.00,1.00,56.00,19.00,25.00,1.00,0.00,0.00,4.00,6.00,10.00,7.00,17.00,37.00,1.00,0.00,0.00,0.00,0.00
60450  Munakka (Ilmajoki),42.00,14.00,0.00,1.00,0.00,1.00,10.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,6.00,7.00,0.00,1.00,0.00,0.00,0.00
60510  Hyllykallio (Seinäjoki),1377.00,23.00,0.00,61.00,5.00,0.00,106.00,658.00,124.00,61.00,1.00,12.00,6.00,24.00,19.00,0.00,92.00,136.00,8.00,41.00,0.00,0.00,0.00
60550  Nurmo Keskus (Seinäjoki),2666.00,74.00,0.00,1915.00,1.00,0.00,74.00,38.00,37.00,6.00,1.00,4.00,2.00,88.00,1.00,16.00,124.00,217.00,42.00,26.00,0.00,0.00,0.00
60560  Halkosaari (Seinäjoki),98.00,26.00,0.00,0.00,0.00,0.00,9.00,6.00,18.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,10.00,25.00,0.00,1.00,0.00,0.00,0.00
60640  Kurjenneva (Seinäjoki),64.00,14.00,0.00,1.00,0.00,0.00,7.00,5.00,4.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,13.00,13.00,0.00,2.00,0.00,0.00,0.00
60720  Tuomikylä (Ilmajoki),253.00,13.00,8.00,8.00,0.00,0.00,51.00,11.00,30.00,1.00,3.00,1.00,2.00,3.00,2.00,0.00,45.00,75.00,0.00,0.00,0.00,0.00,0.00
60760  Pojanluoma (Ilmajoki),309.00,22.00,0.00,4.00,0.00,85.00,35.00,12.00,23.00,0.00,0.00,1.00,1.00,8.00,2.00,0.00,73.00,43.00,0.00,0.00,0.00,0.00,0.00
60800  Ilmajoki Keskus (Ilmajoki),2009.00,168.00,16.00,89.00,0.00,12.00,162.00,202.00,61.00,49.00,8.00,9.00,3.00,79.00,58.00,108.00,263.00,629.00,33.00,60.00,0.00,0.00,0.00
61100  Peräseinäjoki Keskus (Seinäjoki),680.00,39.00,19.00,198.00,0.00,0.00,58.00,47.00,17.00,9.00,0.00,9.00,0.00,7.00,20.00,3.00,43.00,178.00,7.00,26.00,0.00,0.00,0.00
61110  Vuolle (Seinäjoki),29.00,10.00,0.00,10.00,0.00,0.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61120  Louko (Seinäjoki),59.00,15.00,0.00,2.00,0.00,0.00,10.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,12.00,12.00,0.00,1.00,0.00,0.00,0.00
61140  Pasto (Seinäjoki),13.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61150  Sydänmaa (Alavus),4.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
61160  Koura (Seinäjoki),75.00,17.00,2.00,37.00,0.00,0.00,6.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,0.00,0.00,0.00
61170  Sääskiniemi (Alavus),38.00,8.00,2.00,0.00,0.00,0.00,7.00,3.00,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00
61180  Haapaluoma (Seinäjoki),32.00,15.00,0.00,1.00,0.00,0.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00
61220  Myllysalo (Kurikka),58.00,25.00,0.00,13.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,17.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
61230  Luopa (Kurikka),201.00,39.00,0.00,5.00,0.00,0.00,9.00,0.00,123.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,7.00,0.00,0.00,0.00,0.00,0.00
61250  Jalasto (Kurikka),53.00,29.00,1.00,0.00,0.00,2.00,2.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,2.00,0.00,0.00,0.00
61270  Luopajärvi (Kurikka),164.00,57.00,5.00,35.00,0.00,0.00,15.00,16.00,10.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,11.00,13.00,0.00,0.00,0.00,0.00,0.00
61280  Jokipii (Kurikka),224.00,13.00,2.00,150.00,0.00,0.00,24.00,5.00,6.00,0.00,0.00,7.00,0.00,1.00,0.00,0.00,6.00,8.00,1.00,1.00,0.00,0.00,0.00
61290  Taivalmaa (Kurikka),16.00,8.00,0.00,2.00,0.00,0.00,2.00,1.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61300  Kurikka Keskus (Kurikka),2585.00,60.00,0.00,559.00,10.00,15.00,137.00,225.00,31.00,131.00,11.00,33.00,29.00,75.00,124.00,201.00,204.00,633.00,25.00,82.00,0.00,0.00,0.00
61310  Panttila (Kurikka),81.00,13.00,0.00,2.00,0.00,0.00,25.00,11.00,4.00,0.00,1.00,0.00,3.00,3.00,0.00,0.00,10.00,7.00,0.00,2.00,0.00,0.00,0.00
61330  Koskenkorva (Ilmajoki),382.00,52.00,0.00,128.00,18.00,2.00,19.00,53.00,23.00,5.00,0.00,0.00,4.00,5.00,0.00,0.00,26.00,39.00,1.00,7.00,0.00,0.00,0.00
61340  Nopankylä (Ilmajoki),40.00,11.00,0.00,2.00,0.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,4.00,9.00,0.00,4.00,0.00,0.00,0.00
61350  Huissi (Ilmajoki),59.00,26.00,0.00,1.00,0.00,0.00,11.00,2.00,9.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00,1.00,0.00,0.00,0.00,0.00
61360  Mieto (Kurikka),133.00,36.00,0.00,50.00,0.00,0.00,13.00,9.00,2.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,14.00,5.00,0.00,2.00,0.00,0.00,0.00
61370  Lohiluoma (Kurikka),49.00,21.00,0.00,6.00,0.00,0.00,16.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
61380  Polvenkylä (Kurikka),26.00,21.00,0.00,1.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61400  Ylistaro Keskus (Seinäjoki),736.00,28.00,0.00,104.00,0.00,1.00,64.00,86.00,25.00,9.00,4.00,3.00,2.00,1.00,12.00,3.00,71.00,292.00,5.00,26.00,0.00,0.00,0.00
61410  Ylistaro Asemanseutu (Seinäjoki),119.00,28.00,3.00,27.00,0.00,1.00,32.00,12.00,4.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,3.00,2.00,1.00,3.00,0.00,0.00,0.00
61430  Isorehto (Seinäjoki),43.00,31.00,0.00,4.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
61440  Untamala (Seinäjoki),30.00,21.00,0.00,2.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00
61450  Kylänpää (Seinäjoki),90.00,33.00,0.00,47.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
61460  Hanhikoski (Seinäjoki),26.00,14.00,0.00,0.00,0.00,0.00,4.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,2.00,0.00,0.00,0.00
61470  Kitinoja (Seinäjoki),23.00,5.00,0.00,3.00,0.00,0.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
61500  Isokyrö Keskus (Isokyrö),799.00,83.00,0.00,81.00,0.00,3.00,55.00,87.00,28.00,31.00,6.00,13.00,10.00,37.00,54.00,18.00,82.00,169.00,13.00,29.00,0.00,0.00,0.00
61520  Lehmäjoki (Isokyrö),32.00,26.00,0.00,0.00,0.00,1.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61550  Orismala (Isokyrö),94.00,25.00,0.00,4.00,0.00,0.00,19.00,7.00,20.00,7.00,1.00,0.00,2.00,0.00,1.00,0.00,0.00,7.00,1.00,0.00,0.00,0.00,0.00
61560  Orisberg (Isokyrö),7.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
61600  Jalasjärvi Keskus (Kurikka),1632.00,53.00,22.00,463.00,2.00,4.00,59.00,171.00,89.00,38.00,6.00,8.00,8.00,23.00,32.00,33.00,85.00,479.00,11.00,46.00,0.00,0.00,0.00
61630  Hirvijärvi (Kurikka),58.00,37.00,0.00,2.00,0.00,0.00,9.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61640  Ala-Valli (Kurikka),32.00,25.00,0.00,2.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61650  Kalakoski (Seinäjoki),36.00,23.00,1.00,2.00,0.00,0.00,3.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61680  Mantila (Kurikka),32.00,20.00,0.00,1.00,0.00,0.00,6.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61710  Pentinmäki (Kurikka),55.00,24.00,3.00,7.00,0.00,0.00,5.00,5.00,0.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
61720  Koskue (Kurikka),102.00,64.00,3.00,3.00,0.00,0.00,8.00,0.00,4.00,5.00,0.00,0.00,0.00,2.00,1.00,0.00,8.00,2.00,0.00,2.00,0.00,0.00,0.00
61730  Yli-Valli (Kurikka),25.00,16.00,2.00,0.00,0.00,0.00,1.00,3.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61760  Ilvesjoki (Kurikka),60.00,33.00,0.00,8.00,0.00,0.00,1.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
61800  Kauhajoki Keskus (Kauhajoki),3120.00,125.00,21.00,330.00,7.00,14.00,161.00,472.00,77.00,115.00,38.00,69.00,31.00,158.00,64.00,136.00,263.00,917.00,24.00,97.00,0.00,0.00,1.00
61810  Luomankylä (Kauhajoki),27.00,16.00,0.00,0.00,0.00,0.00,4.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
61820  Kainasto (Kauhajoki),96.00,48.00,0.00,22.00,0.00,0.00,10.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,6.00,1.00,0.00,2.00,0.00,0.00,0.00
61840  Norinkylä (Teuva),55.00,10.00,0.00,30.00,0.00,1.00,5.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
61850  Kauhajoki Asemanseutu (Kauhajoki),1277.00,47.00,3.00,548.00,2.00,1.00,41.00,283.00,84.00,11.00,0.00,12.00,0.00,54.00,15.00,0.00,37.00,131.00,1.00,7.00,0.00,0.00,0.00
61860  Harja (Kauhajoki),28.00,12.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00
61880  Ikkeläjärvi (Kauhajoki),23.00,18.00,2.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61910  Nummijärvi (Kauhajoki),41.00,24.00,2.00,4.00,0.00,0.00,2.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00
61920  Nummikoski (Kauhajoki),13.00,8.00,3.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61940  Hyyppä (Kauhajoki),26.00,14.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00
61950  Juonikylä (Kauhajoki),20.00,5.00,0.00,1.00,0.00,0.00,12.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
61960  Kyrönlatva (Kauhajoki),25.00,14.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00
61980  Päntäne (Kauhajoki),117.00,48.00,0.00,9.00,0.00,2.00,14.00,7.00,3.00,3.00,0.00,0.00,0.00,10.00,8.00,0.00,7.00,5.00,1.00,0.00,0.00,0.00,0.00
62100  Lapua Keskus (Lapua),3655.00,128.00,2.00,878.00,10.00,25.00,214.00,400.00,135.00,120.00,35.00,29.00,35.00,115.00,101.00,110.00,358.00,789.00,46.00,125.00,0.00,0.00,0.00
62130  Hellanmaa (Lapua),162.00,33.00,0.00,114.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,5.00,1.00,0.00,1.00,0.00,0.00,0.00
62150  Rintakangas (Kauhava),17.00,2.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
62160  Karhunkylä (Lapua),64.00,27.00,1.00,5.00,0.00,0.00,4.00,1.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,6.00,0.00,2.00,0.00,0.00,0.00
62165  Tiisteenjoki (Lapua),32.00,12.00,0.00,3.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,4.00,3.00,1.00,2.00,0.00,0.00,0.00
62170  Lakaluoma (Lapua),27.00,17.00,0.00,1.00,0.00,0.00,4.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
62175  Ylikylä-Mäenpää (Lapua),12.00,10.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
62185  Mäki-Paavola (Lapua),27.00,17.00,0.00,8.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
62190  Ruha (Lapua),48.00,17.00,0.00,3.00,0.00,0.00,4.00,4.00,7.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,6.00,0.00,0.00,3.00,0.00,0.00,0.00
62200  Kauhava Keskus (Kauhava),1939.00,80.00,13.00,305.00,16.00,9.00,98.00,230.00,83.00,50.00,43.00,25.00,16.00,48.00,13.00,76.00,151.00,620.00,10.00,53.00,0.00,0.00,0.00
62220  Pernaa (Kauhava),59.00,22.00,0.00,5.00,0.00,0.00,7.00,5.00,0.00,0.00,3.00,1.00,0.00,11.00,1.00,0.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00
62230  Jylhä (Kauhava),45.00,15.00,2.00,5.00,0.00,0.00,5.00,3.00,11.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
62240  Huhmarkoski (Kauhava),78.00,43.00,0.00,24.00,0.00,0.00,6.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
62260  Hirvijoki (Kauhava),21.00,18.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
62280  Mustamaa (Lapua),26.00,15.00,0.00,0.00,0.00,0.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
62290  Hirvikylä (Lapua),22.00,19.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
62295  Kauhajärvi (Lapua),62.00,15.00,0.00,22.00,0.00,0.00,3.00,6.00,4.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,5.00,3.00,0.00,0.00,0.00,0.00,0.00
62300  Härmä (Kauhava),913.00,47.00,0.00,262.00,2.00,0.00,67.00,110.00,87.00,8.00,0.00,9.00,3.00,15.00,1.00,20.00,76.00,129.00,61.00,16.00,0.00,0.00,0.00
62310  Voltti (Kauhava),213.00,81.00,0.00,69.00,0.00,0.00,23.00,5.00,12.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,14.00,1.00,1.00,2.00,0.00,0.00,0.00
62340  Kuoppa-Vakkuri (Kauhava),15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
62350  Ekola (Kauhava),20.00,16.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
62370  Kangasto (Kauhava),72.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,13.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00
62375  Ylihärmä Keskus-Vesiluoma (Kauhava),1421.00,51.00,0.00,743.00,2.00,7.00,19.00,48.00,49.00,102.00,2.00,9.00,0.00,43.00,49.00,30.00,33.00,220.00,3.00,11.00,0.00,0.00,0.00
62380  Kosolankylä (Kauhava),30.00,15.00,0.00,0.00,0.00,0.00,2.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
62395  Petterinmäki (Vöyri),55.00,25.00,0.00,0.00,0.00,0.00,21.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,3.00,0.00,0.00,0.00,0.00,0.00
