Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
22730  Kökar (Kökar),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22810  Seglinge (Kumlinge),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22820  Kumlinge (Kumlinge),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22830  Enklinge (Kumlinge),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22840  Lappo (Brändö),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22910  Torsholma (Brändö),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22920  Brändö-Åland (Brändö),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22930  Fiskö (Brändö),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22940  Åva (Brändö),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22950  Jurmo (Brändö),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23100  Mynämäki Keskus (Mynämäki),1582,221,3,229,1,2,166,182,82,46,3,32,8,37,48,34,123,296,13,56,0,0,0
23120  Mietoinen Keskus (Mynämäki),137,26,0,27,0,0,10,5,8,0,0,0,0,19,4,0,23,10,1,4,0,0,0
23140  Hietamäki (Mynämäki),88,24,0,2,0,0,12,20,15,0,0,0,0,0,4,0,6,4,0,1,0,0,0
23200  Vinkkilä (Vehmaa),432,66,3,70,1,6,33,32,26,13,7,7,4,10,13,27,19,85,4,6,0,0,0
23210  Vehmaa (Vehmaa),203,58,1,2,0,0,17,0,21,0,0,1,0,0,0,0,12,75,0,16,0,0,0
23260  Rautila (Vehmaa),40,13,0,1,0,0,20,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0
23310  Taivassalo (Taivassalo),449,76,4,86,0,0,47,44,37,13,1,8,4,14,5,8,24,61,4,13,0,0,0
23360  Kustavi (Kustavi),240,41,0,25,0,0,40,15,8,20,1,1,1,7,6,20,8,31,7,9,0,0,0
23390  Iniö (Pargas),42,8,0,2,0,0,0,5,3,3,0,0,0,0,1,0,6,13,1,0,0,0,0
23450  Lokalahti (Uusikaupunki),162,42,1,4,0,0,35,13,4,4,2,5,0,5,5,4,7,25,0,6,0,0,0
23500  Uusikaupunki Keskus (Uusikaupunki),5484,50,3,2144,8,29,328,400,315,134,145,68,38,120,151,159,201,1050,59,81,1,0,0
23600  Kalanti Keskus (Uusikaupunki),639,85,0,310,0,0,34,53,5,2,1,3,0,19,7,0,32,81,1,6,0,0,0
23660  Kalanti Asemanseutu (Uusikaupunki),93,43,3,2,0,0,36,1,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0
23800  Laitila Keskus (Laitila),3312,268,11,1030,33,23,238,355,117,65,33,41,37,87,39,62,246,532,17,78,0,0,0
23840  Soukainen (Laitila),33,6,0,19,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23880  Suontaka (Laitila),16,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0
23930  Pyhämaa (Uusikaupunki),87,24,0,31,0,0,9,3,3,1,2,1,0,0,1,0,3,2,0,7,0,0,0
23950  Pyhäranta (Pyhäranta),164,13,0,28,0,1,17,13,9,1,0,4,0,5,0,8,10,42,1,12,0,0,0
23960  Santtio (Pyhäranta),21,2,0,1,0,0,3,0,11,0,0,0,0,0,1,0,0,0,0,3,0,0,0
24100  Salo Keskus (Salo),6835,3,22,1878,13,54,337,1236,204,228,164,281,102,239,315,345,242,760,113,298,0,0,1
24130  Ylhäisi (Salo),1308,19,0,8,12,0,73,26,11,7,9,0,2,21,15,19,163,910,3,10,0,0,0
24240  Rappula (Salo),1917,31,4,161,0,0,38,287,274,43,38,24,7,88,25,53,272,456,30,86,0,0,0
24260  Ollikkala (Salo),532,18,0,14,0,0,35,222,15,10,52,1,1,6,20,0,25,86,6,21,0,0,0
24280  Tupuri-Hähkänä (Salo),912,20,0,514,0,4,79,53,35,4,12,1,1,21,20,0,47,94,1,6,0,0,0
24800  Halikko Keskus (Salo),1275,33,0,101,0,0,55,246,22,183,0,2,13,27,166,65,105,219,10,28,0,0,0
24910  Halikko Asemanseutu (Salo),455,18,0,167,0,0,54,37,70,1,0,3,6,19,6,0,17,50,4,3,0,0,0
25110  Kruusila (Salo),34,19,0,3,0,0,3,2,0,2,0,1,0,2,1,0,0,0,0,1,0,0,0
25130  Muurla (Salo),320,32,0,93,0,0,54,34,16,11,6,1,0,8,12,0,24,17,5,7,0,0,0
25160  Tuohittu (Salo),23,11,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,1,2,3,0,0,0
25170  Kotalato (Salo),19,5,0,0,0,0,0,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
25180  Romsila (Salo),18,9,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
25190  Inkere (Salo),231,10,0,45,0,0,28,6,41,0,0,6,0,0,1,0,8,77,3,6,0,0,0
25210  Vartsala (Salo),30,5,0,0,0,0,4,0,3,3,0,0,0,0,2,0,0,13,0,0,0,0,0
25230  Angelniemi (Salo),41,21,0,2,0,0,6,0,1,0,0,0,0,3,0,0,5,0,0,3,0,0,0
25240  Hajala (Salo),90,31,0,1,0,0,13,1,3,0,0,0,0,1,5,0,4,29,2,0,0,0,0
25250  Märynummi (Salo),104,6,0,1,0,0,17,6,8,2,0,0,0,1,0,0,6,53,0,4,0,0,0
25260  Vaskio (Salo),113,46,0,11,0,0,12,10,20,0,0,2,0,2,1,0,5,0,1,3,0,0,0
25320  Raatala (Salo),82,44,0,14,2,0,12,2,3,0,0,0,0,3,0,0,1,0,0,1,0,0,0
25330  Kuusjoki Keskus (Salo),159,18,0,5,0,0,12,51,5,4,0,2,0,3,8,0,9,34,2,6,0,0,0
25340  Kanunki (Salo),211,25,0,129,0,0,6,4,18,2,0,3,0,0,1,0,0,21,0,2,0,0,0
25360  Pertteli Keskus (Salo),130,19,0,9,0,0,24,17,5,6,1,0,2,3,5,0,10,15,2,12,0,0,0
25370  Hiisi (Salo),90,46,0,9,0,0,14,4,5,0,0,0,0,3,2,0,6,0,0,1,0,0,0
25380  Rekijoki (Salo),56,32,0,6,0,0,6,4,4,0,0,1,0,1,0,0,0,2,0,0,0,0,0
25390  Kiikala Keskus (Salo),191,35,6,80,0,0,20,7,3,3,0,4,0,2,2,0,6,14,1,8,0,0,0
25410  Suomusjärvi Keskus (Salo),267,34,0,13,0,0,11,34,8,43,0,2,1,3,4,0,9,93,3,9,0,0,0
25420  Lahnajärvi (Salo),16,2,0,1,0,0,2,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0
25430  Kettula (Salo),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
25460  Toija (Salo),212,38,0,43,1,0,22,24,25,4,0,3,0,7,4,0,10,28,3,0,0,0,0
25470  Kisko kk (Salo),46,8,0,4,0,0,7,1,4,0,0,1,0,2,0,0,0,16,0,3,0,0,0
25500  Perniö Keskus (Salo),1041,104,5,186,2,10,89,110,44,23,3,12,8,23,19,6,62,281,9,45,0,0,0
25520  Perniö Asemanseutu (Salo),159,37,0,60,0,0,16,8,21,0,0,0,0,1,4,0,6,6,0,0,0,0,0
25540  Knaapila (Salo),13,10,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25550  Aijala (Salo),13,2,0,0,0,0,2,2,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0
25560  Koski Asemanseutu (Salo),11,3,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25570  Teijo-Mathildedal (Salo),143,9,0,91,0,0,8,5,4,2,0,0,2,2,1,0,6,5,8,0,0,0,0
25610  Ylönkylä (Salo),123,40,0,15,0,3,20,8,1,0,0,0,1,2,0,0,0,33,0,0,0,0,0
25630  Finby (Salo),50,8,0,4,0,0,8,3,5,0,0,0,0,2,6,0,4,5,1,4,0,0,0
25640  Förby (Salo),63,9,4,42,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
25650  Strömma (Kimitoön),23,8,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0
25660  Mathildedal (Salo),33,0,0,4,0,0,0,1,0,14,1,0,0,1,11,0,0,1,0,0,0,0,0
25700  Kemiö Keskus (Kimitoön),666,57,29,14,0,0,47,126,30,26,33,23,10,19,32,12,112,79,6,11,0,0,0
25710  Vreta-Vestlax (Kimitoön),59,4,0,0,0,0,12,1,12,0,0,0,0,0,2,2,0,17,7,2,0,0,0
25730  Mjösund (Kimitoön),38,5,0,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
25760  Kiila (Kimitoön),12,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
25810  Mark (Kimitoön),10,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25820  Vestlax (Kimitoön),10,1,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25830  Västanfjärd Keskus (Kimitoön),84,10,0,1,0,0,26,15,4,1,0,1,7,4,1,1,0,10,0,3,0,0,0
25840  Nivelax (Kimitoön),75,11,0,4,0,0,9,15,10,2,1,0,0,0,0,0,18,4,0,1,0,0,0
25860  Björkboda (Kimitoön),92,10,0,1,0,0,7,2,1,0,0,0,0,5,2,64,0,0,0,0,0,0,0
25870  Dragsfjärd (Kimitoön),244,29,0,76,0,0,32,24,12,5,1,0,1,3,2,0,0,27,1,31,0,0,0
25900  Taalintehdas (Kimitoön),643,4,0,60,0,0,42,33,26,10,0,3,47,25,26,58,45,230,31,3,0,0,0
25910  Vänoxa (Kimitoön),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25930  Kasnäs (Kimitoön),107,2,0,50,0,0,1,9,1,40,0,0,0,0,0,0,0,0,4,0,0,0,0
25940  Hiittinen (Kimitoön),18,0,0,0,0,0,1,2,1,0,0,0,0,0,0,9,0,5,0,0,0,0,0
25950  Rosala-Kasnäs-Hitis (Kimitoön),45,1,0,11,0,0,4,12,4,5,0,0,0,0,0,0,8,0,0,0,0,0,0
25960  Högsåra (Kimitoön),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
26100  Rauma Keskus (Rauma),11870,12,0,2688,37,12,527,1481,1001,523,263,184,134,579,667,590,737,1851,292,292,0,0,0
26200  Merirauma-Kappelinluhta (Rauma),217,5,0,10,0,1,23,14,27,18,1,7,1,12,11,0,14,64,1,8,0,0,0
26410  Kaaro (Rauma),144,10,0,54,0,5,23,4,17,0,1,0,0,4,3,0,18,1,0,4,0,0,0
26510  Uotila (Rauma),543,4,0,204,0,3,53,36,89,4,0,1,1,29,8,0,68,25,2,16,0,0,0
26560  Kolla (Rauma),110,6,0,12,0,0,32,12,15,9,0,0,0,7,4,0,0,8,0,5,0,0,0
26660  Paroalho (Rauma),344,0,0,9,0,27,55,86,30,6,5,0,0,13,12,0,20,72,0,9,0,0,0
26720  Monnanummi (Rauma),81,0,0,9,0,0,3,0,5,0,0,0,0,2,3,0,0,52,0,7,0,0,0
26740  Vasarainen (Rauma),45,7,0,5,0,0,1,5,16,0,0,1,2,0,0,0,5,1,0,2,0,0,0
26820  Sampaanala (Rauma),612,0,0,312,0,4,125,34,31,9,0,0,0,18,42,0,3,31,1,2,0,0,0
26840  Kortela (Rauma),97,4,0,2,0,0,19,46,7,0,1,0,0,2,0,0,6,8,1,1,0,0,0
26910  Unaja (Rauma),63,3,0,6,0,0,19,8,8,0,0,0,0,1,5,0,9,3,0,1,0,0,0
26930  Vermuntila (Rauma),32,9,0,0,0,0,5,5,8,0,0,0,0,2,1,0,0,2,0,0,0,0,0
26950  Voiluoto (Rauma),42,15,0,0,0,0,19,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27100  Eurajoki Keskus (Eurajoki),961,49,11,75,0,0,104,113,27,54,11,22,8,68,17,52,94,201,9,46,0,0,0
27110  Irjanne (Eurajoki),54,17,0,10,0,0,2,2,4,1,0,0,0,2,3,0,7,0,1,5,0,0,0
27130  Eurajoki asemanseutu (Eurajoki),67,21,7,22,0,0,2,0,0,0,0,0,0,2,1,0,4,8,0,0,0,0,0
27150  Lapijoki (Eurajoki),154,11,0,45,0,0,49,1,15,0,0,0,0,2,1,0,9,20,0,1,0,0,0
27160  Olkiluoto (Eurajoki),1050,0,11,9,731,77,38,2,0,11,0,0,0,1,167,0,0,3,0,0,0,0,0
27170  Kuivalahti (Eurajoki),23,9,0,3,0,0,3,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0
27220  Ala-Kieri (Rauma),42,18,0,5,0,0,11,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
27230  Lappi (Rauma),530,29,0,275,0,0,34,25,38,7,0,8,0,2,2,0,20,86,0,4,0,0,0
27250  Kodiksami (Rauma),15,9,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
27260  Kuolimaa (Rauma),18,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27310  Kodisjoki (Rauma),36,14,0,1,0,0,3,5,1,0,1,0,0,0,2,0,3,1,1,4,0,0,0
27320  Ihode (Pyhäranta),238,6,0,166,0,0,22,19,3,1,0,3,0,1,1,0,11,3,1,1,0,0,0
27340  Reila (Pyhäranta),15,4,0,2,0,0,1,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0
27400  Kiukainen Keskus (Eura),394,103,0,12,0,14,91,17,10,0,0,16,5,9,3,6,25,71,3,9,0,0,0
27420  Panelia Asemanseutu (Eura),50,24,0,10,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27430  Panelia (Eura),403,50,0,203,42,0,26,20,10,5,0,6,1,4,5,0,13,4,0,14,0,0,0
27450  Harola (Eura),16,8,0,1,0,0,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
27500  Kauttua (Eura),1066,8,0,656,22,0,67,74,59,42,4,0,3,18,13,0,26,35,6,33,0,0,0
27510  Eura Keskus (Eura),2720,71,3,1080,0,24,122,229,119,55,11,32,19,68,125,95,108,447,21,91,0,0,0
27600  Hinnerjoki (Eura),202,38,0,45,0,0,6,21,76,3,0,4,0,0,0,0,3,0,1,5,0,0,0
27640  Honkilahti kk (Eura),77,19,0,14,0,0,32,4,4,0,0,0,0,0,0,0,0,1,0,3,0,0,0
27650  Honkilahti (Eura),94,15,0,0,0,0,2,3,4,7,0,6,0,1,0,0,10,46,0,0,0,0,0
27670  Mannila (Eura),26,20,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27710  Köyliö Keskus (Säkylä),385,44,0,113,0,5,33,19,6,2,0,8,0,11,4,18,15,92,2,13,0,0,0
27730  Tuiskula (Säkylä),47,28,0,10,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
27740  Voitoinen (Säkylä),33,12,0,1,0,0,15,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
27750  Yttilä (Säkylä),12,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27800  Säkylä Keskus (Säkylä),1128,64,6,249,12,0,76,119,76,30,6,12,3,45,24,61,77,222,17,29,0,0,0
27820  Iso-Vimma (Säkylä),488,1,0,363,0,0,19,0,49,5,7,0,0,11,4,0,0,22,0,7,0,0,0
27840  Kakkuri (Säkylä),93,13,0,2,0,0,15,0,16,0,0,0,1,1,0,0,24,19,0,2,0,0,0
27860  Vuori (Säkylä),636,38,0,2,6,0,11,0,7,50,0,0,1,1,2,512,1,0,0,5,0,0,0
27910  Huovinrinne (Säkylä),63,1,0,23,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,9,0,0,0
27920  Otajoki (Säkylä),37,14,0,1,0,4,8,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0
28100  Pori Keskus (Pori),11410,25,0,1132,228,13,346,1406,363,744,732,396,246,727,707,1283,626,1593,428,414,0,0,1
28120  Käppärä-Isomäki (Pori),1576,0,0,182,0,48,45,51,29,88,2,0,2,41,3,36,26,974,12,37,0,0,0
28130  Impola (Pori),3375,20,0,413,4,26,289,914,151,125,66,5,28,81,434,32,361,209,77,140,0,0,0
28190  Pormestarinluoto (Pori),649,7,0,23,0,21,25,37,138,2,0,0,0,3,21,0,4,335,0,33,0,0,0
28200  Toejoki (Pori),465,12,0,37,0,0,81,148,41,2,0,2,3,11,23,0,24,63,7,11,0,0,0
28220  Ruosniemi (Pori),470,16,0,53,0,0,81,91,27,19,10,0,4,19,5,0,25,101,4,15,0,0,0
28240  Isojoenranta (Pori),130,0,0,3,0,0,93,1,1,8,1,0,2,2,12,0,3,0,2,2,0,0,0
28260  Harjunpää (Ulvila),143,17,0,44,0,0,34,5,22,0,1,0,0,0,1,0,8,7,1,3,0,0,0
28300  Kalaholma-Väinölä (Pori),163,2,0,9,0,1,21,35,22,8,1,0,0,12,1,0,12,30,3,6,0,0,0
28330  Koivistonluoto (Pori),1075,0,0,894,0,0,29,17,41,18,0,0,1,3,10,0,23,31,2,6,0,0,0
28360  Vanhakoivisto (Pori),860,5,0,11,0,1,74,333,162,91,1,9,4,33,29,0,0,70,18,19,0,0,0
28370  Sampola (Pori),570,1,0,3,0,0,4,31,9,3,0,1,3,1,8,0,110,388,1,7,0,0,0
28400  Ulvila Keskus (Ulvila),1876,12,0,779,1,6,177,181,94,27,29,18,13,111,47,3,197,107,24,50,0,0,0
28430  Kartano-Harmaalinna (Pori),716,1,0,103,0,23,157,184,121,3,2,0,0,20,7,0,0,6,3,86,0,0,0
28450  Vanha-Ulvila (Ulvila),934,20,0,7,0,11,52,27,14,46,0,0,1,17,44,63,30,581,8,13,0,0,0
28500  Keskussairaala-alue-Tiilimäki (Pori),3264,0,0,0,0,0,2,34,9,45,0,0,9,0,24,5,139,2929,67,1,0,0,0
28540  Pinomäki (Pori),91,9,0,11,0,0,6,4,2,1,0,0,0,0,0,2,51,4,0,1,0,0,0
28560  Lattomeri (Pori),49,6,0,2,0,0,2,2,10,1,0,0,0,2,23,0,0,0,0,1,0,0,0
28580  Niittymaa (Pori),94,5,0,47,0,0,19,4,9,5,0,0,0,1,2,0,0,0,0,2,0,0,0
28600  Vähärauma (Pori),1935,49,0,265,0,33,204,131,183,33,38,2,3,340,9,26,412,173,19,15,0,0,0
28610  Musa-Tiiliruukki (Pori),865,5,12,58,0,7,163,394,39,19,18,6,1,20,6,0,2,75,4,36,0,0,0
28660  Pietniemi-Leppäkorpi (Pori),193,32,6,10,0,0,54,18,25,7,0,1,2,2,2,0,0,27,0,7,0,0,0
28760  Kyläsaari (Pori),560,14,0,183,0,40,169,29,9,1,2,1,0,7,21,0,14,54,1,15,0,0,0
28800  Pihlava (Pori),417,1,0,66,0,0,26,45,29,36,0,4,2,11,17,1,57,87,8,27,0,0,0
28840  Yyteri-Kaanaa (Pori),674,1,0,532,46,0,3,6,28,22,0,0,0,8,7,15,3,0,2,1,0,0,0
28880  Mäntyluoto (Pori),546,1,0,263,6,17,0,1,214,6,0,0,0,0,2,30,0,4,0,2,0,0,0
28900  Tahkoluoto-Reposaari (Pori),172,9,0,7,68,8,2,9,24,18,1,0,1,0,2,0,5,7,0,11,0,0,0
29100  Luvia Keskus (Eurajoki),642,37,1,154,0,11,83,39,5,10,3,11,2,28,18,17,57,139,7,20,0,0,0
29180  Peränkylä (Eurajoki),32,12,0,16,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
29200  Harjavalta Keskus (Harjavalta),3562,32,0,1223,49,19,208,187,237,135,8,22,22,82,86,95,102,975,18,62,0,0,0
29250  Nakkila Keskus (Nakkila),1287,50,0,383,1,34,107,98,55,43,8,22,2,50,29,34,100,222,12,37,0,0,0
29270  Hormisto (Nakkila),40,16,0,2,0,0,1,7,3,0,0,0,0,1,3,0,4,1,1,1,0,0,0
29280  Järvimaa (Nakkila),32,11,0,9,0,0,9,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29310  Kaasmarkku (Ulvila),67,11,0,5,0,0,18,2,18,1,1,1,0,0,5,0,5,0,0,0,0,0,0
29320  Leineperi (Ulvila),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
29340  Kullaa Keskus (Ulvila),204,30,0,8,0,0,18,4,17,14,0,0,0,2,0,0,50,52,1,8,0,0,0
29350  Palus (Ulvila),21,8,0,4,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29570  Söörmarkku (Pori),228,17,18,13,0,0,44,29,56,1,0,1,0,11,6,0,3,27,0,2,0,0,0
29600  Noormarkku Keskus (Pori),987,34,0,109,1,6,164,112,47,21,4,12,18,36,21,0,47,309,21,25,0,0,0
29630  Pomarkku Keskus (Pomarkku),480,36,0,97,0,21,20,37,24,7,5,4,0,11,23,12,38,124,2,19,0,0,0
29640  Honkakoski (Pomarkku),61,22,0,35,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
29680  Kairila (Pori),60,28,0,0,0,0,9,1,16,0,0,0,0,0,1,0,0,5,0,0,0,0,0
29700  Ahlainen (Pori),114,17,0,3,0,0,13,9,32,1,0,0,0,2,2,0,6,8,15,6,0,0,0
29720  Lamppi (Pori),10,1,0,0,1,0,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
29740  Etelämaa (Merikarvia),10,2,0,2,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29750  Pohjansaha (Merikarvia),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
29760  Köörtilä (Merikarvia),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
29790  Tuorila (Merikarvia),140,22,0,25,0,22,27,20,2,17,0,0,0,0,0,0,0,4,0,1,0,0,0
29810  Siikainen Keskus (Siikainen),257,27,0,80,12,1,19,15,6,2,0,1,0,4,4,6,19,47,2,12,0,0,0
29830  Sammi (Siikainen),27,14,0,1,0,0,7,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0
29860  Otamo (Siikainen),17,8,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0
29880  Leväsjoki-Saarineva (Siikainen),29,17,0,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29900  Merikarvia Keskus-Rannikko (Merikarvia),640,40,0,185,0,3,40,60,11,6,2,4,2,2,11,37,65,139,15,18,0,0,0
29940  Kuvaskangas (Merikarvia),37,25,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
30100  Forssa Keskus (Forssa),4607,98,9,500,0,27,327,704,215,277,124,94,57,201,309,159,293,985,58,170,0,0,0
30300  Viksberg (Forssa),970,2,0,348,0,16,69,136,61,11,4,1,3,21,40,0,106,138,10,4,0,0,0
30420  Tölö (Forssa),2476,7,0,1314,41,123,136,181,84,59,5,2,5,44,77,119,70,151,36,22,0,0,0
31110  Matku (Forssa),105,49,0,7,0,1,4,20,7,0,0,0,0,3,1,0,0,3,0,10,0,0,0
31130  Koijärvi (Forssa),34,10,0,0,0,0,2,1,1,0,0,0,0,1,0,0,14,0,0,5,0,0,0
31140  Menonen (Urjala),13,6,0,2,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
31160  Nuutajärvi (Urjala),41,7,0,6,0,0,2,8,8,1,0,0,0,5,0,0,3,0,1,0,0,0,0
31170  Savijoki (Forssa),35,20,0,1,0,0,7,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
31230  Susikas (Tammela),19,11,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0
31250  Teuro (Tammela),51,31,0,10,0,1,5,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
31300  Tammela Keskus (Tammela),757,59,0,65,0,0,72,54,52,50,2,3,3,30,18,25,60,218,7,39,0,0,0
31310  Mustiala (Tammela),60,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,54,0,1,0,0,0,0
31340  Porras (Tammela),83,32,0,22,0,0,3,1,7,1,0,0,1,2,0,2,6,5,0,1,0,0,0
31350  Vistinkoski (Tammela),22,6,0,3,0,0,4,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0
31370  Eerikkilän Urheiluopisto (Tammela),17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
31380  Letku-Torro (Tammela),90,8,0,12,0,0,27,1,0,0,1,0,1,2,1,24,3,0,7,2,1,0,0
31400  Somero Keskus (Somero),2077,135,36,310,4,10,135,295,112,106,9,64,16,50,32,48,114,502,23,76,0,0,0
31410  Ylöpirtti (Somero),73,40,0,16,0,0,6,3,0,0,0,0,1,1,2,0,2,2,0,0,0,0,0
31450  Häntälä (Somero),50,32,0,1,0,0,6,1,4,0,0,0,0,2,0,0,0,0,0,4,0,0,0
31460  Hirsjärvi (Somero),41,18,0,0,0,0,10,4,4,1,0,1,0,2,1,0,0,0,0,0,0,0,0
31470  Somerniemi (Somero),96,35,2,11,0,0,7,5,5,1,5,3,3,3,1,1,5,6,2,1,0,0,0
31490  Terttilä (Somero),47,30,0,2,0,3,8,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
31500  Koski Tl (Koski Tl),863,142,1,151,0,1,94,124,92,16,0,11,2,22,8,33,47,91,6,21,1,0,0
31520  Pitkäjärvi (Somero),108,53,0,11,0,0,14,5,3,0,0,0,0,3,1,0,6,11,0,1,0,0,0
31530  Pyöli (Somero),45,22,0,2,0,0,5,0,5,0,1,0,0,0,2,0,0,5,0,3,0,0,0
31600  Jokioinen Keskus (Jokioinen),1410,28,0,270,0,5,67,66,70,9,0,16,5,491,35,20,84,205,6,33,0,0,0
31610  Vaulammi (Jokioinen),43,18,0,8,0,0,6,6,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0
31620  Latovainio (Jokioinen),52,25,0,1,0,0,5,4,3,0,0,0,0,4,2,0,7,1,0,0,0,0,0
31630  Minkiö (Jokioinen),64,24,0,2,0,0,6,0,8,1,0,0,0,0,0,0,0,21,1,1,0,0,0
31640  Humppila Keskus (Humppila),482,54,6,56,1,2,45,90,9,24,0,11,0,6,19,16,14,107,5,17,0,0,0
31650  Venäjänkangas (Humppila),38,19,1,4,0,0,1,2,1,7,0,0,2,0,1,0,0,0,0,0,0,0,0
31700  Urjala Asemanseutu-Hanhisuo (Urjala),278,54,0,32,0,0,92,10,21,14,0,0,1,1,5,1,41,2,2,2,0,0,0
