Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
Ahvenanmaa,1.0,0.03579272756853494,0.0008134710811030668,0.05157406654193444,0.008866834784023428,0.004474090946066867,0.06849426502887822,0.08338078581306435,0.2008460099243472,0.04124298381192549,0.04327666151468315,0.04278857886602131,0.011469942243553242,0.03546733913609371,0.02668185146018059,0.05995281867729602,0.052306190514927194,0.1657040592206947,0.03196941348735052,0.03375904986577727,0.0,0.0,0.0
Etelä-Karjala,1.0,0.024022642030419476,0.0020709174164154722,0.1656273729262063,0.004648059090176949,0.004509997929082583,0.06546400055224465,0.11742101751075727,0.058606962884557856,0.04710186612669413,0.0226190202259601,0.009618260889574081,0.010331576888561633,0.044777836581605654,0.058583952691042135,0.06240364481465289,0.08014450401527877,0.18016981522814607,0.014795554430612761,0.02597850847925631,0.0,0.0,0.0
Etelä-Pohjanmaa,1.0,0.07799145299145299,0.0033093600166770897,0.1798650198040442,0.003517823639774859,0.005029184907233687,0.06579633104023348,0.11572336877214925,0.05615488847196164,0.03138680425265791,0.010657702730873462,0.012429643527204503,0.00772618303106108,0.033210860954763395,0.027022097144048362,0.040350740045862,0.07083854492391078,0.21965551386283094,0.011595789034813425,0.02646185115697311,0.0001433187408797165,0.0,0.0
Etelä-Savo,1.0,0.06114659853082082,0.0011338230597253273,0.1737943149153625,0.004583200255509422,0.006212072820185244,0.0635100606834877,0.10354519322900033,0.047908016608112426,0.036218460555732995,0.012120728201852443,0.008208240178856595,0.008463749600766528,0.036665602044075374,0.0334238262535931,0.04699776429255829,0.0716065154902587,0.2376237623762376,0.015474289364420314,0.028361545832002556,0.00011178537208559565,0.0,1.596933886937081e-05
Kainuu,1.0,0.056001957825182525,0.0374434066158176,0.08659297630215769,0.0032630419708773502,0.005955051596851164,0.06334380225965656,0.09866623159440388,0.04768120079944528,0.04042093241424318,0.02169922910633438,0.009707549863360117,0.0073418444344740385,0.039401231798344004,0.0571440225149896,0.07912876779377574,0.07097116286658237,0.2215605498225721,0.02129134885997471,0.029448953787168088,8.157604927193376e-05,0.0,0.0
Kanta-Häme,1.0,0.047565970590210165,0.002524676022292352,0.17976230443832672,0.003088699388974686,0.011696770294769355,0.07309474249647485,0.11734371852548177,0.051151547706976434,0.03600349157322232,0.016396965017122136,0.013415698650372659,0.007856039750218223,0.03934734438998187,0.04017995031222722,0.05923588262942322,0.07610286711878063,0.1809977841939166,0.015309205667091923,0.028657758678573828,0.0001477204055596589,0.0,0.0
Keski-Suomi,1.0,0.029573206064245603,0.0018015740067638042,0.1408915157453354,0.003740109780123687,0.006405596468493526,0.07431756165913377,0.10655625441174921,0.043153491998272175,0.040319436981784085,0.0436908035441491,0.00819663495474994,0.010619804671449793,0.054078826764436295,0.038876070672271563,0.05425793061306194,0.0959469852608068,0.19780439752625978,0.020533729468904412,0.02760306372936355,0.0006637377919656121,0.0,2.1071041014781336e-05
Kymenlaakso,1.0,0.024946177767146225,0.0015036052352800464,0.14957454806410825,0.004715852783378328,0.007295902675733862,0.06856781601339576,0.10444930458257869,0.08334757201927348,0.04078529200697126,0.012661039537983119,0.007603458292041144,0.008235655947783891,0.04454430509517138,0.05143013361582886,0.08210026313091617,0.05908485117725455,0.2047978676143936,0.01573659570105594,0.027509141236373578,0.0002221235006663705,0.0,1.7086423128182345e-05
Lapland,1.0,0.03179177318150128,0.025610039507320475,0.10736695328840344,0.006925400883104811,0.005531024866372298,0.06858780695638701,0.10213029669223023,0.056456735610814164,0.059539855914478274,0.012781780153381363,0.00723526222015648,0.010674723061430011,0.04015802928189635,0.051824308621891704,0.06607793012626849,0.07771322333255869,0.21629870632891782,0.020419862111705014,0.025919900844372144,0.00023239600278875203,0.0,1.549306685258347e-05
North Ostrobothnia,1.0,0.023404609368499876,0.0024045261669024044,0.13277310924369748,0.004476245943922123,0.005066977285963891,0.08552292204010317,0.10053249022381229,0.05381479324403029,0.035260837008070554,0.04351443547716116,0.01552541808802729,0.009568183709127214,0.06413179133039354,0.0418337632082536,0.048073883018553955,0.07872535152674931,0.2115483817289292,0.015026208503203261,0.028255262501040018,8.320159747067144e-05,0.0,0.0
