Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
Ahvenanmaa,1.0,0.03454574332909784,0.0008735705209656925,0.05559085133418043,0.008020965692503176,0.0044472681067344345,0.06750317662007624,0.08775412960609912,0.19822109275730623,0.04701397712833545,0.04240787801778907,0.04137547649301144,0.010562261753494282,0.03176620076238882,0.026763024142312578,0.06265883100381195,0.04423443456162643,0.1684402795425667,0.03232210927573062,0.03375158831003812,0.0,0.0,0.0
Etelä-Karjala,1.0,0.024384832146264617,0.0022853846324524616,0.16996161441345492,0.004770463067740575,0.003927311455767823,0.07240009762808139,0.11715369766358251,0.05873216623399676,0.04641771505913155,0.02185537731034636,0.009829372739577093,0.010495018749029266,0.043732942821007786,0.05591426479398256,0.060840045263928645,0.07865717011693181,0.1753755352903326,0.015886751425591872,0.026670216778717077,0.0,0.0,2.2188200315072443e-05
Etelä-Pohjanmaa,1.0,0.0781050924674723,0.0038737243092287297,0.1883324968147948,0.0035005083458811113,0.004954763651339073,0.06984286320991467,0.11551677541407668,0.05842760253786855,0.03026910157908961,0.010964827612833482,0.012779429365661557,0.007245537495334801,0.033267698801848065,0.025147034220042982,0.04011428130188024,0.06672844034335869,0.21042945574816932,0.011852824215281263,0.027206156776443637,0.00016730370770755312,0.0,0.00029599886748259396
Etelä-Savo,1.0,0.0605648600210123,0.001251467770842346,0.17132748285025648,0.004372412088251653,0.006272789073604845,0.06648229404857549,0.10421172980656325,0.05010506149187319,0.036493418206538536,0.012406526172671652,0.008590321982572152,0.008652122860144613,0.035612755701130955,0.03252271182250788,0.04662876212842222,0.06974229034052283,0.23285025647364194,0.01625363080155738,0.029185464433594956,0.0041715592361411535,0.0,1.5450219393115382e-05
Kainuu,1.0,0.05504146136281697,0.03296879381484597,0.090934583183111,0.003284861595160838,0.004767055241757801,0.06617794335616713,0.1001482193646597,0.047830789568561474,0.03997916917037215,0.020390177462644713,0.009894644073228378,0.007370908945238954,0.04338420862877058,0.05576252854224252,0.08051916836918639,0.0685414413331731,0.21908424468212956,0.020510355325882305,0.030485117974602412,0.0,0.0,0.0
Kanta-Häme,1.0,0.04748074749651746,0.002549478276868084,0.1860724892895629,0.0028123110889163405,0.010605303966147134,0.07827161142797066,0.11907640549846243,0.05046389991326517,0.03698057665518963,0.01598023497253397,0.01306279075879833,0.007083344284700502,0.03928036376061188,0.03924093883880463,0.056982153652061926,0.07068888480037848,0.17812179672510317,0.015769968722895367,0.02899045916892265,0.00011827476542171525,0.0,0.0
Keski-Suomi,1.0,0.030828115574230857,0.0018929544650843509,0.14399975037963098,0.003713102989203919,0.0062197075281342955,0.07682066856655503,0.10834564100430595,0.04547251055686144,0.04092733967091715,0.040053668379339755,0.008185467934183429,0.010598464834730514,0.053158737753000646,0.03964803527967882,0.05214985542820294,0.09346202650136251,0.19329977326149814,0.020874503359474134,0.02823830424562644,0.0011336925093087596,0.0,3.120254612776403e-05
Kymenlaakso,1.0,0.025504623645222234,0.0015080706638825362,0.15423751284345896,0.0041927678896954024,0.007159192602167645,0.07044844386994134,0.1027642438102814,0.08115408836299758,0.03977329223426469,0.013141758642404959,0.007971230651950548,0.00745749229392463,0.04219283417851579,0.05119154154651818,0.0789334128799178,0.05627920851148454,0.20914122833184184,0.018560869709323524,0.02765901030791157,8.286102548805144e-05,0.0,1.657220509761029e-05
Lapland,1.0,0.0329697881409051,0.024069198946972545,0.10691676068697506,0.007051523128995863,0.005218127115456939,0.0757646985082111,0.10486398395386737,0.05865300238184781,0.056271154569386986,0.012880782248965777,0.007474614516735615,0.010436254230913877,0.04008399147549204,0.051037357402532284,0.06496803309514855,0.07477748527015168,0.21066817099160084,0.02157766077472734,0.02690547824996866,0.0008305127240817349,0.0,1.5670051397768583e-05
North Ostrobothnia,1.0,0.022502272137107246,0.002978122565567385,0.13576830693326408,0.004422552583744482,0.004893209555959491,0.08603284861075046,0.10185666060763438,0.0521455466112698,0.03482861594391067,0.04097961568423786,0.014403726304855882,0.009072318878213451,0.06430959491041288,0.04350331082835627,0.046051350298623735,0.08783432874578032,0.2051739807842119,0.015888730199948065,0.02672195533627629,8.926252921319138e-05,0.0,0.0
Pirkanmaa,1.0,0.019041925557145376,0.00123973421666438,0.17177914110429449,0.004106313334248025,0.0043709206374095925,0.07118916482094906,0.11489837119504498,0.04563985966012662,0.0363394029675219,0.05241674670220898,0.015499127775926616,0.009035849389443148,0.06349595248828868,0.04268997824339952,0.036765714733726654,0.07690272251514142,0.18797408808483115,0.02150669358474294,0.02457907838256336,4.900135243732727e-05,0.0,9.800270487465453e-06
Pohjanmaa,1.0,0.04552799758129255,0.0013448847465048635,0.22810913374826677,0.005900812143579478,0.006067619553998686,0.06379340902219581,0.0950802239389485,0.04515268090784933,0.03143277140086948,0.0232800592166307,0.013636505801770244,0.005952939459335481,0.04308843920391164,0.038313577080661805,0.041826958162616376,0.07518844024645795,0.19545658315870681,0.014147353496179068,0.025604937499348408,0.0007714842731888364,2.0850926302400982e-05,0.0
Pohjois-Karjala,1.0,0.04169736817245744,0.00417540478754558,0.1618205520603072,0.0024561204632621058,0.005327892081845491,0.06937595646998809,0.10117326985206597,0.04534376239868503,0.037597536322243004,0.02352207674431786,0.010088987133707419,0.009541083338056642,0.03657730166827259,0.04300100134141964,0.05932475580494625,0.08575639063651307,0.21132082601220503,0.01968675017476242,0.028868862060496138,0.00011335940599671258,0.0004912240926524212,0.0
Pohjois-Pohjanmaa,1.0,0.08714893023904105,0.017039514948776917,0.19450832810648827,0.003623945919576277,0.0074918112760471115,0.08690501080214649,0.10119172067739912,0.04421910934559899,0.029827862568820127,0.007456965642205032,0.009547703672729807,0.006028294654679769,0.029096104258136454,0.02881733918739982,0.04366157920412572,0.08073733361209841,0.18652867795665204,0.009512858038887727,0.025716077775454736,0.0,0.0,0.00010453690152623876
Pohjois-Savo,1.0,0.052431821038079675,0.0034812115118763353,0.10913660927485233,0.004423777805705668,0.0052281010431066985,0.07869800175945708,0.10657282895563655,0.0526831720497675,0.03721251728038205,0.024217669976121653,0.01651376146788991,0.008608772150307906,0.04667588287042855,0.047718989568933015,0.049553851954254116,0.08152570064094508,0.22821415106195803,0.017845921829835364,0.028025637803192158,8.797285409073771e-05,0.0,3.770265175317331e-05
Päijät-Häme,1.0,0.03031918529150434,0.0009705419998633039,0.19067732895905953,0.0038958376050850932,0.0073542478299501056,0.08540769598797075,0.11850181122274622,0.04957965962681977,0.0418973412617046,0.022349805208119744,0.01096302371676577,0.009295331829676713,0.04331898024741986,0.046955095345499284,0.030756612671724422,0.06285284669537283,0.19922083247898298,0.018891394983254733,0.02586289385551227,1.366960563187752e-05,0.0,5.467842252751008e-05
