Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
Pirkanmaa,1.0,0.020651861903395005,0.0013047676208867202,0.17127423605855796,0.004102189400067848,0.004217008950705879,0.0700138305367814,0.11972025782208189,0.04690900550611936,0.03796873776780355,0.04699251063385611,0.01529187651679236,0.009425641293285665,0.06269669371884867,0.038960361159677465,0.037603402833955274,0.07576002713916652,0.1890556091960022,0.02194619138331463,0.025620417003731636,4.175256386837504e-05,0.0,5.7409775319015687e-05
Pohjanmaa,1.0,0.049258707374334014,0.0010720066893217413,0.21695271378493403,0.006421320069037231,0.0062926792663186215,0.06296967293075909,0.09988958331099985,0.044831319747435226,0.02855825820353119,0.024763354523332226,0.014997373583611162,0.006474920403503318,0.0420441023551987,0.03205300001072007,0.04628924884491279,0.07872817126378868,0.1970026692966564,0.013753845823997942,0.026768007032363882,0.00038592240815582687,2.1440133786434826e-05,1.0720066893217413e-05
Pohjois-Karjala,1.0,0.043558018812692716,0.00503493228211233,0.1547753795714453,0.003942078763514305,0.0054447523515865895,0.06769837242886695,0.10132313336715976,0.04736349088638227,0.035166465009172164,0.022188829475820616,0.011689629600718161,0.008606221458959448,0.035244525974786306,0.03575192225127825,0.06258537918114047,0.08760391866047383,0.21798524647749892,0.01850044885055228,0.031653721556535654,0.0001951524140353616,0.0005464267592990125,3.903048280707232e-05
Pohjois-Pohjanmaa,1.0,0.09004688063469167,0.01709340064911648,0.17580238009376126,0.0034619545618463756,0.00717634331049405,0.08809953119365309,0.10674359899026326,0.04565452578434908,0.02596465921384782,0.007825459790840246,0.011034980165885323,0.005950234403173459,0.030472412549585288,0.02697439596105301,0.04688063469166967,0.086332491886044,0.187053732419762,0.008727010457987738,0.027731698521456905,3.606202668589975e-05,0.0,0.0
Pohjois-Savo,1.0,0.0559472220425587,0.0028717418019533016,0.10706940042688054,0.004527520858935386,0.005277795744130393,0.07378565422676411,0.11263178319642973,0.05504171787077162,0.036711726279024644,0.023465493823167972,0.016428432830994114,0.010490912618847423,0.04625832740443697,0.04268805381281935,0.049556949744518464,0.08251730159756808,0.2264277860423,0.01723045081171981,0.030023931181682943,3.880732164801759e-05,0.0,1.2935773882672531e-05
Päijät-Häme,1.0,0.030833926908114623,0.0006164045805709276,0.18744178401183498,0.00367103172428908,0.00715029313462276,0.08280368199002794,0.12203440907347543,0.05081913319818092,0.03975124650704071,0.020122185085748725,0.013218453783354336,0.009054298394608515,0.04394279765492302,0.047326173908279,0.030354501123226126,0.06235274779464139,0.2000164374554819,0.019259218672949427,0.027888882800942413,0.0006301024601391705,0.0,2.7395759136485672e-05
Satakunta,1.0,0.01718287488267995,0.0011310856015209491,0.17601617211753665,0.00945780088080283,0.007749139652973311,0.07436286188722836,0.11623709479459966,0.057107790051259835,0.036964840083748465,0.02312709070343898,0.011960628594806632,0.008759896999013307,0.040454359492696074,0.03901042042692465,0.04108006642119703,0.06180059201501697,0.23069333140808124,0.016797824465140904,0.02729044834307992,0.0020937116453685653,0.0,7.219695328857122e-05
Uusimaa,1.0,0.0051397932145846315,0.00030119771200779507,0.08633686673875055,0.00664439376673417,0.0038628259563027356,0.0707314940378121,0.13756407391419612,0.06687422011306712,0.042807551318121695,0.0711007041364023,0.03415471013537241,0.011632894121370186,0.08651314374070902,0.04938809672194177,0.05470416693848488,0.06801377459029477,0.14597678973207284,0.02474401664499061,0.03289439897176376,0.000133248757385937,0.000434446469393732,2.2208126230989496e-05
Varsinais-Suomi,1.0,0.024911444105835477,0.0013368913591553374,0.1696115120030738,0.0062949687620070215,0.004852810366697721,0.07683440968877801,0.11856752617201687,0.06277599701041617,0.03825930429015806,0.027048364939760938,0.019227024153521444,0.010074055359934313,0.054475691209676144,0.044359529035280246,0.047380692972899,0.058465311879911365,0.1915596890411752,0.01666903517498013,0.027079945050607127,2.631675903849089e-05,0.0,4.737016626928361e-05
WHOLE COUNTRY,1.0,0.030145288505101116,0.0024467422690106996,0.12642820011082406,0.005163294120128542,0.004786703221324273,0.06793884374729477,0.11491515279615447,0.0560742530031696,0.037184066821375074,0.039733196114214706,0.019587560459977,0.00940158959150214,0.05836324015821212,0.07315530881112846,0.04981546167100017,0.06873684733215889,0.17015229300793303,0.019625351378643473,0.02860816485980668,0.005408495662173795,0.0002513535520607256,0.012078592806806232
